No	Family Name	Given Name	Nation	Races	"World CupRank"	"Rank(avg)"	"Points(avg)"	Wins	2nd	3rd	Podiums	Top5s	Top10s	Top20s	Top30s	Top40s	>40	LAP	DNF	DSQ
1	Poiree	Raphael	FRA	21	1	5.2	38.3	7	2	1	10	13	19	21	21	21	0	0	0	0
2	Bjoerndalen	Ole Einar	NOR	19	3	6.4	36.4	5	2	2	9	11	15	18	19	19	0	0	0	0
3	Rostovtsev	Pavel	RUS	22	2	7.9	32.7	4	1	1	6	9	16	20	22	22	0	0	0	0
4	Fischer	Sven	GER	19	4	8.9	35.8	3	6	3	12	12	15	17	18	18	1	0	0	0
5	Luck	Frank	GER	22	6	11.0	28.3	2	3	1	6	9	14	16	22	22	0	0	0	0
6	Hietalahti	Vesa	FIN	23	9	14.3	19.5	1	1	2	4	5	8	17	22	22	0	0	1	0
7	Mesotitsch	Daniel	AUT	18	22	28.6	13.4	1	0	1	2	5	5	6	9	12	6	0	0	0
8	Sumann	Christoph	AUT	18	18	19.8	13.5	1	0	0	1	1	2	11	15	16	1	0	1	0
9	Andresen	Frode	NOR	23	5	9.7	27.9	0	3	2	5	6	16	21	22	23	0	0	0	0
10	Greis	Michael	GER	16	17	16.2	19.1	0	2	0	2	3	5	11	15	16	0	0	0	0
11	Defrasne	Vincent	FRA	20	12	21.1	18.4	0	1	1	2	3	7	14	15	18	2	0	0	0
12	Wolf	Alexander	GER	13	29	21.1	14.3	0	1	0	1	1	5	6	8	13	0	0	0	0
13	Bricis	Ilmars	LAT	19	28	28.1	9.7	0	1	0	1	1	3	7	10	15	4	0	0	0
14	Forsberg	Henrik Sen.	SWE	17	30	27.9	9.6	0	1	0	1	1	3	6	9	12	4	1	0	0
15	Gross	Ricco	GER	22	7	12.3	26.4	0	0	2	2	9	13	18	20	21	1	0	0	0
16	Maigourov	Viktor	RUS	22	8	16.6	22.0	0	0	2	2	3	13	16	18	20	2	0	0	0
17	Hanevold	Halvard	NOR	20	10	17.9	18.8	0	0	1	1	5	8	13	17	18	2	0	0	0
18	Rozhkov	Sergei	RUS	22	11	17.6	17.6	0	0	1	1	3	6	17	18	19	2	0	1	0
19	Perner	Wolfgang	AUT	22	16	23.8	13.5	0	0	1	1	2	5	12	16	18	3	0	1	0
20	Kochkin	Mikhail	RUS	19	26	26.4	10.5	0	0	1	1	1	3	7	11	16	3	0	0	0
21	Derkach	Vyacheslav	UKR	17	33	28.1	8.2	0	0	1	1	1	2	5	12	14	3	0	0	0
22	Deryzemlya	Andriy	UKR	16	35	27.3	6.3	0	0	1	1	1	1	3	10	13	2	1	0	0
23	Gjelland	Egil	NOR	21	13	19.0	15.8	0	0	0	0	2	6	13	17	20	1	0	0	0
24	Ryzhenkov	Oleg	BLR	22	19	25.8	10.4	0	0	0	0	2	4	9	15	18	4	0	0	0
25	Tchepikov	Sergei	RUS	13	23	19.8	16.2	0	0	0	0	2	3	8	10	12	1	0	0	0
26	Gredler	Ludwig	AUT	22	14	23.8	13.6	0	0	0	0	1	6	13	15	17	5	0	0	0
