No	Family Name	Given Name	Nation	Races	"World CupRank"	"Rank(avg)"	"Points(avg)"	Wins	2nd	3rd	Podiums	Top5s	Top10s	Top20s	Top30s	Top40s	>40	LAP	DNF	DSQ
33	Fialkova	Paulina	SVK	16	35	36.1	11.8	0	0	0	0	0	2	5	8	10	6	0	0	0
34	Nicolaisen	Kaia Woeien	NOR	7	56	37.9	9.2	0	0	0	0	0	2	2	3	4	3	0	0	0
35	Gwizdon	Magdalena	POL	25	18	22.9	18.2	0	0	0	0	0	1	11	21	24	1	0	0	0
36	Puskarcikova	Eva	CZE	19	28	26.9	15.4	0	0	0	0	0	1	7	13	15	4	0	0	0
37	Tachizaki	Fuyuko	JPN	20	33	34.0	11.1	0	0	0	0	0	1	4	10	12	8	0	0	0
38	Abramova	Olga	UKR	14	38	24.9	11.7	0	0	0	0	0	1	4	8	8	2	0	0	4
39	Fenne	Hilde	NOR	8	55	38.5	10.5	0	0	0	0	0	1	3	3	4	4	0	0	0
40	Brorsson	Mona	SWE	21	37	36.0	8.5	0	0	0	0	0	1	2	9	14	7	0	0	0
41	Semerenko	Valentina	UKR	13	47	34.6	9.3	0	0	0	0	0	1	2	8	9	4	0	0	0
42	Horchler	Karolin	GER	10	63	39.9	6.9	0	0	0	0	0	1	1	3	4	6	0	0	0
43	Runggaldier	Alexia	ITA	4	69	34.5	9.8	0	0	0	0	0	1	1	1	3	1	0	0	0
44	Crawford	Rosanna	CAN	17	32	31.7	13.1	0	0	0	0	0	0	5	10	13	4	0	0	0
45	Vittozzi	Lisa	ITA	15	39	34.7	10.1	0	0	0	0	0	0	4	8	10	5	0	0	0
46	Aymonier	Celia	FRA	14	48	36.8	9.8	0	0	0	0	0	0	4	5	7	7	0	0	0
47	Daubnerova	Jana	SVK	19	43	36.7	7.6	0	0	0	0	0	0	3	7	12	7	0	0	0
48	Akimova	Tatiana	RUS	14	45	36.0	10.4	0	0	0	0	0	0	3	6	10	4	0	0	0
49	Solemdal	Synnoeve	NOR	16	44	36.2	9.4	0	0	0	0	0	0	3	5	12	4	0	0	0
50	Ransom	Julia	CAN	18	52	41.5	5.3	0	0	0	0	0	0	3	3	7	11	0	0	0
51	Kummer	Luise	GER	6	60	30.7	13.2	0	0	0	0	0	0	3	3	4	2	0	0	0
52	Hoegberg	Elisabeth	SWE	8	61	42.0	9.8	0	0	0	0	0	0	3	3	4	4	0	0	0
53	Chevalier-Bouchet	Anais	FRA	14	40	30.0	11.4	0	0	0	0	0	0	2	8	11	3	0	0	0
54	Vishnevskaya-Sheporenko	Galina	KAZ	16	41	39.3	9.4	0	0	0	0	0	0	2	8	10	6	0	0	0
55	Shumilova	Ekaterina	RUS	15	42	33.3	10.5	0	0	0	0	0	0	2	7	13	2	0	0	0
56	Yurkevich	Darya	BLR	16	51	42.6	6.5	0	0	0	0	0	0	2	6	7	9	0	0	0
57	Kinnunen	Nastassia	BLR	14	50	41.5	7.8	0	0	0	0	0	0	2	5	7	6	0	1	0
58	Eder	Mari	FIN	13	62	43.9	5.1	0	0	0	0	0	0	2	3	5	6	0	2	0
59	Dreissigacker	Hannah	USA	11	53	47.9	8.0	0	0	0	0	0	0	1	5	7	4	0	0	0
60	Persson	Linn	SWE	16	59	44.4	4.8	0	0	0	0	0	0	1	3	9	7	0	0	0
61	Leshchanka	Iryna	BLR	16	54	45.1	5.3	0	0	0	0	0	0	1	3	6	10	0	0	0
62	Zagoruiko	Anastasia	RUS	6	64	33.2	10.7	0	0	0	0	0	0	1	3	5	1	0	0	0
63	Klimina	Darya	KAZ	12	65	44.4	4.2	0	0	0	0	0	0	1	2	4	8	0	0	0
64	Tang	Jialin	CHN	11	68	52.5	4.1	0	0	0	0	0	0	1	2	4	7	0	0	0
65	Egan	Clare	USA	13	67	58.0	4.0	0	0	0	0	0	0	1	2	3	10	0	0	0
66	Tofalvi	Eva	ROU	13	76	51.0	1.5	0	0	0	0	0	0	1	1	2	9	0	0	2
67	Kolomiyets	Alina	KAZ	7	80	53.0	3.0	0	0	0	0	0	0	1	1	1	6	0	0	0
68	Gregorin	Teja	SLO	17	46	35.8	8.4	0	0	0	0	0	0	0	7	11	6	0	0	0
69	Otchenash	Natalya	UKR	13	57	41.5	6.3	0	0	0	0	0	0	0	5	7	6	0	0	0
70	Andersson	Ingela	SWE	12	58	35.7	6.8	0	0	0	0	0	0	0	4	9	3	0	0	0
71	Zhang	Yan	CHN	12	66	44.3	4.4	0	0	0	0	0	0	0	2	4	8	0	0	0
72	Zdouc	Dunja	AUT	11	73	57.3	2.5	0	0	0	0	0	0	0	2	3	8	0	0	0
73	Nowakowska	Weronika	POL	14	70	50.1	2.3	0	0	0	0	0	0	0	2	2	12	0	0	0
74	Gasparin	Aita	SUI	18	71	48.3	1.8	0	0	0	0	0	0	0	1	4	14	0	0	0
75	Haecki	Lena	SUI	15	72	48.7	2.1	0	0	0	0	0	0	0	1	3	12	0	0	0
76	Varcin	Coline	FRA	6	75	50.0	4.0	0	0	0	0	0	0	0	1	3	3	0	0	0
77	Bielkina	Nadiia	UKR	5	81	37.2	4.2	0	0	0	0	0	0	0	1	3	2	0	0	0
78	Stoyanova	Desislava	BUL	13	74	59.2	1.7	0	0	0	0	0	0	0	1	2	11	0	0	0
79	Landova	Jitka	CZE	9	77	52.2	2.4	0	0	0	0	0	0	0	1	2	7	0	0	0
80	Horchler	Nadine	GER	2	78	30.0	11.0	0	0	0	0	0	0	0	1	2	0	0	0	0
81	Cadurisch	Irene	SUI	9	82	56.6	2.0	0	0	0	0	0	0	0	1	2	7	0	0	0
82	Tandrevold	Ingrid Landmark	NOR	2	85	33.0	8.0	0	0	0	0	0	0	0	1	2	0	0	0	0
83	Pisareva	Nadzeya	BLR	7	88	44.0	1.4	0	0	0	0	0	0	0	1	2	5	0	0	0
84	Cook	Annelies	USA	12	83	64.8	1.3	0	0	0	0	0	0	0	1	1	11	0	0	0
85	Tandy	Megan	CAN	9	84	54.6	1.8	0	0	0	0	0	0	0	1	1	7	0	1	0
86	Kocher	Zina	CAN	11	87	62.8	1.3	0	0	0	0	0	0	0	1	1	10	0	0	0
87	Bolliet	Marine	FRA	4	79	41.0	5.5	0	0	0	0	0	0	0	0	3	1	0	0	0
88	Talihaerm	Johanna	EST	7	86	60.6	2.3	0	0	0	0	0	0	0	0	2	5	0	0	0
89	Kistanova	Anna	KAZ	15	89	50.2	0.7	0	0	0	0	0	0	0	0	2	13	0	0	0
90	Hoffmann	Susanne	AUT	12	91	56.3	0.8	0	0	0	0	0	0	0	0	2	10	0	0	0
91	Poliakova	Terezia	SVK	10	94	60.8	0.5	0	0	0	0	0	0	0	0	2	8	0	0	0
92	Rieder	Christina	AUT	5	90	58.4	1.8	0	0	0	0	0	0	0	0	1	4	0	0	0
93	Jislova	Jessica	CZE	8	92	48.1	0.9	0	0	0	0	0	0	0	0	1	7	0	0	0
94	Laari	Sanna	FIN	8	93	74.4	0.8	0	0	0	0	0	0	0	0	1	7	0	0	0
95	Sola	Hanna	BLR	6	95	60.2	0.5	0	0	0	0	0	0	0	0	1	4	0	1	0
96	Yordanova	Emiliya	BUL	12	96	63.2	0.3	0	0	0	0	0	0	0	0	1	11	0	0	0
97	Beaudry	Sarah	CAN	5	97	55.6	0.6	0	0	0	0	0	0	0	0	1	4	0	0	0
98	Mali	Andreja	SLO	11	98	62.9	0.2	0	0	0	0	0	0	0	0	1	10	0	0	0
99	Chrapanova	Martina	SVK	6	99	69.2	0.3	0	0	0	0	0	0	0	0	1	5	0	0	0
100	Erzen	Anja	SLO	14	100	68.0	0.1	0	0	0	0	0	0	0	0	1	13	0	0	0
101	Zbylut	Kinga	POL	4	101	61.5	0.4	0	0	0	0	0	0	0	0	1	3	0	0	0
102	Magnusson	Anna	SWE	7	102	56.7	0.1	0	0	0	0	0	0	0	0	1	6	0	0	0
103	Bondar	Iana	UKR	7	103	56.7	0.1	0	0	0	0	0	0	0	0	1	6	0	0	0
104	Mun	Jihee	KOR	13	104	74.6	0.1	0	0	0	0	0	0	0	0	1	12	0	0	0
105	Blashko	Darya	BLR	1		48.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
106	Nilsson	Emma	SWE	4		48.8	0.0	0	0	0	0	0	0	0	0	0	4	0	0	0
107	Moerkve	Jori	NOR	2		53.0	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
108	Fialkova	Ivona	SVK	9		61.0	0.0	0	0	0	0	0	0	0	0	0	9	0	0	0
109	Eliseeva	Anna	RUS	1		62.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
110	Nigmatullina	Uliana	RUS	1		62.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
111	Phaneuf	Madeleine	USA	1		65.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
112	Sleptsova	Svetlana	RUS	1		66.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
113	Prekopova	Natalia	SVK	2		67.0	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
114	Reid	Joanne	USA	3		67.3	0.0	0	0	0	0	0	0	0	0	0	3	0	0	0
115	Landheim	Bente	NOR	4		67.8	0.0	0	0	0	0	0	0	0	0	0	4	0	0	0
116	Tokareva	Kristina	BLR	6		68.2	0.0	0	0	0	0	0	0	0	0	0	6	0	0	0
117	Poltoranina	Olga	KAZ	1		69.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
118	Chevalier	Chloe	FRA	1		69.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
119	Latuilliere	Enora	FRA	3		69.7	0.0	0	0	0	0	0	0	0	0	0	3	0	0	0
120	Rasimoviciute	Diana	LTU	8		70.5	0.0	0	0	0	0	0	0	0	0	0	8	0	0	0
121	Lehtla	Kadri	EST	11		71.5	0.0	0	0	0	0	0	0	0	0	0	11	0	0	0
122	Alimbekava	Dzinara	BLR	1		72.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
123	Myhr	Sofia	SWE	2		72.5	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
124	Hartweger	Fabienne	AUT	6		72.6	0.0	0	0	0	0	0	0	0	0	0	5	0	1	0
125	Beilmann	Meril	EST	6		72.7	0.0	0	0	0	0	0	0	0	0	0	6	0	0	0
126	Kurzthaler	Susanna	AUT	1		74.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
127	Piscoran	Luminita	ROU	13		75.6	0.0	0	0	0	0	0	0	0	0	0	13	0	0	0
128	Schwaiger	Julia	AUT	2		76.0	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
129	Kiskola	Auli	FIN	2		76.5	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
130	Siltakorpi	Annukka	FIN	3		76.7	0.0	0	0	0	0	0	0	0	0	0	3	0	0	0
131	Paulauskaite	Natalija	LTU	11		77.9	0.0	0	0	0	0	0	0	0	0	0	11	0	0	0
132	Tomesova	Barbora	CZE	2		78.0	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
133	Mitsuhashi	Rina	JPN	9		78.9	0.0	0	0	0	0	0	0	0	0	0	9	0	0	0
134	Forika	Reka	ROU	11		78.9	0.0	0	0	0	0	0	0	0	0	0	11	0	0	0
135	Lescinskaite	Gabriele	LTU	7		79.4	0.0	0	0	0	0	0	0	0	0	0	7	0	0	0
136	Tanaka	Yurie	JPN	12		79.7	0.0	0	0	0	0	0	0	0	0	0	12	0	0	0
137	Wang	Xuelan	CHN	2		80.0	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
138	Vaillancourt	Audrey	CAN	1		80.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
139	Nikulina	Anna	RUS	2		80.0	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
140	Lightfoot	Amanda	GBR	8		80.3	0.0	0	0	0	0	0	0	0	0	0	8	0	0	0
141	Majdisova	Alzbeta	SVK	2		81.0	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
142	Viigipuu	Kristel	EST	3		81.7	0.0	0	0	0	0	0	0	0	0	0	3	0	0	0
143	Meinen	Susanna	SUI	6		81.8	0.0	0	0	0	0	0	0	0	0	0	6	0	0	0
144	Panfilova	Mariia	BLR	2		82.5	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
145	Zuk	Kamila	POL	2		82.5	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
146	Ko	Eunjung	KOR	7		83.7	0.0	0	0	0	0	0	0	0	0	0	7	0	0	0
147	Kocergina	Natalja	LTU	11		84.1	0.0	0	0	0	0	0	0	0	0	0	11	0	0	0
148	Toivanen	Laura	FIN	4		85.0	0.0	0	0	0	0	0	0	0	0	0	4	0	0	0
149	Innerhofer	Katharina	AUT	3		85.3	0.0	0	0	0	0	0	0	0	0	0	3	0	0	0
150	Lunder	Emma	CAN	3		86.0	0.0	0	0	0	0	0	0	0	0	0	3	0	0	0
151	Yungblut	Erin	CAN	1		87.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
152	Cirstea	Florina Ioana	ROU	3		87.3	0.0	0	0	0	0	0	0	0	0	0	3	0	0	0
153	Hwang	Hyesuk	KOR	2		87.5	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
154	Szocs	Emoke	HUN	4		88.3	0.0	0	0	0	0	0	0	0	0	0	4	0	0	0
155	Padial Hernandez	Victoria	ESP	4		88.5	0.0	0	0	0	0	0	0	0	0	0	4	0	0	0
156	Poje	Urska	SLO	5		88.6	0.0	0	0	0	0	0	0	0	0	0	5	0	0	0
157	Popova	Stefani	BUL	10		88.7	0.0	0	0	0	0	0	0	0	0	0	10	0	0	0
158	Skottheim	Johanna	SWE	1		89.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
159	Juskane	Zanna	LAT	2		90.0	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
160	Gontier	Nicole	ITA	3		92.0	0.0	0	0	0	0	0	0	0	0	0	3	0	0	0
161	Gaim	Grete	EST	4		93.7	0.0	0	0	0	0	0	0	0	0	0	3	0	1	0
162	Karisik-Kosarac	Tanja	BIH	3		94.0	0.0	0	0	0	0	0	0	0	0	0	3	0	0	0
163	Kim	Seonsu	KOR	5		96.8	0.0	0	0	0	0	0	0	0	0	0	4	0	1	0
164	Salman	Diana	ROU	1		100.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
