No	Family Name	Given Name	Nation	Races	"World CupRank"	"Rank(avg)"	"Points(avg)"	Wins	2nd	3rd	Podiums	Top5s	Top10s	Top20s	Top30s	Top40s	>40	LAP	DNF	DSQ
1	Dahlmeier	Laura	GER	24	1	3.9	50.5	10	6	1	17	20	23	23	23	24	0	0	0	0
2	Koukalova	Gabriela	CZE	26	2	6.9	43.2	5	6	3	14	16	20	23	26	26	0	0	0	0
3	Makarainen	Kaisa	FIN	26	3	9.8	37.8	2	4	3	9	14	18	22	24	25	1	0	0	0
4	Dorin Habert	Marie	FRA	25	4	9.7	34.3	2	1	2	5	10	16	22	23	24	0	0	1	0
5	Eckhoff	Tiril	NOR	20	11	15.8	28.4	2	1	0	3	4	6	15	17	20	0	0	0	0
6	Eder	Mari	FIN	19	26	27.1	18.1	2	0	0	2	3	4	7	11	15	4	0	0	0
7	Chevalier-Bouchet	Anais	FRA	25	7	19.8	26.8	1	2	2	5	6	10	17	18	23	2	0	0	0
8	Akimova	Tatiana	RUS	24	16	22.5	20.1	1	0	1	2	2	3	13	17	22	2	0	0	0
9	Horchler	Nadine	GER	11	44	31.9	14.8	1	0	0	1	1	1	4	5	7	4	0	0	0
10	Braisaz-Bouchet	Justine	FRA	25	6	14.8	27.2	0	2	1	3	5	9	19	23	24	1	0	0	0
11	Wierer	Dorothea	ITA	26	5	14.6	28.3	0	1	2	3	4	11	20	25	26	0	0	0	0
12	Bescond	Anais	FRA	23	14	20.5	21.9	0	1	2	3	4	8	11	18	20	2	0	0	1
13	Dunklee	Susan	USA	25	10	21.9	23.9	0	1	1	2	7	10	13	19	21	4	0	0	0
14	Domracheva	Darya	BLR	15	24	16.7	24.8	0	1	1	2	3	4	10	13	15	0	0	0	0
15	Puskarcikova	Eva	CZE	24	13	22.4	21.1	0	0	2	2	2	5	13	18	21	3	0	0	0
16	Runggaldier	Alexia	ITA	24	28	29.6	14.0	0	0	2	2	2	5	7	11	17	7	0	0	0
17	Roeiseland	Marte Olsbu	NOR	25	12	21.2	22.1	0	0	1	1	2	9	14	21	22	3	0	0	0
18	Vittozzi	Lisa	ITA	21	27	29.8	15.6	0	0	1	1	2	4	8	11	15	6	0	0	0
19	Yurkevich	Darya	BLR	11	64	46.2	4.5	0	0	1	1	1	1	1	1	2	8	1	0	0
20	Hammerschmidt	Maren	GER	22	21	23.5	19.5	0	0	0	0	3	4	13	17	20	2	0	0	0
21	Hildebrand	Franziska	GER	26	9	17.1	24.5	0	0	0	0	2	9	17	23	26	0	0	0	0
22	Hauser	Lisa Theresa	AUT	25	15	23.9	19.8	0	0	0	0	2	8	11	18	20	4	0	1	0
23	Vitkova	Veronika	CZE	21	25	25.3	18.7	0	0	0	0	2	4	11	14	16	4	0	1	0
24	Gregorin	Teja	SLO	22	29	29.7	14.4	0	0	0	0	2	3	6	11	19	3	0	0	0
25	Dzhima	Yuliia	UKR	26	8	16.8	24.7	0	0	0	0	1	8	18	23	25	1	0	0	0
26	Hinz	Vanessa	GER	21	19	23.3	20.0	0	0	0	0	1	8	11	14	17	4	0	0	0
27	Vishnevskaya-Sheporenko	Galina	KAZ	24	20	25.3	18.0	0	0	0	0	1	4	10	17	20	4	0	0	0
28	Preuss	Franziska	GER	8	35	13.6	28.9	0	0	0	0	1	4	6	8	8	0	0	0	0
29	Fialkova	Paulina	SVK	18	31	31.7	16.2	0	0	0	0	1	3	8	11	13	5	0	0	0
30	Oeberg	Hanna	SWE	14	46	43.1	8.7	0	0	0	0	1	3	3	4	6	8	0	0	0
31	Sanfilippo	Federica	ITA	24	30	29.7	12.6	0	0	0	0	1	2	8	15	17	7	0	0	0
