No	Family Name	Given Name	Nation	Races	"World CupRank"	"Rank(avg)"	"Points(avg)"	Wins	2nd	3rd	Podiums	Top5s	Top10s	Top20s	Top30s	Top40s	>40	LAP	DNF	DSQ
1	Forsberg	Magdalena	SWE	18	1	5.9	21.4	4	0	3	7	10	15	18	18	18	0	0	0	0
2	Disl	Uschi	GER	18	2	7.0	20.3	3	4	1	8	12	12	17	18	18	0	0	0	0
3	Behle	Petra	GER	19	6	16.1	13.2	3	0	0	3	5	9	13	15	18	1	0	0	0
4	Romasko	Olga	RUS	16	4	11.3	15.7	2	0	3	5	6	8	15	16	16	0	0	0	0
5	Sprung	Anna	RUS	15	24	25.7	8.9	2	0	1	3	3	4	7	10	12	3	0	0	0
6	Greiner-Petter-M.	Simone	GER	19	3	13.1	15.8	1	4	0	5	9	11	15	16	18	1	0	0	0
7	Paramyguina	Svetlana	BLR	17	8	16.2	15.0	1	2	2	5	7	9	13	13	15	2	0	0	0
8	Sikveland	Annette	NOR	20	7	15.3	12.6	1	1	1	3	5	9	14	18	20	0	0	0	0
9	Koblar	Andreja	SLO	14	15	15.4	13.1	1	1	0	2	2	5	12	13	13	1	0	0	0
10	Melnik	Olga	RUS	15	12	16.3	10.5	1	0	1	2	4	6	9	12	15	0	0	0	0
11	Vodopyanova	Tetyana	UKR	11	30	31.3	5.4	1	0	0	1	1	2	5	5	7	4	0	0	0
12	Zubrilova	Olena	UKR	14	9	13.7	13.7	0	3	0	3	4	7	13	13	13	1	0	0	0
13	Koukleva	Galina	RUS	15	16	20.1	9.5	0	2	1	3	3	5	7	13	13	2	0	0	0
14	Yu	Shumei	CHN	14	13	18.6	12.3	0	1	0	1	2	6	10	11	12	2	0	0	0
15	Mikkelsplass	Hildegunn	NOR	14	23	23.4	7.8	0	1	0	1	2	4	6	11	11	3	0	0	0
16	Skjelbreid	Ann Elen	NOR	17	27	33.5	4.4	0	1	0	1	1	1	6	8	11	6	0	0	0
17	Niogret	Corinne	FRA	20	5	17.5	13.1	0	0	2	2	4	11	15	17	18	2	0	0	0
18	Dafovska	Ekaterina	BUL	14	17	18.9	11.5	0	0	2	2	4	6	9	11	13	1	0	0	0
19	Schwaab	Kathi	GER	17	14	20.3	10.6	0	0	1	1	3	5	11	13	15	2	0	0	0
20	Andreassen	Gunn Margit	NOR	18	10	17.2	12.2	0	0	1	1	2	9	13	15	16	2	0	0	0
21	Stera-Kustusz	Anna	POL	15	38	35.5	3.2	0	0	1	1	1	1	3	5	9	6	0	0	0
22	Hakova	Eva	CZE	15	18	19.5	10.3	0	0	0	0	3	5	10	13	13	2	0	0	0
23	Poiree	Liv Grete	NOR	18	22	24.4	6.0	0	0	0	0	2	5	6	11	17	1	0	0	0
24	Mihokova	Sona	SVK	16	19	20.2	8.5	0	0	0	0	2	4	9	13	14	2	0	0	0
25	Claret	Emmanuelle	FRA	19	21	25.2	6.9	0	0	0	0	1	4	8	13	16	3	0	0	0
26	Mallat	Annukka	FIN	16	28	27.9	5.8	0	0	0	0	1	3	6	9	13	3	0	0	0
27	Santer	Nathalie	ITA	20	25	24.6	5.2	0	0	0	0	1	2	9	16	19	1	0	0	0
28	Talanova	Nadejda	RUS	17	11	16.8	11.6	0	0	0	0	0	8	12	15	15	2	0	0	0
29	Briand	Anne	FRA	18	20	22.6	7.4	0	0	0	0	0	2	11	15	16	2	0	0	0
30	Lemesh	Nina	UKR	13	37	40.1	3.9	0	0	0	0	0	2	3	4	6	7	0	0	0
31	Halinarova	Martina	SVK	13	48	37.4	2.7	0	0	0	0	0	2	2	4	9	4	0	0	0
32	Apel	Katrin	GER	19	26	24.3	5.4	0	0	0	0	0	1	8	13	17	2	0	0	0
33	Zellner	Martina	GER	17	29	30.2	5.1	0	0	0	0	0	1	7	10	12	5	0	0	0
34	Burlet	Delphyne	FRA	10	31	21.3	7.3	0	0	0	0	0	1	6	8	9	1	0	0	0
35	Brouneus	Kristina	SWE	18	33	35.7	3.5	0	0	0	0	0	1	4	9	11	7	0	0	0
36	Gros	Christelle	FRA	11	32	26.2	5.7	0	0	0	0	0	1	4	7	9	2	0	0	0
37	Suszka	Agata	POL	15	35	38.4	3.7	0	0	0	0	0	1	4	5	7	8	0	0	0
38	Idland	Ase	NOR	8	36	26.1	6.6	0	0	0	0	0	1	4	5	7	1	0	0	0
39	Brankovic-Likozar	Tadeja	SLO	17	41	36.2	2.5	0	0	0	0	0	1	3	8	10	7	0	0	0
40	Paniutina	Svetlana	RUS	9	42	31.2	4.6	0	0	0	0	0	1	3	6	7	2	0	0	0
41	Tserbe Nessina	Valentina	UKR	17	34	32.5	3.3	0	0	0	0	0	1	2	10	10	7	0	0	0
42	Wuestenfeld	Katja	GER	12	50	30.8	2.7	0	0	0	0	0	1	2	8	9	3	0	0	0
43	Petrova	Olena	UKR	9	45	24.2	3.9	0	0	0	0	0	1	2	7	8	1	0	0	0
44	Suga	Hiromi	JPN	19	49	38.7	1.8	0	0	0	0	0	1	2	6	11	8	0	0	0
45	Ryzhenkova	Natalia	BLR	16	52	41.3	1.6	0	0	0	0	0	1	2	3	9	7	0	0	0
46	Ishmouratova	Svetlana	RUS	5	46	29.2	7.2	0	0	0	0	0	1	2	3	3	2	0	0	0
47	Mileshina	Irina	RUS	2	53	13.5	12.5	0	0	0	0	0	1	2	2	2	0	0	0	0
48	Toupilenko	Olessia	RUS	9	55	31.5	2.7	0	0	0	0	0	1	1	4	7	1	0	0	1
49	Takahashi	Ryoko	JPN	11	57	52.3	1.5	0	0	0	0	0	1	1	2	2	9	0	0	0
50	Wooley	Stacey	USA	19	39	32.0	2.5	0	0	0	0	0	0	4	9	16	3	0	0	0
51	Claudel	Veronique	FRA	15	40	30.7	3.4	0	0	0	0	0	0	4	6	13	2	0	0	0
52	Holubcova	Katerina	CZE	17	43	31.4	2.4	0	0	0	0	0	0	3	9	14	3	0	0	0
53	Sheshkil	Inna	KAZ	14	44	37.9	2.9	0	0	0	0	0	0	3	7	7	7	0	0	0
54	Merkushina	Irina	UKR	10	56	32.4	2.3	0	0	0	0	0	0	3	5	8	2	0	0	0
55	Baverel	Florence	FRA	7	47	36.4	5.1	0	0	0	0	0	0	3	3	4	3	0	0	0
56	Kindt	Steffi	GER	10	54	30.0	2.5	0	0	0	0	0	0	2	7	7	3	0	0	0
57	Permiakova	Natalia	BLR	18	51	36.8	1.6	0	0	0	0	0	0	2	6	11	7	0	0	0
58	Holanti	Katja	FIN	13	64	38.4	0.8	0	0	0	0	0	0	1	3	6	7	0	0	0
