No	Family Name	Given Name	Nation	Races	"World CupRank"	"Rank(avg)"	"Points(avg)"	Wins	2nd	3rd	Podiums	Top5s	Top10s	Top20s	Top30s	Top40s	>40	LAP	DNF	DSQ
1	Bjoerndalen	Ole Einar	NOR	20	1	2.1	46.1	12	2	1	15	18	20	20	20	20	0	0	0	0
2	Fischer	Sven	GER	26	2	6.7	35.7	5	3	2	10	18	19	24	26	26	0	0	0	0
3	Poiree	Raphael	FRA	25	3	7.2	32.2	3	4	3	10	14	21	22	24	25	0	0	0	0
4	Rozhkov	Sergei	RUS	25	5	13.0	26.2	1	4	4	9	10	14	18	23	24	1	0	0	0
5	Kruglov	Nikolay	RUS	25	8	15.5	23.2	1	2	1	4	9	12	17	20	23	2	0	0	0
6	Greis	Michael	GER	27	9	15.0	22.0	1	1	0	2	5	14	19	23	26	1	0	0	0
7	Eckhoff	Stian	NOR	25	10	16.0	23.2	1	0	1	2	5	12	19	22	23	2	0	0	0
8	Gjelland	Egil	NOR	27	13	18.4	18.8	1	0	1	2	5	9	18	23	25	2	0	0	0
9	Syman	Alexandr	BLR	18	35	34.2	7.3	1	0	1	2	2	2	4	9	11	7	0	0	0
10	Dostal	Roman	CZE	21	36	36.2	6.1	1	0	0	1	1	1	4	10	14	7	0	0	0
11	Tchepikov	Sergei	RUS	25	4	12.2	25.8	0	3	0	3	10	16	19	22	24	1	0	0	0
12	Andresen	Frode	NOR	24	15	24.8	14.6	0	3	0	3	3	8	11	16	19	5	0	0	0
13	Berger	Lars	NOR	17	17	21.2	17.5	0	1	0	1	3	6	11	12	14	3	0	0	0
14	Zhang	Chengye	CHN	22	24	34.2	9.4	0	1	0	1	2	3	7	12	16	6	0	0	0
15	Ferry	Bjoern	SWE	23	21	26.3	9.7	0	1	0	1	1	4	10	12	20	3	0	0	0
16	Deryzemlya	Andriy	UKR	15	31	31.5	10.5	0	1	0	1	1	4	5	6	10	4	0	1	0
17	Ryzhenkov	Oleg	BLR	23	25	30.1	8.0	0	1	0	1	1	2	6	15	18	5	0	0	0
18	Hanevold	Halvard	NOR	25	11	13.7	22.0	0	0	3	3	5	10	19	24	25	0	0	0	0
19	Sikora	Tomasz	POL	20	12	11.4	23.1	0	0	2	2	5	11	16	20	20	0	0	0	0
20	Gross	Ricco	GER	26	6	12.3	25.2	0	0	2	2	3	12	25	25	25	1	0	0	0
21	Birnbacher	Andreas	GER	19	30	32.6	8.4	0	0	2	2	2	3	6	9	13	6	0	0	0
22	Tcherezov	Ivan	RUS	22	18	26.5	12.9	0	0	1	1	3	5	10	13	17	5	0	0	0
23	Bricis	Ilmars	LAT	24	16	25.7	13.3	0	0	1	1	1	4	14	17	18	5	0	1	0
24	Wolf	Alexander	GER	21	23	29.9	10.0	0	0	1	1	1	3	8	13	15	6	0	0	0
25	Vuillermoz	Rene Laurent	ITA	22	41	40.4	4.5	0	0	1	1	1	1	3	6	9	13	0	0	0
26	Defrasne	Vincent	FRA	26	7	12.5	23.1	0	0	0	0	4	15	23	24	26	0	0	0	0
27	Bergman	Carl Johan	SWE	23	14	22.8	16.7	0	0	0	0	2	10	14	16	18	5	0	0	0
28	Graf	Daniel	GER	20	22	24.9	10.9	0	0	0	0	0	3	10	15	18	2	0	0	0
29	Bilanenko	Olexander	UKR	20	20	27.6	10.3	0	0	0	0	0	3	10	13	15	5	0	0	0
30	Os	Alexander	NOR	19	34	29.5	7.8	0	0	0	0	0	3	6	10	16	3	0	0	0
31	Gredler	Ludwig	AUT	20	27	31.5	8.3	0	0	0	0	0	2	7	13	13	7	0	0	0
32	Slesingr	Michal	CZE	18	37	38.5	7.1	0	0	0	0	0	2	5	8	11	7	0	0	0
33	Puurunen	Paavo	FIN	16	38	32.2	7.6	0	0	0	0	0	2	4	8	10	4	0	1	1
34	Rottmann	Wolfgang	AUT	27	19	24.0	9.2	0	0	0	0	0	1	12	22	25	2	0	0	0
35	Cannard	Ferreol	FRA	23	26	32.1	8.0	0	0	0	0	0	1	9	12	16	7	0	0	0
36	Simmen	Matthias	SUI	26	32	32.0	6.3	0	0	0	0	0	1	8	15	18	8	0	0	0
37	Mesotitsch	Daniel	AUT	18	28	24.8	9.1	0	0	0	0	0	1	7	14	17	1	0	0	0
38	Hakkinen	Jay	USA	23	33	32.4	6.3	0	0	0	0	0	1	6	16	17	5	0	1	0
39	Derkach	Vyacheslav	UKR	21	40	34.4	4.7	0	0	0	0	0	1	5	9	14	6	0	1	0
40	Perner	Wolfgang	AUT	21	39	39.0	5.6	0	0	0	0	0	1	5	9	11	10	0	0	0
41	Pallhuber	Wilfried	ITA	11	43	31.8	7.9	0	0	0	0	0	1	3	7	8	3	0	0	0
42	Shulman	Filipp	RUS	14	44	36.9	5.7	0	0	0	0	0	1	3	5	7	7	0	0	0
43	Nilsson	Mattias	SWE	21	42	34.4	4.3	0	0	0	0	0	1	2	11	13	8	0	0	0
44	Prants	Janno	EST	15	53	46.5	2.7	0	0	0	0	0	1	2	3	6	9	0	0	0
45	Pinter	Friedrich	AUT	14	55	52.4	2.9	0	0	0	0	0	1	2	3	5	9	0	0	0
46	Hietalahti	Vesa	FIN	9	50	34.9	5.8	0	0	0	0	0	1	1	6	6	3	0	0	0
47	Mykland	Anstein	NOR	3	67	29.0	8.7	0	0	0	0	0	1	1	1	2	1	0	0	0
48	Robert	Julien	FRA	25	29	28.4	6.9	0	0	0	0	0	0	8	18	20	4	0	1	0
49	Holubec	Tomas	CZE	18	45	40.5	4.1	0	0	0	0	0	0	5	7	10	8	0	0	0
50	Roesch	Michael	GER	15	49	38.2	4.2	0	0	0	0	0	0	4	7	8	7	0	0	0
51	Sumann	Christoph	AUT	17	47	39.5	3.8	0	0	0	0	0	0	4	6	9	8	0	0	0
52	Konovalov	Sergei	RUS	14	48	37.2	4.5	0	0	0	0	0	0	4	6	8	6	0	0	0
