No	Family Name	Given Name	Nation	Races	"World CupRank"	"Rank(avg)"	"Points(avg)"	Wins	2nd	3rd	Podiums	Top5s	Top10s	Top20s	Top30s	Top40s	>40	LAP	DNF	DSQ
1	Neuner	Magdalena	GER	25	1	3.9	47.5	10	2	6	18	20	23	24	25	25	0	0	0	0
2	Domracheva	Darya	BLR	26	2	4.5	47.3	6	5	6	17	22	24	25	26	26	0	0	0	0
3	Berger	Tora	NOR	26	3	6.7	41.8	4	4	1	9	16	22	24	26	26	0	0	0	0
4	Zaitseva	Olga	RUS	23	6	9.0	37.3	3	2	2	7	12	16	20	21	21	1	0	0	1
5	Makarainen	Kaisa	FIN	26	4	7.7	39.9	2	5	3	10	15	20	24	26	26	0	0	0	0
6	Henkel	Andrea	GER	25	8	10.6	31.4	1	0	1	2	5	14	24	24	25	0	0	0	0
7	Ekholm	Helena	SWE	26	5	9.5	35.6	0	3	3	6	12	16	23	26	26	0	0	0	0
8	Brunet	Marie Laure	FRA	26	7	11.3	31.5	0	2	1	3	8	15	21	24	25	0	0	1	0
9	Semerenko	Vita	UKR	22	12	14.5	27.3	0	1	2	3	4	9	17	20	22	0	0	0	0
10	Kuzmina	Anastasiya	SVK	26	10	13.7	28.6	0	1	0	1	3	14	22	25	26	0	0	0	0
11	Uusitalo	Anna Maria	SWE	21	30	33.2	11.2	0	1	0	1	1	2	7	9	13	8	0	0	0
12	Vilukhina	Olga	RUS	23	11	13.0	29.4	0	0	1	1	3	13	19	22	23	0	0	0	0
13	Dorin Habert	Marie	FRA	26	9	13.8	29.4	0	0	0	0	2	16	22	25	25	1	0	0	0
14	Sleptsova	Svetlana	RUS	23	15	21.3	22.4	0	0	0	0	2	6	13	19	21	2	0	0	0
15	Solemdal	Synnoeve	NOR	26	13	17.4	24.1	0	0	0	0	1	6	19	24	26	0	0	0	0
16	Bachmann	Tina	GER	25	14	19.6	21.3	0	0	0	0	1	6	14	21	24	1	0	0	0
17	Bogaliy-Titovets	Anna	RUS	21	17	20.7	20.7	0	0	0	0	1	3	10	16	20	1	0	0	0
18	Semerenko	Valentina	UKR	21	21	26.0	16.5	0	0	0	0	1	3	10	14	14	6	0	1	0
19	Dunklee	Susan	USA	21	33	33.9	10.6	0	0	0	0	1	3	5	8	14	7	0	0	0
20	Bilosiuk	Olena	UKR	15	31	25.9	15.4	0	0	0	0	1	1	5	10	11	3	1	0	0
21	Kinnunen	Nastassia	BLR	23	32	33.0	10.5	0	0	0	0	0	4	4	8	16	7	0	0	0
22	Guzik	Krystyna	POL	26	16	23.2	19.3	0	0	0	0	0	3	14	21	23	3	0	0	0
23	Kocher	Zina	CAN	23	18	24.2	18.0	0	0	0	0	0	3	8	19	21	2	0	0	0
