No	Family Name	Given Name	Nation	Races	"World CupRank"	"Rank(avg)"	"Points(avg)"	Wins	2nd	3rd	Podiums	Top5s	Top10s	Top20s	Top30s	Top40s	>40	LAP	DNF	DSQ
1	Fourcade	Martin	FRA	25	1	9.8	42.3	8	2	2	12	16	19	21	24	24	1	0	0	0
2	Fak	Jakov	SLO	25	3	9.6	36.6	4	0	3	7	10	16	22	25	25	0	0	0	0
3	Schempp	Simon	GER	22	4	13.1	34.4	3	5	0	8	8	13	18	21	21	1	0	0	0
4	Boe	Johannes Thingnes	NOR	24	5	15.1	30.4	3	0	0	3	5	15	17	20	23	1	0	0	0
5	Shipulin	Anton	RUS	25	2	9.7	39.1	2	6	2	10	12	18	23	23	23	2	0	0	0
6	Svendsen	Emil Hegle	NOR	22	9	15.3	26.7	2	1	2	5	6	8	15	19	20	1	0	1	0
7	Smith	Nathan	CAN	23	16	23.7	21.9	1	1	0	2	4	7	12	16	18	5	0	0	0
8	Peiffer	Arnd	GER	22	13	20.3	24.5	1	0	1	2	2	9	13	18	19	3	0	0	0
9	Lesser	Erik	GER	25	10	17.2	24.7	1	0	0	1	3	6	15	24	25	0	0	0	0
10	Garanichev	Evgeniy	RUS	25	7	18.1	25.6	0	2	1	3	5	8	15	20	24	1	0	0	0
11	Moravec	Ondrej	CZE	25	6	18.0	26.2	0	2	1	3	4	11	18	20	22	3	0	0	0
12	Semenov	Sergii	UKR	18	26	24.5	20.8	0	1	1	2	4	5	8	12	16	2	0	0	0
13	Eder	Simon	AUT	25	15	23.0	20.9	0	1	1	2	3	6	13	17	21	4	0	0	0
14	Doll	Benedikt	GER	16	21	15.8	27.1	0	1	1	2	2	6	10	16	16	0	0	0	0
15	Bjoerndalen	Ole Einar	NOR	18	14	14.2	27.6	0	1	0	1	5	11	14	15	18	0	0	0	0
16	Landertinger	Dominik	AUT	17	22	19.1	24.3	0	1	0	1	4	7	10	13	15	2	0	0	0
17	Fillon Maillet	Quentin	FRA	23	23	26.3	17.0	0	1	0	1	1	4	10	15	18	5	0	0	0
18	Boe	Tarjei	NOR	19	19	19.8	25.9	0	0	4	4	4	8	12	15	15	4	0	0	0
19	Slesingr	Michal	CZE	23	8	15.6	25.2	0	0	2	2	7	11	17	20	21	2	0	0	0
20	Beatrix	Jean Guillaume	FRA	24	20	22.8	19.6	0	0	1	1	2	6	13	16	20	3	0	1	0
21	Birnbacher	Andreas	GER	18	24	21.6	22.7	0	0	1	1	2	6	12	13	16	2	0	0	0
22	Lapshin	Timofei	RUS	22	29	28.5	14.6	0	0	1	1	1	3	9	12	15	7	0	0	0
