No	Family Name	Given Name	Nation	Races	"World CupRank"	"Rank(avg)"	"Points(avg)"	Wins	2nd	3rd	Podiums	Top5s	Top10s	Top20s	Top30s	Top40s	>40	LAP	DNF	DSQ
1	Forsberg	Magdalena	SWE	18	1	4.7	23.4	6	3	3	12	12	15	18	18	18	0	0	0	0
2	Disl	Uschi	GER	18	2	8.6	19.0	3	1	3	7	9	13	16	17	18	0	0	0	0
3	Koukleva	Galina	RUS	11	5	7.4	18.8	3	0	1	4	6	9	10	10	11	0	0	0	0
4	Niogret	Corinne	FRA	17	4	12.9	14.1	1	1	2	4	5	8	13	16	17	0	0	0	0
5	Behle	Petra	GER	18	7	23.3	10.7	1	1	0	2	6	7	10	13	14	4	0	0	0
6	Koblar	Andreja	SLO	14	6	9.6	14.7	1	1	0	2	5	7	11	13	13	0	0	1	0
7	Dafovska	Ekaterina	BUL	17	16	32.8	7.6	1	0	0	1	2	4	7	10	11	6	0	0	0
8	Romasko	Olga	RUS	16	25	25.3	5.5	1	0	0	1	2	2	6	10	14	2	0	0	0
9	Lemesh	Nina	UKR	14	36	34.4	3.9	1	0	0	1	1	1	2	8	9	5	0	0	0
10	Zellner	Martina	GER	18	3	14.9	14.1	0	2	3	5	6	11	12	14	17	1	0	0	0
11	Ishmouratova	Svetlana	RUS	10	13	17.0	13.6	0	2	1	3	4	5	9	9	9	1	0	0	0
12	Poiree	Liv Grete	NOR	16	11	21.6	9.9	0	1	1	2	2	5	10	13	14	2	0	0	0
13	Petrova	Olena	UKR	10	15	17.2	11.4	0	1	1	2	2	4	8	8	8	2	0	0	0
14	Skjelbreid	Ann Elen	NOR	16	9	18.4	11.4	0	1	0	1	3	8	10	11	14	2	0	0	0
15	Baverel	Florence	FRA	18	10	23.2	10.0	0	1	0	1	3	6	11	11	14	4	0	0	0
16	Zubrilova	Olena	UKR	15	20	27.1	7.7	0	1	0	1	2	3	7	11	11	4	0	0	0
17	Claret	Emmanuelle	FRA	14	23	28.1	6.9	0	1	0	1	2	2	7	8	10	4	0	0	0
18	Melnik	Olga	RUS	10	24	23.5	8.1	0	1	0	1	1	4	6	8	9	1	0	0	0
19	Gros	Christelle	FRA	17	22	29.4	6.1	0	0	1	1	2	3	6	8	13	4	0	0	0
20	Apel	Katrin	GER	17	12	22.2	9.0	0	0	1	1	1	4	10	12	14	3	0	0	0
21	Sikveland	Annette	NOR	13	18	19.0	8.4	0	0	1	1	1	4	7	11	13	0	0	0	0
22	Sprung	Anna	RUS	17	14	24.3	8.2	0	0	0	0	3	6	8	11	13	4	0	0	0
23	Akhatova	Albina	RUS	15	8	15.7	12.3	0	0	0	0	2	5	12	13	14	1	0	0	0
24	Yu	Shumei	CHN	12	21	18.1	9.5	0	0	0	0	2	5	7	9	12	0	0	0	0
25	Hakova	Eva	CZE	18	27	31.3	4.8	0	0	0	0	2	3	5	11	13	5	0	0	0
26	Filipova	Pavlina	BUL	16	31	33.1	4.7	0	0	0	0	1	2	4	6	9	7	0	0	0
27	Halinarova	Martina	SVK	11	37	30.6	4.4	0	0	0	0	1	2	3	6	7	4	0	0	0
28	Tserbe Nessina	Valentina	UKR	10	34	34.8	6.7	0	0	0	0	1	1	4	5	5	5	0	0	0
29	Mihokova	Sona	SVK	14	46	40.8	1.8	0	0	0	0	1	1	1	6	7	5	0	2	0
30	Paramyguina	Svetlana	BLR	16	17	24.3	8.7	0	0	0	0	0	4	10	11	13	3	0	0	0
31	Santer	Nathalie	ITA	18	19	21.6	6.4	0	0	0	0	0	4	8	16	17	1	0	0	0
32	Briand	Anne	FRA	14	26	31.9	6.4	0	0	0	0	0	2	7	8	9	5	0	0	0
33	Wuestenfeld	Katja	GER	13	30	26.2	6.3	0	0	0	0	0	2	6	9	11	2	0	0	0
