No	Family Name	Given Name	Nation	Races	"World CupRank"	"Rank(avg)"	"Points(avg)"	Wins	2nd	3rd	Podiums	Top5s	Top10s	Top20s	Top30s	Top40s	>40	LAP	DNF	DSQ
1	Zubrilova	Olena	UKR	23	2	7.4	21.1	8	5	1	14	14	16	21	22	23	0	0	0	0
2	Forsberg	Magdalena	SWE	21	1	3.3	23.2	4	5	5	14	19	20	21	21	21	0	0	0	0
3	Disl	Uschi	GER	21	3	7.0	20.5	4	1	1	6	10	18	20	20	21	0	0	0	0
4	Poiree	Liv Grete	NOR	20	5	11.3	14.9	3	0	1	4	5	11	17	20	20	0	0	0	0
5	Niogret	Corinne	FRA	23	4	12.3	16.3	2	5	2	9	11	15	17	20	22	1	0	0	0
6	Greiner-Petter-M.	Simone	GER	15	13	13.5	14.3	1	1	1	3	4	7	12	14	14	1	0	0	0
7	Zellner	Martina	GER	23	6	14.3	13.2	1	0	1	2	2	11	19	21	22	1	0	0	0
8	Skjelbreid	Ann Elen	NOR	21	10	15.4	11.7	0	2	0	2	5	9	15	18	21	0	0	0	0
9	Petrova	Olena	UKR	21	7	14.9	13.1	0	1	4	5	7	13	14	16	18	2	0	1	0
10	Halinarova	Martina	SVK	19	15	23.0	9.5	0	1	2	3	5	7	10	13	15	4	0	0	0
11	Apel	Katrin	GER	21	8	13.4	13.7	0	1	1	2	7	10	16	19	21	0	0	0	0
12	Akhatova	Albina	RUS	19	9	12.8	14.5	0	1	1	2	5	7	17	18	18	1	0	0	0
13	Kristiansen	Gro Marit Istad	NOR	22	12	18.4	9.9	0	0	1	1	4	6	14	18	21	1	0	0	0
14	Koukleva	Galina	RUS	19	20	21.3	7.8	0	0	1	1	3	4	11	13	18	1	0	0	0
15	Talanova	Nadejda	RUS	13	26	18.8	9.0	0	0	1	1	1	1	9	11	13	0	0	0	0
16	Dafovska	Ekaterina	BUL	23	11	18.3	10.3	0	0	0	0	2	7	14	18	22	1	0	0	0
17	Hakova	Eva	CZE	18	18	23.6	8.6	0	0	0	0	1	7	11	12	14	4	0	0	0
18	Henkel	Andrea	GER	21	14	18.6	9.0	0	0	0	0	1	5	13	19	20	1	0	0	0
19	Ishmouratova	Svetlana	RUS	20	19	25.6	7.5	0	0	0	0	1	5	9	15	15	5	0	0	0
20	Koblar	Andreja	SLO	18	16	15.4	9.3	0	0	0	0	1	4	12	15	16	0	0	2	0
21	Burlet	Delphyne	FRA	23	23	25.9	5.7	0	0	0	0	1	4	8	14	19	3	0	1	0
22	Kettunen	Outi	FIN	18	22	23.8	6.7	0	0	0	0	1	3	9	14	14	3	0	1	0
23	Holanti	Katja	FIN	19	24	28.1	6.8	0	0	0	0	1	3	9	10	13	5	0	1	0
24	Wuestenfeld	Katja	GER	16	31	23.6	5.3	0	0	0	0	1	3	4	12	15	1	0	0	0
25	Sprung	Anna	RUS	17	29	22.9	5.8	0	0	0	0	1	2	8	13	16	1	0	0	0
26	Wagenfuehr	Peggy	GER	11	34	23.5	6.7	0	0	0	0	1	2	6	9	9	2	0	0	0
27	Yu	Shumei	CHN	10	37	29.0	5.2	0	0	0	0	1	2	3	3	6	3	0	1	0
28	Andreassen	Gunn Margit	NOR	17	25	20.9	6.7	0	0	0	0	0	4	8	14	16	1	0	0	0
29	Romasko	Olga	RUS	13	28	31.3	7.7	0	0	0	0	0	4	7	8	9	4	0	0	0
30	Paramyguina	Svetlana	BLR	22	21	24.5	5.8	0	0	0	0	0	3	10	15	19	3	0	0	0
31	Stera-Kustusz	Anna	POL	18	27	26.3	5.7	0	0	0	0	0	3	7	11	15	3	0	0	0
32	Lemesh	Nina	UKR	21	17	20.7	7.2	0	0	0	0	0	2	12	18	19	2	0	0	0
33	Claret	Emmanuelle	FRA	19	43	38.6	2.3	0	0	0	0	0	2	3	8	8	11	0	0	0
