No	Family Name	Given Name	Nation	Races	"World CupRank"	"Rank(avg)"	"Points(avg)"	Wins	2nd	3rd	Podiums	Top5s	Top10s	Top20s	Top30s	Top40s	>40	LAP	DNF	DSQ
1	Domracheva	Darya	BLR	24	3	8.2	33.1	7	2	2	11	17	18	21	22	24	0	0	0	0
2	Makarainen	Kaisa	FIN	26	1	9.8	33.8	4	4	1	9	12	18	23	25	25	1	0	0	0
3	Koukalova	Gabriela	CZE	22	4	10.1	27.9	3	1	1	5	10	13	17	21	21	0	0	0	1
4	Kuzmina	Anastasiya	SVK	23	6	13.1	26.4	3	1	0	4	6	11	17	22	23	0	0	0	0
5	Gasparin	Selina	SUI	26	11	18.8	19.3	2	1	0	3	4	7	17	21	24	2	0	0	0
6	Berger	Tora	NOR	26	2	9.2	33.1	1	6	2	9	15	19	23	24	25	1	0	0	0
7	Solemdal	Synnoeve	NOR	10	29	16.3	25.8	1	1	1	3	3	5	6	8	10	0	0	0	0
8	Henkel	Andrea	GER	25	10	19.1	21.9	1	1	0	2	3	6	15	20	24	1	0	0	0
9	Semerenko	Valentina	UKR	24	8	14.8	23.1	1	0	1	2	3	8	19	23	23	1	0	0	0
10	Bescond	Anais	FRA	21	21	18.8	15.1	1	0	0	1	3	7	13	17	19	2	0	0	0
11	Flatland	Ann Kristin Aafedt	NOR	17	20	18.3	20.1	1	0	0	1	2	6	10	14	15	2	0	0	0
12	Innerhofer	Katharina	AUT	20	36	39.6	10.7	1	0	0	1	1	2	3	8	12	8	0	0	0
13	Zaitseva	Olga	RUS	21	12	18.8	21.7	0	2	2	4	5	9	11	11	14	3	0	0	4
14	Skardino	Nadezhda	BLR	19	17	17.2	19.0	0	1	2	3	3	8	14	17	17	2	0	0	0
15	Vilukhina	Olga	RUS	23	5	11.7	26.7	0	1	1	2	6	14	20	22	23	0	0	0	0
16	Vitkova	Veronika	CZE	25	9	16.2	21.3	0	1	1	2	4	9	18	22	23	2	0	0	0
17	Gregorin	Teja	SLO	23	13	17.4	19.0	0	1	1	2	4	5	13	21	22	1	0	0	0
18	Starykh	Irina	RUS	13	34	8.8	17.4	0	1	1	2	4	4	5	6	6	0	0	0	7
19	Dzhima	Yuliia	UKR	21	18	21.8	17.3	0	1	0	1	2	7	10	14	18	2	0	1	0
20	Virolainen	Daria	RUS	8	50	28.0	14.9	0	1	0	1	1	2	2	3	8	0	0	0	0
21	Eckhoff	Tiril	NOR	25	7	16.3	22.8	0	0	2	2	6	9	18	22	23	2	0	0	0
22	Wierer	Dorothea	ITA	24	16	21.0	16.2	0	0	1	1	2	6	11	18	22	1	0	1	0
23	Dunklee	Susan	USA	23	23	26.4	14.7	0	0	1	1	2	5	11	14	19	4	0	0	0
24	Bilosiuk	Olena	UKR	13	28	12.1	20.4	0	0	1	1	1	8	10	13	13	0	0	0	0
25	Semerenko	Vita	UKR	18	31	19.9	13.5	0	0	1	1	1	4	10	13	16	1	0	1	0
26	Guzik	Krystyna	POL	24	22	25.1	13.7	0	0	1	1	1	4	8	15	21	3	0	0	0
27	Dorin Habert	Marie	FRA	11	35	17.7	15.4	0	0	1	1	1	3	8	9	11	0	0	0	0
28	Brunet	Marie Laure	FRA	12	33	23.7	17.9	0	0	1	1	1	3	8	9	9	3	0	0	0
29	Eder	Mari	FIN	17	42	36.0	8.5	0	0	1	1	1	2	3	6	11	5	0	1	0
