No	Family Name	Given Name	Nation	Races	"World CupRank"	"Rank(avg)"	"Points(avg)"	Wins	2nd	3rd	Podiums	Top5s	Top10s	Top20s	Top30s	Top40s	>40	LAP	DNF	DSQ
1	Poiree	Liv Grete	NOR	26	1	6.2	37.6	7	5	3	15	19	21	24	26	26	0	0	0	0
2	Medvedtseva	Olga	RUS	26	2	8.7	33.6	6	1	3	10	15	20	23	25	25	1	0	0	0
3	Bailly	Sandrine	FRA	25	3	9.0	31.8	4	1	3	8	14	17	23	24	25	0	0	0	0
4	Disl	Uschi	GER	23	4	8.5	31.9	3	1	3	7	10	16	22	22	23	0	0	0	0
5	Bogaliy-Titovets	Anna	RUS	25	5	11.5	26.5	2	3	3	8	10	15	20	24	25	0	0	0	0
6	Beck	Martina	GER	26	6	11.7	25.9	1	2	3	6	9	13	22	26	26	0	0	0	0
7	Sorokina	Natalia	RUS	16	24	24.5	15.6	1	1	0	2	2	5	9	10	12	4	0	0	0
8	Zubrilova	Olena	BLR	25	9	13.9	21.7	1	0	0	1	3	12	19	22	23	1	0	1	0
9	Grubben	Linda	NOR	19	26	21.9	11.8	1	0	0	1	1	3	9	14	18	1	0	0	0
10	Ishmouratova	Svetlana	RUS	20	11	14.4	23.9	0	3	2	5	7	11	15	16	18	1	0	1	0
11	Wilhelm	Kati	GER	23	8	12.2	24.4	0	3	1	4	5	12	19	23	23	0	0	0	0
12	Apel	Katrin	GER	25	7	11.1	26.3	0	1	1	2	6	15	22	24	25	0	0	0	0
13	Akhatova	Albina	RUS	24	15	17.1	17.5	0	1	0	1	2	6	16	22	24	0	0	0	0
14	Kristiansen	Gro Marit Istad	NOR	22	27	25.9	10.2	0	1	0	1	2	4	8	14	18	4	0	0	0
15	Holubcova	Katerina	CZE	22	22	24.9	11.5	0	1	0	1	2	3	10	16	18	4	0	0	0
16	Dafovska	Ekaterina	BUL	21	14	14.1	20.8	0	1	0	1	1	8	16	21	21	0	0	0	0
17	Wuestenfeld	Katja	GER	18	28	25.3	12.4	0	1	0	1	1	3	8	12	14	4	0	0	0
18	Zaitseva	Olga	RUS	21	10	13.6	21.3	0	0	2	2	5	11	18	20	20	1	0	0	0
19	Vinogradova	Ekaterina	BLR	26	17	19.0	13.8	0	0	1	1	1	5	14	23	23	1	0	2	0
20	Murinova	Anna	SVK	14	32	20.5	11.3	0	0	1	1	1	1	5	13	13	0	0	1	0
