No	Family Name	Given Name	Nation	Races	"World CupRank"	"Rank(avg)"	"Points(avg)"	Wins	2nd	3rd	Podiums	Top5s	Top10s	Top20s	Top30s	Top40s	>40	LAP	DNF	DSQ
49	Gwizdon	Magdalena	POL	17	49	41.7	1.3	0	0	0	0	0	0	2	7	8	8	1	0	0
50	Romasko	Olga	RUS	6	48	30.3	4.0	0	0	0	0	0	0	2	3	4	2	0	0	0
51	Suga	Hiromi	JPN	17	53	44.0	0.8	0	0	0	0	0	0	2	2	6	10	1	0	0
52	Gros	Christelle	FRA	17	51	33.6	1.1	0	0	0	0	0	0	1	7	13	4	0	0	0
53	Shindo	Mami	JPN	19	52	41.1	0.9	0	0	0	0	0	0	1	7	9	10	0	0	0
54	Greiner-Petter-M.	Simone	GER	9	54	29.4	1.4	0	0	0	0	0	0	1	6	8	1	0	0	0
55	Becaert	Sylvie	FRA	15	66	43.9	0.5	0	0	0	0	0	0	1	5	6	9	0	0	0
56	Pesinova	Jitka	CZE	15	55	42.7	0.9	0	0	0	0	0	0	1	3	8	7	0	0	0
57	Vaygina-Efremova	Lilia	RUS	7	55	43.3	1.9	0	0	0	0	0	0	1	3	4	3	0	0	0
58	Sun	Ribo	CHN	12	61	47.5	0.8	0	0	0	0	0	0	1	2	3	8	1	0	0
59	Jyrkiäinen	Niina	FIN	14	63	45.5	0.6	0	0	0	0	0	0	1	2	3	10	0	1	0
60	Grubben	Linda	NOR	4	59	32.0	2.4	0	0	0	0	0	0	1	2	3	1	0	0	0
61	Pallhuber	Siegrid	ITA	14	67	47.6	0.5	0	0	0	0	0	0	1	1	6	8	0	0	0
62	Steer	Rachel	USA	15	65	50.3	0.6	0	0	0	0	0	0	1	1	5	8	2	0	0
63	Rud	Tetiana	UKR	8	60	47.3	1.4	0	0	0	0	0	0	1	1	3	5	0	0	0
64	Sokolova	Natalia	RUS	3	68	40.7	2.3	0	0	0	0	0	0	1	1	2	1	0	0	0
65	Mallat	Annukka	FIN	16	58	34.8	0.8	0	0	0	0	0	0	0	9	12	4	0	0	0
66	Grzywa	Magdalena	POL	17	56	39.7	0.7	0	0	0	0	0	0	0	6	8	7	1	1	0
67	Karagiozova	Iva	BUL	10	62	34.3	1.0	0	0	0	0	0	0	0	5	7	3	0	0	0
68	Popova	Radka	BUL	13	64	40.2	0.7	0	0	0	0	0	0	0	4	7	6	0	0	0
69	Brankovic-Likozar	Tadeja	SLO	17		47.6	0.0	0	0	0	0	0	0	0	2	6	11	0	0	0
70	Liu	Xianying	CHN	13	71	46.2	0.2	0	0	0	0	0	0	0	2	5	7	1	0	0
71	Klein	Janet	GER	4	70	34.0	1.0	0	0	0	0	0	0	0	2	2	2	0	0	0
72	Cesnekova	Irena	CZE	13		44.9	0.0	0	0	0	0	0	0	0	1	7	6	0	0	0
73	Permiakova	Natalia	BLR	16		53.7	0.0	0	0	0	0	0	0	0	1	4	11	1	0	0
74	Pavkovcekova	Marcela	SVK	15		47.2	0.0	0	0	0	0	0	0	0	1	4	9	2	0	0
75	Yakovleva	Oksana	UKR	8	69	45.7	0.6	0	0	0	0	0	0	0	1	3	4	0	1	0
76	Weisleitner	Brigitte	AUT	6	72	56.5	0.1	0	0	0	0	0	0	0	1	2	4	0	0	0
77	Takeda	Mie	JPN	9		54.0	0.0	0	0	0	0	0	0	0	1	1	7	1	0	0
78	Arlouskaya	Ludmila	BLR	14		49.8	0.0	0	0	0	0	0	0	0	0	5	7	0	2	0
79	Doulova	Margarita	KAZ	4		35.3	0.0	0	0	0	0	0	0	0	0	4	0	0	0	0
80	Albert	Martine	CAN	13		54.4	0.0	0	0	0	0	0	0	0	0	3	10	0	0	0
81	Salmela	Kara	USA	14		59.5	0.0	0	0	0	0	0	0	0	0	2	11	1	0	0
82	Doskocilova	Radka	CZE	8		58.3	0.0	0	0	0	0	0	0	0	0	1	7	0	0	0
83	Sheshkil	Inna	BLR	6		50.7	0.0	0	0	0	0	0	0	0	0	1	5	0	0	0
84	Stera-Kustusz	Anna	POL	5		49.4	0.0	0	0	0	0	0	0	0	0	1	4	0	0	0
85	Nahrgang	Andrea	USA	8		59.3	0.0	0	0	0	0	0	0	0	0	1	6	1	0	0
86	Eckschlager	Iris	AUT	6		54.7	0.0	0	0	0	0	0	0	0	0	1	5	0	0	0
87	Gurieva	Ludmila	KAZ	2		57.0	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
88	Tsukidate	Ikuyo	JPN	3		64.0	0.0	0	0	0	0	0	0	0	0	0	2	1	0	0
89	Sharp	Barbara	CAN	4		74.8	0.0	0	0	0	0	0	0	0	0	0	4	0	0	0
90	Ouren	Borghild	NOR	2		76.0	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
91	Kutlikova	Tatiana	SVK	10		54.9	0.0	0	0	0	0	0	0	0	0	0	10	0	0	0
92	Volkovets	Elena	BLR	5		54.8	0.0	0	0	0	0	0	0	0	0	0	4	1	0	0
93	Cheng	Xiaoni	CHN	4		73.8	0.0	0	0	0	0	0	0	0	0	0	4	0	0	0
94	Keddie	Nikki	CAN	1		75.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
95	Mozhevitina	Tatiana	KAZ	2		83.0	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
96	Szoelloesi	Ivett	HUN	3		72.0	0.0	0	0	0	0	0	0	0	0	0	3	0	0	0
97	Hryhoryeva	Kataryna	BLR	1		67.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
98	Fowler	Emma	GBR	1		73.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
99	Plotogea	Dana	ROM	8		73.1	0.0	0	0	0	0	0	0	0	0	0	8	0	0	0
100	Stoian	Alexandra	ROM	7		84.6	0.0	0	0	0	0	0	0	0	0	0	7	0	0	0
101	Ryzhenkova	Natalia	BLR	5		55.0	0.0	0	0	0	0	0	0	0	0	0	4	1	0	0
102	Willemsen	Gaby	NED	5		73.6	0.0	0	0	0	0	0	0	0	0	0	5	0	0	0
103	Poromaa	Linnea	SWE	3		65.5	0.0	0	0	0	0	0	0	0	0	0	2	0	1	0
104	Bekecs	Zsuzsanna	HUN	8		76.5	0.0	0	0	0	0	0	0	0	0	0	8	0	0	0
105	Choi	Mi-Jung	KOR	3		91.3	0.0	0	0	0	0	0	0	0	0	0	3	0	0	0
106	Burgermeister	Anja	SUI	1		81.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
107	Oeberg	Ulrika	SWE	3		65.0	0.0	0	0	0	0	0	0	0	0	0	2	0	1	0
108	Vallet	Dominique	ITA	1		86.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
109	Foeldi	Kornelia	HUN	2		90.5	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
110	Vavatsi	Despina	GRE	6		84.3	0.0	0	0	0	0	0	0	0	0	0	6	0	0	0
111	Hietalahti	Jaana	FIN	4		69.3	0.0	0	0	0	0	0	0	0	0	0	4	0	0	0
112	Faltusova	Lenka	CZE	4		76.3	0.0	0	0	0	0	0	0	0	0	0	4	0	0	0
113	Gottschall	Zsofia	HUN	4		80.5	0.0	0	0	0	0	0	0	0	0	0	4	0	0	0
114	Glova	Oksana	UKR	1		64.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
115	Grzywa	Iwona	POL	8		63.0	0.0	0	0	0	0	0	0	0	0	0	7	1	0	0
116	Brouneus	Kristina	SWE	14		55.8	0.0	0	0	0	0	0	0	0	0	0	13	0	1	0
117	Bailly	Sandrine	FRA	2		45.5	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
118	Gray	Victoria	GBR	1		87.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
119	Sobczyk	Aldona	POL	11		66.2	0.0	0	0	0	0	0	0	0	0	0	9	2	0	0
120	Sabasteanski	Kristina	USA	3		59.0	0.0	0	0	0	0	0	0	0	0	0	2	1	0	0
121	Dolinar	Urska	SLO	6		67.5	0.0	0	0	0	0	0	0	0	0	0	6	0	0	0
122	Kong	Yingchao	CHN	8		61.9	0.0	0	0	0	0	0	0	0	0	0	7	1	0	0
123	Tomsova	Irena	CZE	2		57.5	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
124	Barna	Marta	HUN	4		86.8	0.0	0	0	0	0	0	0	0	0	0	4	0	0	0
125	Boudreault	Sylvie	CAN	5		79.0	0.0	0	0	0	0	0	0	0	0	0	5	0	0	0
126	Salonen	Eija	FIN	2		56.0	0.0	0	0	0	0	0	0	0	0	0	1	1	0	0
127	Fomina	Irina	RUS	2		55.0	0.0	0	0	0	0	0	0	0	0	0	1	1	0	0
128	Grande	Ann Helen	NOR	4		71.8	0.0	0	0	0	0	0	0	0	0	0	4	0	0	0
129	Westin	Camilla	SWE	3		67.7	0.0	0	0	0	0	0	0	0	0	0	3	0	0	0
130	Kolltveit	Arna	NOR	2		60.0	0.0	0	0	0	0	0	0	0	0	0	1	0	1	0
131	Huo	Li	CHN	4		86.0	0.0	0	0	0	0	0	0	0	0	0	4	0	0	0
132	Gorohova	Elena	MDA	10		77.3	0.0	0	0	0	0	0	0	0	0	0	9	0	1	0
133	Bengtsson	Linda	SWE	2		70.5	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
134	Szymura	Patrycja	POL	1		84.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
135	Kieltyka	Beata	POL	1		86.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
136	Dubok	Elena	KAZ	2		57.5	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
137	Kim	Ja-Youn	KOR	4		88.3	0.0	0	0	0	0	0	0	0	0	0	4	0	0	0
138	Zaitseva	Olga	RUS	1		62.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
139	Liu	Yuan-Yuan	CHN	4		80.8	0.0	0	0	0	0	0	0	0	0	0	4	0	0	0
140	Straub	Elsbeth	NED	5		78.0	0.0	0	0	0	0	0	0	0	0	0	4	0	1	0
