No	Family Name	Given Name	Nation	Races	"World CupRank"	"Rank(avg)"	"Points(avg)"	Wins	2nd	3rd	Podiums	Top5s	Top10s	Top20s	Top30s	Top40s	>40	LAP	DNF	DSQ
1	Poiree	Raphael	FRA	25	1	5.0	39.2	11	4	0	15	22	22	23	25	25	0	0	0	0
2	Bjoerndalen	Ole Einar	NOR	23	2	4.7	39.2	5	5	3	13	14	21	23	23	23	0	0	0	0
3	Berger	Lars	NOR	23	5	13.0	24.5	3	2	1	6	9	10	17	21	23	0	0	0	0
4	Hanevold	Halvard	NOR	24	4	12.6	27.5	2	1	2	5	10	16	21	22	23	1	0	0	0
5	Fischer	Sven	GER	24	9	15.5	21.3	2	0	0	2	3	11	17	23	23	1	0	0	0
6	Gross	Ricco	GER	26	3	9.8	30.0	1	2	4	7	12	17	23	25	26	0	0	0	0
7	Tchepikov	Sergei	RUS	22	16	22.6	15.5	1	0	2	3	7	8	10	15	17	4	0	1	0
8	Rozhkov	Sergei	RUS	25	6	15.0	22.2	1	0	2	3	5	13	18	22	22	3	0	0	0
9	Drachev	Vladimir	BLR	25	10	19.8	19.3	0	2	2	4	5	10	15	19	21	4	0	0	0
10	Sikora	Tomasz	POL	21	7	13.9	24.6	0	2	1	3	6	11	16	20	20	1	0	0	0
11	Kruglov	Nikolay	RUS	25	14	21.0	15.6	0	2	1	3	3	6	13	18	21	3	0	1	0
12	Andresen	Frode	NOR	25	8	14.3	20.8	0	1	1	2	5	10	19	25	25	0	0	0	0
13	Greis	Michael	GER	25	13	20.4	17.3	0	1	1	2	5	9	14	18	20	4	1	0	0
14	Sendel	Peter	GER	24	18	22.1	14.4	0	1	1	2	2	5	14	18	22	2	0	0	0
15	Maric	Janez	SLO	22	20	22.7	12.6	0	1	1	2	2	4	12	16	20	2	0	0	0
16	Gredler	Ludwig	AUT	22	21	20.8	13.8	0	1	0	1	2	6	12	17	19	2	0	1	0
17	Bergman	Carl Johan	SWE	23	24	31.5	9.1	0	1	0	1	1	4	6	14	19	4	0	0	0
18	Hurajt	Pavol	SVK	23	19	27.9	13.2	0	0	2	2	3	5	11	13	14	8	1	0	0
19	Eckhoff	Stian	NOR	21	11	13.9	22.4	0	0	1	1	3	12	16	20	20	1	0	0	0
20	Konovalov	Sergei	RUS	24	15	18.1	16.1	0	0	1	1	2	6	16	21	24	0	0	0	0
21	Gjelland	Egil	NOR	24	12	16.1	18.2	0	0	0	0	3	8	17	22	24	0	0	0	0
22	Robert	Julien	FRA	21	26	28.8	9.6	0	0	0	0	2	2	8	14	17	3	0	1	0
23	Defrasne	Vincent	FRA	25	17	20.0	14.7	0	0	0	0	1	5	16	19	23	2	0	0	0
24	Shulman	Filipp	RUS	19	27	28.7	9.1	0	0	0	0	1	3	8	11	15	4	0	0	0
25	Tobreluts	Indrek	EST	17	31	26.6	8.4	0	0	0	0	1	1	6	10	14	2	0	1	0
26	Rostovtsev	Pavel	RUS	12	38	28.1	8.2	0	0	0	0	1	1	4	9	9	3	0	0	0
27	Cannard	Ferreol	FRA	24	23	26.8	9.1	0	0	0	0	0	4	8	15	18	5	0	1	0
28	Ryzhenkov	Oleg	BLR	25	22	24.1	11.2	0	0	0	0	0	3	12	20	22	3	0	0	0
29	Birnbacher	Andreas	GER	13	29	21.8	13.2	0	0	0	0	0	3	7	12	12	1	0	0	0
30	Bilanenko	Olexander	UKR	12	36	27.5	10.4	0	0	0	0	0	3	4	9	10	2	0	0	0
31	Aidarov	Alexei	BLR	20	35	29.8	6.9	0	0	0	0	0	2	7	10	14	6	0	0	0
32	Wolf	Alexander	GER	22	28	33.0	7.9	0	0	0	0	0	2	7	10	14	8	0	0	0
33	Valiullin	Rustam	BLR	24	34	32.2	6.0	0	0	0	0	0	2	6	10	18	6	0	0	0
34	Rottmann	Wolfgang	AUT	18	30	30.8	8.1	0	0	0	0	0	2	6	9	11	5	1	1	0
35	Puurunen	Paavo	FIN	11	32	23.6	13.5	0	0	0	0	0	2	5	8	10	1	0	0	0
36	Hietalahti	Vesa	FIN	14	37	31.6	7.9	0	0	0	0	0	2	3	9	10	4	0	0	0
37	Luck	Frank	GER	14	39	29.2	8.1	0	0	0	0	0	2	3	6	11	3	0	0	0
38	Dolenc	Marko	SLO	23	25	29.8	9.1	0	0	0	0	0	1	10	14	18	5	0	0	0
39	Mesotitsch	Daniel	AUT	17	33	26.5	8.2	0	0	0	0	0	1	6	13	14	3	0	0	0
40	Ferry	Bjoern	SWE	16	45	32.3	5.1	0	0	0	0	0	1	5	6	12	3	0	1	0
41	Pallhuber	Wilfried	ITA	22	43	33.4	4.7	0	0	0	0	0	1	4	11	13	8	0	1	0
42	Sumann	Christoph	AUT	18	40	36.2	6.0	0	0	0	0	0	1	4	7	11	6	0	1	0
43	Perner	Wolfgang	AUT	15	44	34.4	5.9	0	0	0	0	0	1	2	7	10	5	0	0	0
44	Roesch	Michael	GER	6	51	28.2	7.3	0	0	0	0	0	1	1	3	5	1	0	0	0
45	Dostal	Roman	CZE	21	42	32.2	5.0	0	0	0	0	0	0	5	8	15	6	0	0	0
46	Bashkirov	Sergey	RUS	16	41	35.2	6.6	0	0	0	0	0	0	5	6	9	7	0	0	0
47	Deryzemlya	Andriy	UKR	14	47	37.7	4.7	0	0	0	0	0	0	3	7	8	5	0	1	0
48	Holubec	Tomas	CZE	21	46	41.7	3.4	0	0	0	0	0	0	3	6	9	11	0	1	0
49	Antila	Timo	FIN	13	50	40.3	4.0	0	0	0	0	0	0	3	5	8	5	0	0	0
50	Pinter	Friedrich	AUT	14	48	36.0	4.1	0	0	0	0	0	0	3	5	7	5	0	2	0
