No	Family Name	Given Name	Nation	Races	"World CupRank"	"Rank(avg)"	"Points(avg)"	Wins	2nd	3rd	Podiums	Top5s	Top10s	Top20s	Top30s	Top40s	>40	LAP	DNF	DSQ
1	Berger	Tora	NOR	26	1	4.5	49.0	11	4	4	19	20	22	25	26	26	0	0	0	0
2	Koukalova	Gabriela	CZE	24	6	12.1	33.3	4	1	1	6	6	9	22	23	24	0	0	0	0
3	Domracheva	Darya	BLR	24	2	9.8	38.5	3	5	2	10	14	17	19	22	23	1	0	0	0
4	Goessner	Miriam	GER	24	9	15.7	29.8	3	2	1	6	7	13	16	20	22	2	0	0	0
5	Kuzmina	Anastasiya	SVK	26	7	14.3	29.9	1	2	2	5	7	10	21	23	25	1	0	0	0
6	Bilosiuk	Olena	UKR	26	8	12.7	29.4	1	2	1	4	9	10	19	23	24	0	0	2	0
7	Zaitseva	Olga	RUS	23	11	14.0	31.2	1	1	1	3	9	12	17	21	21	2	0	0	0
8	Gwizdon	Magdalena	POL	26	15	18.2	24.3	1	0	0	1	2	5	17	24	24	2	0	0	0
9	Solemdal	Synnoeve	NOR	20	24	24.4	18.3	1	0	0	1	2	3	9	16	17	3	0	0	0
10	Makarainen	Kaisa	FIN	26	5	11.3	32.8	0	2	4	6	6	17	22	25	26	0	0	0	0
11	Henkel	Andrea	GER	26	3	11.3	33.2	0	2	2	4	7	16	23	24	25	1	0	0	0
12	Dorin Habert	Marie	FRA	26	4	10.8	33.1	0	2	1	3	9	16	24	25	26	0	0	0	0
13	Vilukhina	Olga	RUS	23	12	13.6	30.7	0	1	1	2	8	13	17	21	22	1	0	0	0
14	Guzik	Krystyna	POL	25	14	16.4	24.9	0	1	0	1	3	7	16	23	25	0	0	0	0
15	Vitkova	Veronika	CZE	25	16	23.8	19.7	0	1	0	1	2	7	15	18	20	5	0	0	0
16	Semerenko	Valentina	UKR	22	20	21.3	18.3	0	0	2	2	2	4	9	16	20	1	0	1	0
17	Semerenko	Vita	UKR	24	10	12.0	30.8	0	0	1	1	6	13	20	23	24	0	0	0	0
18	Glazyrina	Ekaterina	RUS	20	22	22.6	19.1	0	0	1	1	2	6	8	16	17	3	0	0	0
19	Skardino	Nadezhda	BLR	26	18	22.4	18.4	0	0	1	1	1	3	12	20	25	0	0	1	0
20	Hojnisz-Starega	Monika	POL	14	37	36.9	11.9	0	0	1	1	1	1	4	6	9	5	0	0	0
21	Gregorin	Teja	SLO	26	13	16.9	25.2	0	0	0	0	2	11	17	22	25	1	0	0	0
22	Horchler	Nadine	GER	22	25	28.0	16.1	0	0	0	0	2	4	6	13	19	3	0	0	0
23	Bescond	Anais	FRA	24	17	23.5	20.0	0	0	0	0	1	5	15	20	21	3	0	0	0
24	Gasparin	Selina	SUI	25	19	24.9	17.6	0	0	0	0	1	4	11	16	21	4	0	0	0
25	Yurlova-Percht	Ekaterina	RUS	18	32	28.7	14.8	0	0	0	0	1	2	7	10	13	5	0	0	0
26	Dahlmeier	Laura	GER	7	35	10.9	27.5	0	0	0	0	0	5	6	7	7	0	0	0	0
27	Daubnerova	Jana	SVK	24	23	27.8	15.6	0	0	0	0	0	4	9	16	19	5	0	0	0
28	Eckhoff	Tiril	NOR	20	29	30.3	14.9	0	0	0	0	0	3	9	12	12	8	0	0	0
29	Brunet	Marie Laure	FRA	15	28	19.8	19.2	0	0	0	0	0	3	8	12	13	1	0	1	0
30	Flatland	Ann Kristin Aafedt	NOR	10	36	23.7	16.5	0	0	0	0	0	3	4	7	8	2	0	0	0
31	Oberhofer	Karin	ITA	25	21	24.6	17.3	0	0	0	0	0	2	10	21	23	2	0	0	0
32	Nowakowska	Weronika	POL	23	26	26.9	13.8	0	0	0	0	0	1	7	15	18	4	0	1	0
33	Dzhima	Yuliia	UKR	16	30	23.1	16.1	0	0	0	0	0	1	7	13	16	0	0	0	0
34	Shumilova	Ekaterina	RUS	16	31	25.1	17.4	0	0	0	0	0	1	7	12	14	2	0	0	0
35	Boilley	Sophie	FRA	23	34	37.7	10.2	0	0	0	0	0	1	6	10	13	10	0	0	0
36	Birkeland	Fanny Horn	NOR	18	33	29.2	12.4	0	0	0	0	0	1	5	10	15	3	0	0	0
37	Dunklee	Susan	USA	18	40	41.3	6.9	0	0	0	0	0	1	3	5	8	10	0	0	0
38	Sachenbacher-Stehle	Evi	GER	9	46	36.1	12.1	0	0	0	0	0	1	2	5	6	3	0	0	0
39	Kocher	Zina	CAN	17	48	46.1	5.8	0	0	0	0	0	1	2	4	6	11	0	0	0
40	Otchenash	Natalya	UKR	13	49	42.4	7.3	0	0	0	0	0	1	1	5	6	7	0	0	0
41	Eder	Mari	FIN	21	57	47.4	3.3	0	0	0	0	0	1	1	3	4	16	0	1	0
42	Hildebrand	Franziska	GER	21	27	26.3	14.5	0	0	0	0	0	0	8	15	16	4	0	1	0
43	Wierer	Dorothea	ITA	17	38	38.6	9.5	0	0	0	0	0	0	3	9	11	6	0	0	0
44	Ponza	Michela	ITA	17	39	32.8	9.4	0	0	0	0	0	0	3	7	11	6	0	0	0
45	Cook	Annelies	USA	18	45	41.4	6.6	0	0	0	0	0	0	3	4	11	7	0	0	0
46	Korovina	Marina	RUS	9	52	44.3	10.1	0	0	0	0	0	0	3	4	4	5	0	0	0
47	Crawford	Rosanna	CAN	15	44	48.2	7.9	0	0	0	0	0	0	2	6	6	8	0	1	0
48	Panfilova	Mariia	UKR	5	47	21.2	16.5	0	0	0	0	0	0	2	5	5	0	0	0	0
49	Bolliet	Marine	FRA	17	50	42.6	5.6	0	0	0	0	0	0	2	4	7	9	0	1	0
50	Zhang	Yan	CHN	15	51	44.1	6.1	0	0	0	0	0	0	2	4	5	10	0	0	0
51	Gasparin	Elisa	SUI	17	56	48.3	4.4	0	0	0	0	0	0	2	2	6	11	0	0	0
52	Iourieva	Ekaterina	RUS	7	59	39.7	9.7	0	0	0	0	0	0	2	2	4	3	0	0	0
53	Schwabl	Iris	AUT	16	42	38.2	7.8	0	0	0	0	0	0	1	7	10	6	0	0	0
54	Mali	Andreja	SLO	19	41	42.7	6.3	0	0	0	0	0	0	1	5	11	8	0	0	0
55	Tofalvi	Eva	ROU	17	43	39.6	6.7	0	0	0	0	0	0	1	5	10	7	0	0	0
56	Kinnunen	Nastassia	BLR	18	55	47.5	4.4	0	0	0	0	0	0	1	3	8	9	0	1	0
57	Klimina	Darya	KAZ	16	58	53.9	4.3	0	0	0	0	0	0	1	3	6	10	0	0	0
58	Cyl	Agnieszka	POL	6	65	36.8	5.9	0	0	0	0	0	0	1	3	4	2	0	0	0
59	Kalinchik	Liudmila	BLR	18	53	44.1	4.6	0	0	0	0	0	0	1	2	10	8	0	0	0
60	Yordanova	Emiliya	BUL	14	64	64.0	3.4	0	0	0	0	0	0	1	2	3	11	0	0	0
61	Pisareva	Nadzeya	BLR	10	63	43.4	4.4	0	0	0	0	0	0	1	2	3	5	0	2	0
62	Stroemstedt	Anna-Karin	SWE	12	67	48.6	3.1	0	0	0	0	0	0	1	1	4	8	0	0	0
63	Gontier	Nicole	ITA	20	54	46.0	4.3	0	0	0	0	0	0	0	5	8	12	0	0	0
64	Rasimoviciute	Diana	LTU	16	60	44.5	3.5	0	0	0	0	0	0	0	3	7	9	0	0	0
65	Fenne	Hilde	NOR	10	62	49.9	5.0	0	0	0	0	0	0	0	3	4	6	0	0	0
66	Studebaker	Sara	USA	16	66	49.8	2.8	0	0	0	0	0	0	0	2	6	10	0	0	0
67	Mattsson	Elin	SWE	17	61	47.8	2.8	0	0	0	0	0	0	0	2	4	13	0	0	0
68	Bobak	Paulina	POL	9	70	43.0	4.1	0	0	0	0	0	0	0	2	3	6	0	0	0
69	Podchufarova	Olga	RUS	3	74	38.0	8.7	0	0	0	0	0	0	0	2	2	1	0	0	0
70	Runggaldier	Alexia	ITA	17	69	49.5	2.3	0	0	0	0	0	0	0	1	8	9	0	0	0
71	Tachizaki	Fuyuko	JPN	16	73	53.9	1.8	0	0	0	0	0	0	0	1	5	11	0	0	0
72	Bachmann	Tina	GER	9	72	43.1	3.7	0	0	0	0	0	0	0	1	5	4	0	0	0
73	Schrempf	Romana	AUT	17	71	52.2	2.2	0	0	0	0	0	0	0	1	5	12	0	0	0
74	Hoegberg	Elisabeth	SWE	13	68	49.6	3.2	0	0	0	0	0	0	0	1	4	9	0	0	0
75	Tang	Jialin	CHN	10	76	55.2	2.4	0	0	0	0	0	0	0	1	3	7	0	0	0
76	Tomesova	Barbora	CZE	7	79	61.0	1.7	0	0	0	0	0	0	0	1	2	4	0	1	0
77	Lehtla	Kadri	EST	9	77	54.8	2.1	0	0	0	0	0	0	0	1	2	7	0	0	0
78	Starykh	Irina	RUS	2	75	29.0	12.0	0	0	0	0	0	0	0	1	2	0	0	0	0
79	Tandy	Megan	CAN	14	83	49.0	0.8	0	0	0	0	0	0	0	1	1	12	0	1	0
80	Roeiseland	Marte Olsbu	NOR	1	81	28.0	13.0	0	0	0	0	0	0	0	1	1	0	0	0	0
81	Sleptsova	Svetlana	RUS	4	78	59.5	4.5	0	0	0	0	0	0	0	1	1	3	0	0	0
82	Soulie	Laure	AND	16	86	51.5	0.8	0	0	0	0	0	0	0	0	3	13	0	0	0
83	Nossum	Ane Skrove	NOR	4	80	37.3	3.8	0	0	0	0	0	0	0	0	3	1	0	0	0
84	Chrapanova	Martina	SVK	12	96	65.5	0.5	0	0	0	0	0	0	0	0	2	9	0	1	0
85	Zagoruiko	Anastasia	RUS	5	89	49.0	1.6	0	0	0	0	0	0	0	0	2	3	0	0	0
86	Hammerschmidt	Maren	GER	5	85	50.0	2.4	0	0	0	0	0	0	0	0	2	3	0	0	0
87	Forika	Reka	ROU	14	84	63.4	0.9	0	0	0	0	0	0	0	0	2	12	0	0	0
88	Bondar	Iana	UKR	4	82	52.8	3.3	0	0	0	0	0	0	0	0	2	2	0	0	0
89	Padial Hernandez	Victoria	ESP	17	101	63.5	0.1	0	0	0	0	0	0	0	0	1	16	0	0	0
90	Alikina	Aleksandra	RUS	2	100	40.5	0.5	0	0	0	0	0	0	0	0	1	1	0	0	0
91	Piscoran	Luminita	ROU	14	99	69.5	0.1	0	0	0	0	0	0	0	0	1	13	0	0	0
92	Dimitrova	Niya	BUL	11	98	69.5	0.3	0	0	0	0	0	0	0	0	1	10	0	0	0
93	Landova	Jitka	CZE	10	97	57.2	0.4	0	0	0	0	0	0	0	0	1	9	0	0	0
94	Kocergina	Natalja	LTU	13	95	72.3	0.5	0	0	0	0	0	0	0	0	1	11	0	1	0
95	Larsson	Emelie	SWE	6	94	68.0	1.2	0	0	0	0	0	0	0	0	1	5	0	0	0
96	Nazarova	Valentina	RUS	2	93	45.5	3.5	0	0	0	0	0	0	0	0	1	1	0	0	0
97	Zvaricova	Veronika	CZE	8	92	63.3	0.9	0	0	0	0	0	0	0	0	1	7	0	0	0
98	Landheim	Bente	NOR	9	91	58.8	0.8	0	0	0	0	0	0	0	0	1	8	0	0	0
99	Leshchanka	Iryna	BLR	13	90	58.6	0.5	0	0	0	0	0	0	0	0	1	11	0	1	0
100	Ringen	Elise	NOR	4	88	53.0	2.3	0	0	0	0	0	0	0	0	1	3	0	0	0
101	Nakajima	Yuki	JPN	14	87	71.9	0.7	0	0	0	0	0	0	0	0	1	13	0	0	0
102	Erdiler	Nihan	TUR	2		113.0	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
103	Kim	Kyungnam	KOR	2		111.5	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
104	Banel	Karolina	LTU	1		111.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
105	Camenscic	Alexandra	MDA	2		110.5	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
106	Glanville	Lucy	AUS	2		108.0	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
107	Wang	Yue	CHN	1		107.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
108	Tsakiri	Panagiota	GRE	2		107.0	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
109	Koeva	Dafinka	BUL	1		104.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
110	Kaznacenko	Marija	LTU	2		104.0	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
111	Park	Jiae	KOR	4		101.0	0.0	0	0	0	0	0	0	0	0	0	4	0	0	0
112	Drcar	Lili	SLO	3		99.7	0.0	0	0	0	0	0	0	0	0	0	3	0	0	0
113	Kobayashi	Miki	JPN	4		99.0	0.0	0	0	0	0	0	0	0	0	0	4	0	0	0
114	Siltakorpi	Annukka	FIN	2		98.5	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
115	Walker	Adele	GBR	4		97.0	0.0	0	0	0	0	0	0	0	0	0	4	0	0	0
116	Dueringer	Ramona	AUT	1		97.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
117	Bendika	Baiba	LAT	3		95.0	0.0	0	0	0	0	0	0	0	0	0	3	0	0	0
118	Mourao	Jaqueline	BRA	8		94.6	0.0	0	0	0	0	0	0	0	0	0	8	0	0	0
119	Kim	Seonsu	KOR	6		93.8	0.0	0	0	0	0	0	0	0	0	0	6	0	0	0
120	Kim	Seora	KOR	1		93.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
121	Tofalvi	Orsolya	ROU	2		92.5	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
122	Prekopova	Natalia	SVK	2		91.5	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
123	Jones	Nerys	GBR	2		90.5	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
124	Grondahl	Outi	FIN	4		89.5	0.0	0	0	0	0	0	0	0	0	0	4	0	0	0
125	Gasparin	Aita	SUI	2		89.0	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
126	Holopainen	Maija	FIN	3		89.0	0.0	0	0	0	0	0	0	0	0	0	3	0	0	0
127	Murphy	Sarah	NZL	10		89.0	0.0	0	0	0	0	0	0	0	0	0	9	0	1	0
128	Karisik-Kosarac	Tanja	BIH	2		89.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	1
