No	Family Name	Given Name	Nation	Races	"World CupRank"	"Rank(avg)"	"Points(avg)"	Wins	2nd	3rd	Podiums	Top5s	Top10s	Top20s	Top30s	Top40s	>40	LAP	DNF	DSQ
1	Fourcade	Martin	FRA	26	1	3.7	50.0	10	5	4	19	21	24	26	26	26	0	0	0	0
2	Svendsen	Emil Hegle	NOR	20	2	7.8	41.4	3	2	4	9	14	16	17	19	20	0	0	0	0
3	Fak	Jakov	SLO	25	4	18.6	28.4	2	2	3	7	7	10	15	20	23	2	0	0	0
4	Birnbacher	Andreas	GER	23	5	15.0	27.7	2	2	1	5	7	10	14	21	23	0	0	0	0
5	Malyshko	Dmitry	RUS	21	8	16.5	30.7	2	2	0	4	7	9	15	19	19	2	0	0	0
6	Shipulin	Anton	RUS	21	9	17.3	28.1	2	1	2	5	5	9	14	18	20	1	0	0	0
7	Boe	Tarjei	NOR	16	15	12.5	32.4	2	1	0	3	3	7	13	15	16	0	0	0	0
8	Moravec	Ondrej	CZE	25	12	20.4	24.2	1	1	1	3	5	7	13	19	23	2	0	0	0
9	Sumann	Christoph	AUT	12	34	25.4	20.7	1	0	1	2	3	3	5	7	9	3	0	0	0
10	Le Guellec	Jean-Philippe	CAN	20	35	39.5	11.7	1	0	0	1	1	3	5	8	11	9	0	0	0
11	Landertinger	Dominik	AUT	25	3	15.4	27.5	0	2	0	2	7	10	17	23	23	2	0	0	0
12	Ustyugov	Evgeny	RUS	22	6	13.0	30.8	0	2	0	2	5	12	19	20	21	1	0	0	0
13	Garanichev	Evgeniy	RUS	22	14	17.8	25.4	0	2	0	2	4	8	13	19	21	1	0	0	0
14	Burke	Tim	USA	25	10	18.5	23.7	0	1	1	2	6	8	14	21	24	1	0	0	0
15	Boeuf	Alexis	FRA	21	17	21.2	20.5	0	1	0	1	3	8	11	17	18	3	0	0	0
16	Fourcade	Simon	FRA	16	27	22.3	22.7	0	1	0	1	1	7	9	12	13	2	0	1	0
17	Hofer	Lukas	ITA	24	20	25.1	20.0	0	1	0	1	1	4	11	19	19	5	0	0	0
18	Lesser	Erik	GER	26	16	23.0	20.0	0	0	2	2	3	4	13	19	23	3	0	0	0
19	Lindstroem	Fredrik	SWE	26	7	17.8	25.4	0	0	1	1	3	9	17	23	25	1	0	0	0
20	L'Abee-Lund	Henrik	NOR	20	24	23.6	17.1	0	0	1	1	2	5	11	14	17	3	0	0	0
21	Makoveev	Andrei	RUS	21	26	25.4	17.4	0	0	1	1	2	4	6	16	18	3	0	0	0
22	Loginov	Alexander	RUS	4	46	8.8	35.8	0	0	1	1	2	2	4	4	4	0	0	0	0
23	Deryzemlya	Andriy	UKR	23	23	25.4	17.9	0	0	1	1	1	4	14	16	18	5	0	0	0
24	Slesingr	Michal	CZE	24	21	22.3	19.0	0	0	1	1	1	4	13	20	21	3	0	0	0
25	Mesotitsch	Daniel	AUT	16	32	24.0	19.0	0	0	1	1	1	3	8	11	13	3	0	0	0
26	Semenov	Sergii	UKR	17	42	35.9	11.2	0	0	1	1	1	1	3	8	12	5	0	0	0
27	Ferry	Bjoern	SWE	22	19	20.9	21.9	0	0	0	0	2	6	13	17	20	2	0	0	0
28	Peiffer	Arnd	GER	25	18	24.6	19.6	0	0	0	0	2	5	12	19	21	4	0	0	0
29	Eder	Simon	AUT	26	11	18.1	23.4	0	0	0	0	1	7	19	22	25	1	0	0	0
30	Beatrix	Jean Guillaume	FRA	26	13	19.6	22.7	0	0	0	0	1	6	18	22	24	2	0	0	0
31	Bjoerndalen	Ole Einar	NOR	20	22	18.4	21.0	0	0	0	0	1	4	13	18	19	1	0	0	0
32	Graf	Florian	GER	22	25	24.5	17.0	0	0	0	0	1	4	8	16	19	2	0	0	1
33	Volkov	Alexey	RUS	15	33	25.5	18.4	0	0	0	0	1	4	8	10	11	4	0	0	0
34	Pinter	Friedrich	AUT	20	30	31.9	15.7	0	0	0	0	1	3	8	12	13	7	0	0	0
35	Rastorgujevs	Andrejs	LAT	18	36	33.2	12.1	0	0	0	0	1	3	5	9	12	6	0	0	0
36	Schempp	Simon	GER	19	29	25.9	17.9	0	0	0	0	1	2	10	15	16	3	0	0	0
37	Weger	Benjamin	SUI	20	41	38.6	9.6	0	0	0	0	1	2	4	6	12	8	0	0	0
38	Windisch	Dominik	ITA	19	39	37.4	10.6	0	0	0	0	1	1	6	7	11	8	0	0	0
39	Bailey	Lowell	USA	24	28	27.0	15.1	0	0	0	0	0	3	8	15	20	4	0	0	0
40	Bergman	Carl Johan	SWE	22	31	28.4	14.0	0	0	0	0	0	2	8	12	18	4	0	0	0
41	Birkeland	Lars Helge	NOR	10	49	33.3	9.8	0	0	0	0	0	2	3	4	6	4	0	0	0
42	Anev	Krasimir	BUL	20	38	35.4	11.1	0	0	0	0	0	1	6	9	12	8	0	0	0
43	Christiansen	Vetle Sjaastad	NOR	9	43	23.0	20.8	0	0	0	0	0	1	5	8	8	1	0	0	0
44	Eberhard	Julian	AUT	17	40	34.2	11.6	0	0	0	0	0	1	4	8	12	5	0	0	0
45	Bauer	Klemen	SLO	20	37	32.1	11.4	0	0	0	0	0	1	3	10	14	5	0	1	0
46	Sednev	Serguei	UKR	15	45	29.7	8.0	0	0	0	0	0	1	3	6	8	3	0	0	4
47	Bjoentegaard	Erlend	NOR	12	51	39.4	9.2	0	0	0	0	0	1	3	4	7	5	0	0	0
48	Slepov	Alexey	RUS	6	55	29.8	16.5	0	0	0	0	0	1	3	4	5	1	0	0	0
49	Berger	Lars	NOR	9	53	30.4	12.1	0	0	0	0	0	1	2	5	6	3	0	0	0
50	Iliev	Vladimir	BUL	21	44	37.0	7.5	0	0	0	0	0	1	1	5	13	7	0	1	0
51	Perras	Scott	CAN	18	54	44.8	6.0	0	0	0	0	0	1	1	4	8	10	0	0	0
52	Soukup	Jaroslav	CZE	13	56	37.7	6.7	0	0	0	0	0	1	1	4	8	5	0	0	0
53	Kauppinen	Jarkko	FIN	16	62	48.2	3.9	0	0	0	0	0	1	1	3	6	10	0	0	0
54	Joller	Ivan	SUI	7	60	34.9	10.4	0	0	0	0	0	1	1	3	5	2	0	0	0
55	Doll	Benedikt	GER	6	66	34.5	8.7	0	0	0	0	0	1	1	1	4	2	0	0	0
56	Hallenbarter	Simon	SUI	12	68	59.0	3.9	0	0	0	0	0	1	1	1	3	9	0	0	0
57	Tsvetkov	Maxim	RUS	3	71	22.0	13.0	0	0	0	0	0	1	1	1	2	0	0	1	0
58	Vitek	Zdenek	CZE	17	50	42.5	7.5	0	0	0	0	0	0	3	5	8	9	0	0	0
59	Savitskiy	Yan	KAZ	15	52	40.5	7.8	0	0	0	0	0	0	2	5	7	8	0	0	0
60	Boe	Johannes Thingnes	NOR	6	59	32.8	12.7	0	0	0	0	0	0	2	4	5	1	0	0	0
61	Pryma	Artem	UKR	16	58	39.7	5.1	0	0	0	0	0	0	2	3	7	8	0	1	0
62	Kazar	Matej	SVK	21	48	41.7	6.3	0	0	0	0	0	0	1	8	10	11	0	0	0
63	De Lorenzi	Christian	ITA	18	47	37.9	7.8	0	0	0	0	0	0	1	7	11	7	0	0	0
64	Desthieux	Simon	FRA	17	57	42.0	4.8	0	0	0	0	0	0	1	4	8	9	0	0	0
65	Boehm	Daniel	GER	6	61	26.2	10.6	0	0	0	0	0	0	1	4	5	0	0	1	0
66	Boeckli	Claudio	SUI	18	65	51.5	3.1	0	0	0	0	0	0	1	3	4	14	0	0	0
67	Kuehn	Johannes	GER	7	70	41.7	5.6	0	0	0	0	0	0	1	2	2	5	0	0	0
68	Matiasko	Miroslav	SVK	12	69	53.5	3.6	0	0	0	0	0	0	1	1	4	8	0	0	0
69	Martinelli	Christian	ITA	7	73	47.0	4.9	0	0	0	0	0	0	1	1	2	5	0	0	0
70	Novikov	Sergey	BLR	13	75	59.2	2.0	0	0	0	0	0	0	1	1	2	11	0	0	0
71	Tobreluts	Indrek	EST	13	76	58.5	1.9	0	0	0	0	0	0	1	1	2	11	0	0	0
72	Windisch	Markus	ITA	6	78	53.3	3.5	0	0	0	0	0	0	1	1	1	5	0	0	0
73	Dolder	Mario	SUI	16	64	54.9	3.6	0	0	0	0	0	0	0	4	4	12	0	0	0
74	Kaukenas	Tomas	LTU	14	63	50.9	4.4	0	0	0	0	0	0	0	3	6	8	0	0	0
75	Bilanenko	Olexander	UKR	13	67	55.6	3.8	0	0	0	0	0	0	0	2	6	7	0	0	0
76	Nordgren	Leif	USA	18	72	51.3	1.9	0	0	0	0	0	0	0	1	6	12	0	0	0
77	Hurajt	Pavol	SVK	10	74	51.5	3.4	0	0	0	0	0	0	0	1	4	6	0	0	0
