No	Family Name	Given Name	Nation	Races	"World CupRank"	"Rank(avg)"	"Points(avg)"	Wins	2nd	3rd	Podiums	Top5s	Top10s	Top20s	Top30s	Top40s	>40	LAP	DNF	DSQ
83	Adler	Jenny	GER	6	75	42.8	1.5	0	0	0	0	0	0	0	1	2	4	0	0	0
84	Tanaka	Tamami	JPN	9	80	50.8	0.6	0	0	0	0	0	0	0	1	1	8	0	0	0
85	Plotogea	Dana	ROU	18	77	56.2	0.4	0	0	0	0	0	0	0	1	1	16	0	1	0
86	Zikounkova	Ksenia	BLR	11		54.9	0.0	0	0	0	0	0	0	0	0	3	8	0	0	0
87	Rasimoviciute	Diana	LTU	13		63.4	0.0	0	0	0	0	0	0	0	0	2	11	0	0	0
88	Becaert	Sylvie	FRA	9		56.4	0.0	0	0	0	0	0	0	0	0	2	7	0	0	0
89	Grzywa	Magdalena	POL	10		61.6	0.0	0	0	0	0	0	0	0	0	1	9	0	0	0
90	Barnes	Lanny	USA	12		60.7	0.0	0	0	0	0	0	0	0	0	1	11	0	0	0
91	Lebedeva	Anna	KAZ	18		57.8	0.0	0	0	0	0	0	0	0	0	1	17	0	0	0
92	Niziak	Ute	GER	2		49.5	0.0	0	0	0	0	0	0	0	0	1	1	0	0	0
93	Cseke	Csaba	HUN	11		106.9	0.0	0	0	0	0	0	0	0	0	0	11	0	0	0
94	Vucicevic	Vedrana	BIH	13		99.9	0.0	0	0	0	0	0	0	0	0	0	12	0	1	0
95	Salcedo	Claudia	CHI	3		99.0	0.0	0	0	0	0	0	0	0	0	0	3	0	0	0
96	Kim	Young-Ja	KOR	13		98.5	0.0	0	0	0	0	0	0	0	0	0	13	0	0	0
97	Walker	Adele	GBR	9		98.1	0.0	0	0	0	0	0	0	0	0	0	8	0	1	0
98	Craciun	Simona	ROU	4		97.0	0.0	0	0	0	0	0	0	0	0	0	4	0	0	0
99	Barrenechea	Claudia	CHI	7		96.6	0.0	0	0	0	0	0	0	0	0	0	7	0	0	0
100	Gottschall	Zsofia	HUN	4		96.0	0.0	0	0	0	0	0	0	0	0	0	4	0	0	0
101	Peips	Triin	EST	9		95.4	0.0	0	0	0	0	0	0	0	0	0	8	0	1	0
102	Emura	Megumi	JPN	1		94.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
103	Brajdic	Anamarija	CRO	9		92.6	0.0	0	0	0	0	0	0	0	0	0	9	0	0	0
104	Lagun	Veronika	LTU	12		92.2	0.0	0	0	0	0	0	0	0	0	0	11	0	1	0
105	Aubert	Mariona	ESP	7		92.1	0.0	0	0	0	0	0	0	0	0	0	7	0	0	0
106	Brouneus	Kristina	SWE	1		92.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
107	Saue	Eveli	EST	7		91.7	0.0	0	0	0	0	0	0	0	0	0	7	0	0	0
108	Starcevic	Petra	CRO	9		89.9	0.0	0	0	0	0	0	0	0	0	0	8	0	0	1
109	Vasiljevic	Aleksandra	BIH	13		89.6	0.0	0	0	0	0	0	0	0	0	0	13	0	0	0
110	Taehe	Tagne	EST	6		89.3	0.0	0	0	0	0	0	0	0	0	0	6	0	0	0
111	Gorohova	Elena	MDA	8		89.3	0.0	0	0	0	0	0	0	0	0	0	7	0	1	0
112	Izumi	Megumi	JPN	3		89.0	0.0	0	0	0	0	0	0	0	0	0	3	0	0	0
113	Mazunina	Tatiana	KAZ	8		88.0	0.0	0	0	0	0	0	0	0	0	0	8	0	0	0
114	Hanni	Sirli	EST	6		88.0	0.0	0	0	0	0	0	0	0	0	0	5	0	1	0
115	Slettemark	Uiloq	GRL	12		87.5	0.0	0	0	0	0	0	0	0	0	0	11	0	1	0
116	Komsalov	Steffa	BUL	8		86.9	0.0	0	0	0	0	0	0	0	0	0	8	0	0	0
117	Krumina	Gerda	LAT	2		86.5	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
118	Hietamies	Maija	FIN	1		86.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
119	Kalinova	Lubomira	SVK	1		85.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
120	Afanasjeva	Viktoria	KAZ	4		84.3	0.0	0	0	0	0	0	0	0	0	0	4	0	0	0
121	Ciurina	Valentina	MDA	8		81.1	0.0	0	0	0	0	0	0	0	0	0	7	0	1	0
122	Stoian	Alexandra	ROU	13		80.9	0.0	0	0	0	0	0	0	0	0	0	13	0	0	0
123	Selezneva	Olga	KAZ	2		79.5	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
124	Parent	Marie Pierre	CAN	13		79.4	0.0	0	0	0	0	0	0	0	0	0	13	0	0	0
125	Purdea	Mihaela	ROU	9		78.9	0.0	0	0	0	0	0	0	0	0	0	9	0	0	0
126	Albert	Martine	CAN	9		77.7	0.0	0	0	0	0	0	0	0	0	0	9	0	0	0
127	Savlaka	Linda	LAT	14		76.5	0.0	0	0	0	0	0	0	0	0	0	14	0	0	0
128	Hakala	Anita	FIN	4		75.5	0.0	0	0	0	0	0	0	0	0	0	4	0	0	0
129	Demetz	Romina	ITA	8		74.6	0.0	0	0	0	0	0	0	0	0	0	7	0	1	0
130	Fowler	Emma	GBR	14		74.3	0.0	0	0	0	0	0	0	0	0	0	14	0	0	0
131	Ponikwia	Katarzyna	POL	11		74.3	0.0	0	0	0	0	0	0	0	0	0	11	0	0	0
132	Carraz-Collin	Julie	FRA	2		74.0	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
133	Konrad	Sarah	USA	6		73.8	0.0	0	0	0	0	0	0	0	0	0	6	0	0	0
134	Nykiel	Magdalena	POL	10		73.7	0.0	0	0	0	0	0	0	0	0	0	10	0	0	0
135	Uusitalo	Anna Maria	SWE	2		72.5	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
136	Rogstad	Solveig	NOR	1		72.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
137	Suprun	Inna	UKR	8		71.5	0.0	0	0	0	0	0	0	0	0	0	8	0	0	0
138	Teela	Denise	USA	3		71.3	0.0	0	0	0	0	0	0	0	0	0	3	0	0	0
139	Granroth	Sara	USA	4		71.0	0.0	0	0	0	0	0	0	0	0	0	4	0	0	0
140	Salonen	Eija	FIN	3		70.7	0.0	0	0	0	0	0	0	0	0	0	3	0	0	0
141	Hasillova	Zuzana	SVK	9		70.4	0.0	0	0	0	0	0	0	0	0	0	9	0	0	0
142	Pfluger	Nicole	AUT	1		69.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
143	Dubok	Elena	KAZ	2		68.0	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
144	Ingstadbjoerg	Anne	NOR	2		68.0	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
145	Urpilainen	Pirjo	FIN	4		67.5	0.0	0	0	0	0	0	0	0	0	0	4	0	0	0
146	Keith	Sandra	CAN	13		67.5	0.0	0	0	0	0	0	0	0	0	0	13	0	0	0
147	Moerkve	Jori	NOR	3		67.0	0.0	0	0	0	0	0	0	0	0	0	3	0	0	0
148	Liu	Yuan-Yuan	CHN	5		66.0	0.0	0	0	0	0	0	0	0	0	0	5	0	0	0
149	Bailly	Anne Lise	FRA	4		65.7	0.0	0	0	0	0	0	0	0	0	0	3	1	0	0
150	Otaka	Tomomi	JPN	17		65.7	0.0	0	0	0	0	0	0	0	0	0	15	2	0	0
151	Pavkovcekova	Marcela	SVK	14		65.3	0.0	0	0	0	0	0	0	0	0	0	14	0	0	0
152	Kalinchik	Liudmila	BLR	12		64.2	0.0	0	0	0	0	0	0	0	0	0	12	0	0	0
153	Shyntar	Tatyana	BLR	1		62.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
154	Makarainen	Kaisa	FIN	2		61.0	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
155	Anisimova	Olga	RUS	1		61.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
156	Ouren	Borghild	NOR	4		61.0	0.0	0	0	0	0	0	0	0	0	0	4	0	0	0
157	Eie	Kari	NOR	5		59.8	0.0	0	0	0	0	0	0	0	0	0	5	0	0	0
158	Rezlerova	Magda	CZE	9		59.7	0.0	0	0	0	0	0	0	0	0	0	9	0	0	0
159	Nordstad	Berit	NOR	8		59.3	0.0	0	0	0	0	0	0	0	0	0	8	0	0	0
160	Slezakova	Petra	SVK	5		55.2	0.0	0	0	0	0	0	0	0	0	0	5	0	0	0
