No	Family Name	Given Name	Nation	Races	"World CupRank"	"Rank(avg)"	"Points(avg)"	Wins	2nd	3rd	Podiums	Top5s	Top10s	Top20s	Top30s	Top40s	>40	LAP	DNF	DSQ
1	Forsberg	Magdalena	SWE	22	1	6.7	42.9	9	3	5	17	19	21	21	21	21	1	0	0	0
2	Poiree	Liv Grete	NOR	21	2	5.7	37.9	6	2	1	9	14	18	20	21	21	0	0	0	0
3	Apel	Katrin	GER	22	5	9.4	29.4	3	1	1	5	7	13	21	22	22	0	0	0	0
4	Zubrilova	Olena	UKR	20	6	12.1	25.3	2	4	1	7	8	12	16	18	19	1	0	0	0
5	Medvedtseva	Olga	RUS	22	4	7.6	33.1	1	4	0	5	12	16	21	22	22	0	0	0	0
6	Wilhelm	Kati	GER	20	8	13.4	23.3	1	2	0	3	5	9	15	19	20	0	0	0	0
7	Henkel	Andrea	GER	18	13	16.3	19.9	1	1	2	4	4	7	12	15	18	0	0	0	0
8	Holanti	Katja	FIN	20	20	23.9	12.6	1	0	1	2	3	5	7	13	16	3	0	1	0
9	Disl	Uschi	GER	22	3	7.3	33.6	0	2	4	6	11	19	21	21	22	0	0	0	0
10	Andreassen	Gunn Margit	NOR	23	10	16.0	18.2	0	2	0	2	2	9	14	20	22	0	0	1	0
11	Dafovska	Ekaterina	BUL	18	11	14.8	21.9	0	1	1	2	4	8	15	15	17	1	0	0	0
12	Bailly	Sandrine	FRA	19	15	22.3	16.7	0	1	1	2	3	7	12	13	14	5	0	0	0
13	Baverel	Florence	FRA	21	9	14.3	21.6	0	1	0	1	5	7	18	20	20	1	0	0	0
14	Nikulchina	Irina	BUL	20	18	28.4	14.5	0	0	2	2	2	5	11	14	14	6	0	0	0
15	Ishmouratova	Svetlana	RUS	22	7	13.1	21.9	0	0	1	1	4	7	21	22	22	0	0	0	0
16	Wuestenfeld	Katja	GER	11	22	14.2	21.2	0	0	1	1	2	6	7	9	10	0	0	0	1
17	Koblar	Andreja	SLO	19	24	23.7	11.8	0	0	1	1	2	4	9	13	15	3	0	1	0
18	Nazarova	Olga	BLR	20	21	25.1	12.0	0	0	1	1	2	4	8	12	13	6	1	0	0
19	Grubben	Linda	NOR	14	32	30.0	10.1	0	0	1	1	2	4	4	7	10	4	0	0	0
20	Zellner	Martina	GER	19	27	28.2	9.6	0	0	1	1	1	2	8	11	15	4	0	0	0
21	Holubcova	Katerina	CZE	20	25	23.5	11.2	0	0	0	0	2	3	9	13	18	1	1	0	0
22	Beck	Martina	GER	20	12	14.8	20.1	0	0	0	0	1	8	15	18	20	0	0	0	0
23	Koukleva	Galina	RUS	20	14	17.1	17.1	0	0	0	0	1	7	13	19	20	0	0	0	0
24	Akhatova	Albina	RUS	19	17	21.1	15.6	0	0	0	0	1	6	11	14	17	2	0	0	0
25	Bogaliy-Titovets	Anna	RUS	18	16	18.6	16.6	0	0	0	0	1	5	12	16	17	1	0	0	0
26	Niogret	Corinne	FRA	18	23	25.2	11.6	0	0	0	0	1	4	8	13	15	3	0	0	0
27	Malgina	Irina	RUS	14	26	20.7	14.3	0	0	0	0	1	4	7	11	13	1	0	0	0
28	Becaert	Sylvie	FRA	20	30	30.9	8.6	0	0	0	0	0	3	8	11	15	5	0	0	0
29	Chernousova	Svetlana	RUS	19	19	17.7	14.3	0	0	0	0	0	2	16	18	18	1	0	0	0
30	Burlet	Delphyne	FRA	19	28	24.0	9.5	0	0	0	0	0	2	9	13	18	1	0	0	0
31	Santer	Nathalie	ITA	22	29	26.7	7.5	0	0	0	0	0	2	7	12	18	3	0	1	0
32	Halinarova	Martina	SVK	14	33	23.6	10.1	0	0	0	0	0	2	7	11	13	1	0	0	0
33	Murinova	Anna	SVK	20	34	31.0	7.1	0	0	0	0	0	2	6	11	15	5	0	0	0
34	Khrustaleva	Elena	BLR	14		33.1	5.3	0	0	0	0	0	2	2	4	10	4	0	0	0
35	Filipova	Pavlina	BUL	20	31	26.1	7.8	0	0	0	0	0	1	6	16	17	3	0	0	0
36	Ponza	Michela	ITA	22	35	30.7	6.6	0	0	0	0	0	1	6	13	18	4	0	0	0
