No	Family Name	Given Name	Nation	Races	"World CupRank"	"Rank(avg)"	"Points(avg)"	Wins	2nd	3rd	Podiums	Top5s	Top10s	Top20s	Top30s	Top40s	>40	LAP	DNF	DSQ
1	Forsberg	Magdalena	SWE	25	1	4.4	42.1	14	2	3	19	19	22	23	24	25	0	0	0	0
2	Poiree	Liv Grete	NOR	22	2	7.7	32.2	2	7	3	12	14	18	19	21	21	1	0	0	0
3	Niogret	Corinne	FRA	25	4	12.0	26.8	2	4	2	8	9	14	20	23	23	1	0	1	0
4	Wilhelm	Kati	GER	24	8	16.9	19.8	2	0	1	3	5	7	17	18	22	1	1	0	0
5	Zubrilova	Olena	UKR	25	3	7.1	33.1	1	2	3	6	13	18	25	25	25	0	0	0	0
6	Disl	Uschi	GER	24	6	12.5	24.8	1	1	3	5	9	13	19	22	24	0	0	0	0
7	Yu	Shumei	CHN	24	16	21.7	15.1	1	0	0	1	3	5	13	19	21	2	0	1	0
8	Kristiansen	Gro Marit Istad	NOR	20	24	27.6	10.7	1	0	0	1	2	5	7	11	16	4	0	0	0
9	Bailly	Sandrine	FRA	20	28	26.4	9.7	1	0	0	1	2	2	5	15	16	4	0	0	0
10	Henkel	Andrea	GER	23	5	10.2	26.6	0	2	1	3	7	15	21	23	23	0	0	0	0
11	Medvedtseva	Olga	RUS	24	7	13.0	23.3	0	2	0	2	6	11	20	22	22	1	0	1	0
12	Zellner	Martina	GER	17	21	17.8	17.6	0	2	0	2	2	5	11	14	16	1	0	0	0
13	Beck	Martina	GER	22	9	17.8	19.6	0	1	3	4	6	9	15	17	19	3	0	0	0
14	Burlet	Delphyne	FRA	24	11	20.5	18.0	0	1	1	2	2	11	14	17	21	3	0	0	0
15	Chernousova	Svetlana	RUS	23	13	19.2	17.4	0	1	0	1	2	6	14	20	20	3	0	0	0
16	Koukleva	Galina	RUS	22		24.6	15.5	0	0	1	1	3	7	11	16	18	4	0	0	0
17	Santer	Nathalie	ITA	24	15	21.0	15.7	0	0	1	1	2	8	13	20	22	2	0	0	0
18	Apel	Katrin	GER	22	12	16.0	18.7	0	0	1	1	2	7	15	19	22	0	0	0	0
19	Vodopyanova	Tetyana	UKR	25	14	18.3	15.7	0	0	1	1	2	6	15	22	23	1	0	1	0
20	Petrova	Olena	UKR	20	22	17.6	13.0	0	0	1	1	2	3	12	17	18	0	0	2	0
21	Ishmouratova	Svetlana	RUS	24	10	17.1	18.4	0	0	0	0	5	9	15	20	24	0	0	0	0
22	Bogaliy-Titovets	Anna	RUS	21	18	21.4	15.9	0	0	0	0	3	6	12	17	19	2	0	0	0
23	Skjelbreid	Ann Elen	NOR	24	20	26.0	12.3	0	0	0	0	1	6	13	14	18	6	0	0	0
24	Dafovska	Ekaterina	BUL	25	19	21.3	12.9	0	0	0	0	1	4	14	19	20	3	0	1	1
25	Baverel	Florence	FRA	17	26	22.2	13.6	0	0	0	0	1	4	8	13	14	3	0	0	0
26	Grubben	Linda	NOR	15	29	23.8	10.8	0	0	0	0	1	3	8	11	14	1	0	0	0
27	Filipova	Pavlina	BUL	25	25	24.2	9.4	0	0	0	0	1	1	11	20	22	3	0	0	0
28	Tanaka	Tamami	JPN	22	41	38.1	3.6	0	0	0	0	1	1	2	6	12	10	0	0	0
29	Paramyguina	Svetlana	BLR	21	27	26.8	9.3	0	0	0	0	0	4	7	15	17	4	0	0	0
30	Andreassen	Gunn Margit	NOR	24	23	23.4	10.8	0	0	0	0	0	3	10	18	22	2	0	0	0
31	Brankovic-Likozar	Tadeja	SLO	23	30	28.9	6.9	0	0	0	0	0	2	6	14	20	3	0	0	0
32	Tofalvi	Eva	ROM	19	34	37.5	5.8	0	0	0	0	0	2	5	7	8	11	0	0	0
33	Wuestenfeld	Katja	GER	6	39	18.2	15.7	0	0	0	0	0	2	3	5	6	0	0	0	0
34	Koblar	Andreja	SLO	16	31	24.8	8.8	0	0	0	0	0	1	8	11	14	2	0	0	0
35	Nazarova	Olga	BLR	20	32	30.3	6.4	0	0	0	0	0	1	6	10	15	4	1	0	0
36	Lemesh	Nina	UKR	15	38	30.5	6.7	0	0	0	0	0	1	6	6	11	4	0	0	0
37	Becaert	Sylvie	FRA	16	37	33.3	6.6	0	0	0	0	0	1	5	8	10	5	1	0	0
38	Akhatova	Albina	RUS	7	36	21.9	13.6	0	0	0	0	0	1	5	6	6	1	0	0	0
39	Strelenko	Maria	RUS	21	35	30.6	5.2	0	0	0	0	0	1	4	10	16	4	1	0	0
40	Suga	Hiromi	JPN	20	40	37.7	4.0	0	0	0	0	0	1	4	8	12	6	2	0	0
41	Murinova	Anna	SVK	19	43	42.9	3.5	0	0	0	0	0	1	2	4	8	10	1	0	0
42	Gwizdon	Magdalena	POL	19	46	36.8	2.6	0	0	0	0	0	1	1	8	14	5	0	0	0
43	Takahashi	Ryoko	JPN	20	52	49.8	1.6	0	0	0	0	0	1	1	2	6	12	2	0	0
44	Buchholz	Sabrina	GER	1	59	9.0	28.0	0	0	0	0	0	1	1	1	1	0	0	0	0
45	Gros	Christelle	FRA	19	33	28.6	6.4	0	0	0	0	0	0	5	13	14	4	0	1	0
46	Nikulchina	Irina	BUL	20	42	39.2	4.0	0	0	0	0	0	0	3	6	9	11	0	0	0
47	Shindo	Mami	JPN	20	45	39.9	2.7	0	0	0	0	0	0	3	5	9	10	1	0	0
48	Wagenfuehr	Peggy	GER	7	47	27.7	6.7	0	0	0	0	0	0	3	4	5	1	1	0	0
49	Ponza	Michela	ITA	21	44	39.3	2.7	0	0	0	0	0	0	2	6	9	12	0	0	0
50	Halinarova	Martina	SVK	18	51	39.0	2.0	0	0	0	0	0	0	2	5	12	6	0	0	0
51	Larisi	Lucija	SLO	17	56	43.5	1.6	0	0	0	0	0	0	2	2	7	10	0	0	0
52	Arlouskaya	Ludmila	BLR	18	48	42.2	2.3	0	0	0	0	0	0	2	2	6	8	3	1	0
53	Cesnekova	Irena	CZE	19	49	38.4	2.2	0	0	0	0	0	0	1	6	9	9	0	1	0
54	Liu	Xianying	CHN	19	54	44.5	1.7	0	0	0	0	0	0	1	6	8	9	2	0	0
55	Mihokova	Sona	SVK	19	50	40.6	2.0	0	0	0	0	0	0	1	5	9	9	1	0	0
56	Pesinova	Jitka	CZE	18	55	43.5	1.8	0	0	0	0	0	0	1	5	9	8	1	0	0
57	Grzywa	Magdalena	POL	16	58	45.1	1.7	0	0	0	0	0	0	1	4	7	8	1	0	0
58	Holubcova	Katerina	CZE	12	63	39.2	1.3	0	0	0	0	0	0	1	3	8	3	1	0	0
59	Tananaiko	Irina	BLR	18		48.0	1.5	0	0	0	0	0	0	1	3	5	13	0	0	0
60	Merkushina	Irina	UKR	7	60	33.5	3.3	0	0	0	0	0	0	1	3	4	2	1	0	0
61	Jyrkiäinen	Niina	FIN	18	61	52.7	1.2	0	0	0	0	0	0	1	2	2	15	1	0	0
62	Tereshenko	Natalia	UKR	15	67	47.3	0.8	0	0	0	0	0	0	1	1	3	10	2	0	0
63	Albert	Martine	CAN	14	66	54.2	0.9	0	0	0	0	0	0	1	1	3	10	1	0	0
64	Khvostenko	Oksana	UKR	8	62	51.1	2.2	0	0	0	0	0	0	1	1	1	7	0	0	0
65	Perunka	Sanna-Leena	FIN	14	64	38.4	1.0	0	0	0	0	0	0	0	5	10	4	0	0	0
66	Popova	Radka	BUL	16	53	44.2	2.1	0	0	0	0	0	0	0	5	8	8	0	0	0
