No	Family Name	Given Name	Nation	Races	"World CupRank"	"Rank(avg)"	"Points(avg)"	Wins	2nd	3rd	Podiums	Top5s	Top10s	Top20s	Top30s	Top40s	>40	LAP	DNF	DSQ
1	Neuner	Magdalena	GER	24	4	10.6	30.0	7	0	2	9	9	16	20	22	24	0	0	0	0
2	Henkel	Andrea	GER	23	1	5.6	37.8	6	3	2	11	14	20	22	23	23	0	0	0	0
3	Zidek	Anna Carin	SWE	26	3	7.5	33.7	3	4	3	10	14	19	25	26	26	0	0	0	0
4	Grubben	Linda	NOR	15	6	5.5	37.5	3	2	1	6	8	13	15	15	15	0	0	0	0
5	Beck	Martina	GER	21	7	14.6	25.0	2	2	3	7	9	10	17	18	19	2	0	0	0
6	Wilhelm	Kati	GER	27	2	7.3	32.7	1	5	4	10	14	20	25	26	26	0	0	1	0
7	Bailly	Sandrine	FRA	27	8	16.1	19.7	1	2	0	3	6	11	18	25	27	0	0	0	0
8	Khvostenko	Oksana	UKR	24	9	16.0	20.2	1	1	1	3	4	8	18	21	22	2	0	0	0
9	Gwizdon	Magdalena	POL	27	16	19.4	15.8	1	1	1	3	3	5	17	23	25	2	0	0	0
10	Ekholm	Helena	SWE	24	17	19.1	16.4	1	0	0	1	3	7	14	17	21	2	0	1	0
11	Malgina	Irina	RUS	18	33	32.2	8.9	1	0	0	1	2	3	4	8	10	8	0	0	0
12	Baverel	Florence	FRA	26	5	13.5	25.8	0	2	1	3	6	17	20	24	25	1	0	0	0
13	Moiseeva	Tatiana	RUS	23	20	23.4	12.9	0	2	0	2	4	4	10	16	19	4	0	0	0
14	Iourieva	Ekaterina	RUS	23	13	17.6	19.0	0	1	2	3	7	9	13	20	22	1	0	0	0
15	Lang	Kathrin	GER	24	10	14.8	20.9	0	1	2	3	5	9	18	22	24	0	0	0	0
16	Eikeland	Liv Kjersti	NOR	17	44	39.6	3.9	0	1	0	1	1	1	2	4	9	8	0	0	0
17	Brankovic-Likozar	Tadeja	SLO	26	11	18.5	18.3	0	0	1	1	5	9	16	23	24	2	0	0	0
18	Kong	Yingchao	CHN	18	15	13.2	23.8	0	0	1	1	4	11	14	17	18	0	0	0	0
19	Sokolova	Natalia	BLR	25	18	23.8	13.3	0	0	1	1	4	8	12	15	20	4	1	0	0
20	Sorokina	Natalia	RUS	16	32	29.6	10.3	0	0	1	1	3	3	4	10	11	5	0	0	0
21	Kocher	Zina	CAN	23	26	28.3	9.8	0	0	1	1	1	4	10	14	18	5	0	0	0
22	Gregorin	Teja	SLO	26	12	16.9	17.4	0	0	0	0	2	8	19	24	24	2	0	0	0
23	Berger	Tora	NOR	25	14	17.0	18.0	0	0	0	0	1	9	19	23	24	1	0	0	0
24	Domracheva	Darya	BLR	17	22	15.6	14.8	0	0	0	0	1	6	10	16	16	0	0	1	0
25	Liu	Xianying	CHN	18	25	21.1	13.2	0	0	0	0	1	6	7	12	17	1	0	0	0
26	Hauswald	Simone	GER	17	23	18.3	17.4	0	0	0	0	1	4	12	14	16	1	0	0	0
27	Frolina	Anna	RUS	20	31	29.7	8.5	0	0	0	0	1	2	7	12	13	6	1	0	0
28	Saue	Eveli	EST	20	34	30.1	7.3	0	0	0	0	1	2	5	13	15	5	0	0	0
29	Flatland	Ann Kristin Aafedt	NOR	17	43	36.0	3.9	0	0	0	0	1	1	3	4	10	7	0	0	0
30	Apel	Katrin	GER	20	19	16.4	17.2	0	0	0	0	0	4	16	19	20	0	0	0	0
31	Anisimova	Olga	RUS	24	21	22.0	12.8	0	0	0	0	0	4	11	17	21	3	0	0	0
32	Makarainen	Kaisa	FIN	22	27	25.0	10.0	0	0	0	0	0	4	7	16	19	3	0	0	0
33	Ponza	Michela	ITA	16	30	23.6	10.9	0	0	0	0	0	3	6	12	15	1	0	0	0
34	Dong	Xue	CHN	18	24	20.7	15.1	0	0	0	0	0	2	12	14	16	2	0	0	0
35	Kudrashova	Olga	BLR	18	28	20.1	10.6	0	0	0	0	0	2	10	14	15	1	0	2	0
36	Becaert	Sylvie	FRA	26	29	29.5	6.8	0	0	0	0	0	2	7	14	20	6	0	0	0
37	Ananko	Liudmila	BLR	16	35	34.4	8.4	0	0	0	0	0	2	6	8	9	6	0	1	0
38	Yin	Qiao	CHN	14	37	26.9	7.0	0	0	0	0	0	1	5	9	13	1	0	0	0
39	Buchholz	Sabrina	GER	13	38	26.6	7.7	0	0	0	0	0	1	3	9	12	1	0	0	0
40	Semerenko	Valentina	UKR	11	47	32.4	5.5	0	0	0	0	0	1	2	5	9	2	0	0	0
41	Nikulchina	Irina	BUL	18	40	38.0	4.7	0	0	0	0	0	0	6	7	11	7	0	0	0
42	Ravnikar	Dijana	SLO	21	39	36.7	4.6	0	0	0	0	0	0	5	9	13	8	0	0	0
43	Peretto	Delphine	FRA	22	36	29.3	5.5	0	0	0	0	0	0	4	15	20	2	0	0	0
44	Wang	Chunli	CHN	12	42	32.2	6.7	0	0	0	0	0	0	4	8	8	4	0	0	0
