No	Family Name	Given Name	Nation	Races	"World CupRank"	"Rank(avg)"	"Points(avg)"	Wins	2nd	3rd	Podiums	Top5s	Top10s	Top20s	Top30s	Top40s	>40	LAP	DNF	DSQ
1	Bjoerndalen	Ole Einar	NOR	19	2	7.7	38.7	11	0	0	11	15	16	16	17	18	1	0	0	0
2	Poiree	Raphael	FRA	20	3	9.4	33.8	6	2	2	10	11	17	18	18	19	1	0	0	0
3	Greis	Michael	GER	27	1	8.9	29.9	2	6	3	11	12	16	25	26	26	0	0	1	0
4	Sumann	Christoph	AUT	26	9	16.5	21.3	2	0	1	3	6	9	19	25	25	1	0	0	0
5	Kruglov	Nikolay	RUS	27	8	15.6	21.7	2	0	0	2	5	13	20	24	25	2	0	0	0
6	Tchoudov	Maxim	RUS	24	12	16.9	19.9	1	3	1	5	5	10	17	21	21	3	0	0	0
7	Wolf	Alexander	GER	20	20	20.2	16.5	1	1	1	3	3	3	14	16	18	2	0	0	0
8	Roesch	Michael	GER	26	11	14.7	20.8	1	1	0	2	4	11	20	25	26	0	0	0	0
9	Tcherezov	Ivan	RUS	27	4	13.9	24.9	1	0	1	2	9	15	20	24	25	2	0	0	0
10	Yaroshenko	Dmitri	RUS	24	5	11.0	24.8	0	4	1	5	7	13	19	23	23	0	0	1	0
11	Ferry	Bjoern	SWE	27	7	14.1	22.5	0	2	1	3	4	14	22	24	26	1	0	0	0
12	Birnbacher	Andreas	GER	23	13	13.4	22.3	0	2	1	3	3	11	18	22	23	0	0	0	0
13	Svendsen	Emil Hegle	NOR	19	17	19.7	20.1	0	1	2	3	5	8	12	15	16	3	0	0	0
14	Defrasne	Vincent	FRA	23	15	20.0	19.1	0	1	2	3	4	9	12	19	20	3	0	0	0
15	Slesingr	Michal	CZE	26	16	22.5	15.0	0	1	1	2	4	6	13	21	23	3	0	0	0
16	Hanevold	Halvard	NOR	25	10	14.5	22.0	0	1	0	1	6	10	21	22	24	1	0	0	0
17	Fourcade	Simon	FRA	26	23	28.3	10.5	0	1	0	1	1	4	10	18	20	5	0	1	0
18	Os	Alexander	NOR	17	34	28.8	8.5	0	1	0	1	1	2	4	10	12	5	0	0	0
19	Fischer	Sven	GER	25	6	14.4	24.7	0	0	4	4	5	13	22	22	22	3	0	0	0
20	Eckhoff	Stian	NOR	22	22	21.4	13.9	0	0	1	1	1	5	12	16	21	1	0	0	0
21	Vuillermoz	Rene Laurent	ITA	24	28	31.1	8.4	0	0	1	1	1	4	7	13	16	7	0	1	0
22	Simmen	Matthias	SUI	26	29	30.2	8.0	0	0	1	1	1	2	8	15	21	4	0	1	0
23	Deryzemlya	Andriy	UKR	18	30	26.3	10.9	0	0	1	1	1	2	8	13	13	5	0	0	0
24	Gjedrem	Hans Martin	NOR	11	40	37.2	5.0	0	0	1	1	1	1	3	3	6	5	0	0	0
25	Makoveev	Andrei	RUS	14	43	37.7	4.4	0	0	1	1	1	1	1	5	10	4	0	0	0
26	Rozhkov	Sergei	RUS	24	14	15.3	20.0	0	0	0	0	4	9	18	22	23	1	0	0	0
27	Pinter	Friedrich	AUT	22	19	22.8	16.0	0	0	0	0	3	7	11	17	18	4	0	0	0
28	Sikora	Tomasz	POL	24	18	18.8	15.7	0	0	0	0	2	6	13	19	22	1	0	1	0
29	Bergman	Carl Johan	SWE	25	24	25.2	10.7	0	0	0	0	2	4	9	16	22	3	0	0	0
30	Andresen	Frode	NOR	24	21	22.8	12.3	0	0	0	0	2	3	13	18	22	2	0	0	0
31	Vitek	Zdenek	CZE	15	35	31.0	9.4	0	0	0	0	2	3	4	8	10	5	0	0	0
32	Berger	Lars	NOR	20	27	25.6	11.8	0	0	0	0	1	3	9	15	16	4	0	0	0
33	Gross	Ricco	GER	19	26	22.7	12.8	0	0	0	0	1	2	11	15	15	3	0	1	0
34	Mesotitsch	Daniel	AUT	19	33	31.9	7.3	0	0	0	0	1	2	5	10	13	6	0	0	0
35	Valiullin	Rustam	BLR	20	44	37.8	3.0	0	0	0	0	1	1	1	7	12	7	1	0	0
36	Burke	Tim	USA	24	25	23.1	10.7	0	0	0	0	0	3	11	18	23	1	0	0	0
37	De Lorenzi	Christian	ITA	24	31	35.1	7.2	0	0	0	0	0	3	7	13	16	8	0	0	0
38	Nilsson	Mattias	SWE	21	36	34.9	4.9	0	0	0	0	0	2	3	9	14	7	0	0	0
39	Maric	Janez	SLO	22	32	30.5	6.9	0	0	0	0	0	1	7	12	18	4	0	0	0
40	Shulman	Filipp	RUS	13	37	25.8	7.8	0	0	0	0	0	1	5	7	13	0	0	0	0
41	Hakkinen	Jay	USA	20	41	42.5	3.3	0	0	0	0	0	1	3	6	12	8	0	0	0
42	Gredler	Ludwig	AUT	20	45	41.6	3.0	0	0	0	0	0	1	3	5	8	12	0	0	0
43	Pump	Carsten	GER	5	46	29.0	11.8	0	0	0	0	0	1	3	4	4	1	0	0	0
44	Zhang	Chengye	CHN	16	38	36.6	4.8	0	0	0	0	0	1	2	7	10	6	0	0	0
45	Bricis	Ilmars	LAT	14	39	35.8	4.5	0	0	0	0	0	1	2	6	9	4	0	1	0
46	Pallhuber	Wilfried	ITA	18	47	43.0	3.2	0	0	0	0	0	1	2	5	9	9	0	0	0
47	Moravec	Ondrej	CZE	18	55	44.1	2.3	0	0	0	0	0	0	3	4	6	12	0	0	0
