No	Family Name	Given Name	Nation	Races	"World CupRank"	"Rank(avg)"	"Points(avg)"	Wins	2nd	3rd	Podiums	Top5s	Top10s	Top20s	Top30s	Top40s	>40	LAP	DNF	DSQ
1	Kuzmina	Anastasiya	SVK	25	2	8.9	33.0	6	6	0	12	13	15	22	24	25	0	0	0	0
2	Domracheva	Darya	BLR	22	3	7.0	36.5	6	2	2	10	12	18	19	20	21	0	0	1	0
3	Dahlmeier	Laura	GER	23	4	8.7	31.7	4	3	3	10	12	17	21	22	22	1	0	0	0
4	Makarainen	Kaisa	FIN	26	1	10.3	32.2	2	4	1	7	10	17	21	25	26	0	0	0	0
5	Herrmann	Denise	GER	23	12	19.1	20.7	2	0	0	2	5	7	12	19	21	2	0	0	0
6	Wierer	Dorothea	ITA	26	5	13.4	26.3	1	2	1	4	5	12	23	24	25	1	0	0	0
7	Braisaz-Bouchet	Justine	FRA	19	17	19.9	20.9	1	2	0	3	4	9	11	14	17	2	0	0	0
8	Eckhoff	Tiril	NOR	20	23	27.6	14.1	1	0	2	3	4	6	9	13	13	7	0	0	0
9	Hinz	Vanessa	GER	25	10	18.9	20.9	1	0	0	1	4	7	16	22	23	2	0	0	0
10	Oeberg	Hanna	SWE	13	38	17.8	11.9	1	0	0	1	4	5	7	11	12	1	0	0	0
11	Skardino	Nadezhda	BLR	20	18	17.9	17.2	1	0	0	1	1	6	13	17	19	1	0	0	0
12	Vittozzi	Lisa	ITA	26	6	16.1	22.7	0	1	2	3	8	13	17	21	25	1	0	0	0
13	Roeiseland	Marte Olsbu	NOR	23	14	20.3	19.6	0	1	1	2	5	10	16	18	18	5	0	0	0
14	Bescond	Anais	FRA	26	7	15.0	23.4	0	1	1	2	4	8	19	25	26	0	0	0	0
15	Fialkova	Paulina	SVK	20	32	27.5	12.3	0	1	0	1	3	3	8	11	14	5	0	1	0
16	Hildebrand	Franziska	GER	25	9	16.6	21.8	0	1	0	1	2	8	19	22	24	1	0	0	0
17	Solemdal	Synnoeve	NOR	22	31	33.4	11.4	0	1	0	1	2	3	6	11	12	10	0	0	0
18	Leshchanka	Iryna	BLR	22	20	23.5	16.7	0	1	0	1	1	3	13	17	20	2	0	0	0
