No	Family Name	Given Name	Nation	Races	"World CupRank"	"Rank(avg)"	"Points(avg)"	Wins	2nd	3rd	Podiums	Top5s	Top10s	Top20s	Top30s	Top40s	>40	LAP	DNF	DSQ
1	Kirchner	Mark	GER	12	13	15.3	8.9	2	1	1	4	5	6	7	9	10	1	0	1	0
2	Popov	Alexandr	CIS	10	7	19.1	12.0	2	0	0	2	4	6	7	9	9	1	0	0	0
3	Steinigen	Jens	GER	11		31.8	6.5	2	0	0	2	2	3	4	5	8	3	0	0	0
4	Einang	Geir	NOR	10	10	21.8	10.9	1	0	1	2	2	3	6	7	9	1	0	0	0
5	Perner	Wolfgang	AUT	12		34.9	7.7	1	0	1	2	2	3	4	6	8	4	0	0	0
6	Bailly-Salins	Patrice	FRA	14	4	22.3	10.4	1	0	0	1	2	5	8	12	12	2	0	0	0
7	Loeberg	Frode	NOR	12	12	28.1	8.8	1	0	0	1	2	5	7	7	7	4	0	1	0
8	Kirienko	Valeri	CIS	7		12.6	10.7	1	0	0	1	2	4	6	6	7	0	0	0	0
9	Zingerle	Andreas	ITA	14	6	14.2	10.5	1	0	0	1	1	5	10	13	14	0	0	0	0
10	Pallhuber	Wilfried	ITA	12	9	23.3	9.3	1	0	0	1	1	4	7	8	9	3	0	0	0
11	Redkin	Evgenij	CIS	11		24.9	4.0	1	0	0	1	1	2	4	5	9	1	0	1	0
12	Tyldum	Jon Age	NOR	11	1	10.7	16.8	0	2	1	3	6	7	9	10	11	0	0	0	0
13	Glimsdal	Sylfest	NOR	11	3	19.0	11.9	0	2	1	3	4	6	6	9	10	1	0	0	0
14	Tchepikov	Sergei	CIS	12	11	16.3	9.0	0	2	1	3	4	5	8	8	10	1	0	1	0
15	Gredler	Ludwig	AUT	13		36.5	6.8	0	2	0	2	2	3	5	6	7	6	0	0	0
16	Gross	Ricco	USA	11		29.2	5.0	0	2	0	2	2	3	4	7	8	3	0	0	0
17	Medvedtsev	Valeriy	CIS	8		28.0	7.1	0	1	0	1	1	2	3	5	6	2	0	0	0
18	Dumont	Christian	FRA	14		24.8	5.1	0	1	0	1	1	1	6	9	11	2	0	1	0
19	Kos	Tomas	TCH	8		27.4	3.9	0	1	0	1	1	1	1	5	6	2	0	0	0
20	Loefgren	Mikael	SWE	12	2	11.8	13.2	0	0	3	3	4	6	11	11	12	0	0	0	0
21	Eloranta	Harri	FIN	9		35.3	1.4	0	0	1	1	2	2	3	4	4	4	0	1	0
22	Leitgeb	Hubert	ITA	13		28.2	6.2	0	0	1	1	1	3	5	9	11	2	0	0	0
23	Gerbier	Thierry	FRA	13		30.5	5.5	0	0	1	1	1	2	5	8	9	4	0	0	0
24	Thompson	Josh	USA	6		43.0	4.0	0	0	1	1	1	1	2	2	3	3	0	0	0
25	Istad	Sverre	NOR	5		39.6	5.2	0	0	1	1	1	1	1	3	3	2	0	0	0
26	Passler	Johann	ITA	13	4	15.7	10.0	0	0	0	0	3	6	10	11	13	0	0	0	0
27	Fenne	Gisle	NOR	12	8	18.1	10.3	0	0	0	0	3	6	8	10	11	1	0	0	0
28	Laurent	Lionel	FRA	11		32.7	5.2	0	0	0	0	2	2	3	4	6	5	0	0	0
29	Tarasov	Sergei Sen.	CIS	5		16.0	13.0	0	0	0	0	1	2	4	4	4	1	0	0	0
30	Andersson	Leif	SWE	9		40.4	6.2	0	0	0	0	1	2	3	4	6	3	0	0	0
31	Blond	Xavier	FRA	11		31.8	5.0	0	0	0	0	1	2	3	4	5	5	0	1	0
32	Lekan	Bostjan	SLO	14		42.6	2.6	0	0	0	0	1	1	3	6	6	8	0	0	0
33	Holubec	Jiri	TCH	8		36.8	2.8	0	0	0	0	1	1	2	3	4	4	0	0	0
34	Dusserre	Thierry	FRA	8		32.9	4.6	0	0	0	0	1	1	2	2	6	2	0	0	0
35	Grajf	Aleksander	SLO	10		38.0	3.0	0	0	0	0	1	1	1	4	6	4	0	0	0
