No	Family Name	Given Name	Nation	Races	"World CupRank"	"Rank(avg)"	"Points(avg)"	Wins	2nd	3rd	Podiums	Top5s	Top10s	Top20s	Top30s	Top40s	>40	LAP	DNF	DSQ
1	Petcherskaia	Svetlana	URS	11	1	3.9	19.6	2	3	3	8	8	10	11	11	11	0	0	0	0
2	Bedard	Myriam	CAN	14	2	8.6	16.2	2	2	1	5	5	9	13	14	14	0	0	0	0
3	Nykelmo	Grete I.	NOR	7	16	7.7	12.3	2	2	0	4	4	5	6	7	7	0	0	0	0
4	Golovina	Elena	URS	8	12	8.1	13.5	2	0	1	3	5	6	6	8	8	0	0	0	0
5	Kristiansen	Elin	NOR	9	7	8.6	13.7	2	0	1	3	4	6	8	9	9	0	0	0	0
6	Disl	Uschi	GER	12	4	7.9	15.8	1	3	0	4	6	9	11	12	12	0	0	0	0
7	Behle	Petra	GER	12	6	8.2	14.6	1	1	0	2	5	8	12	12	12	0	0	0	0
8	Linn Elvebakk	Anne	NOR	13	3	8.8	15.5	1	0	2	3	5	9	12	13	13	0	0	0	0
9	Harvey	Antje	GER	8	5	7.8	17.9	1	0	1	2	2	6	8	8	8	0	0	0	0
10	Claudel	Veronique	FRA	13	8	15.8	10.9	0	1	0	1	1	5	11	12	13	0	0	0	0
11	Melnikova	Elena	URS	4		10.5	16.0	0	1	0	1	1	2	4	4	4	0	0	0	0
12	Visser	Yvonne	CAN	9		24.4	6.6	0	1	0	1	1	2	3	5	7	1	0	1	0
13	Agolakova	Irina	URS	9	9	12.8	12.8	0	0	2	2	3	4	8	9	9	0	0	0	0
14	Karagiozova	Iva	BUL	9	18	12.7	8.8	0	0	1	1	3	4	7	9	9	0	0	0	0
15	Moring	Kerstin	GER	9	11	15.3	9.9	0	0	1	1	2	4	6	8	9	0	0	0	0
16	Mikkelsplass	Hildegunn	NOR	8	14	17.4	9.0	0	0	1	1	1	1	5	7	8	0	0	0	0
17	Pelcova	Jirina	TCH	9		16.7	6.1	0	0	0	0	1	3	7	9	9	0	0	0	0
18	Thoresen	Synnoeve	NOR	10	13	18.0	8.3	0	0	0	0	1	3	6	9	10	0	0	0	0
19	Stadig	Mia	SWE	7		22.7	6.0	0	0	0	0	1	3	3	5	6	1	0	0	0
