No	Family Name	Given Name	Nation	Races	"World CupRank"	"Rank(avg)"	"Points(avg)"	Wins	2nd	3rd	Podiums	Top5s	Top10s	Top20s	Top30s	Top40s	>40	LAP	DNF	DSQ
1	Svendsen	Emil Hegle	NOR	19	1	6.3	43.6	5	3	1	9	11	15	18	19	19	0	0	0	0
2	Tcherezov	Ivan	RUS	23	3	13.1	34.0	4	0	1	5	6	13	20	22	22	1	0	0	0
3	Bjoerndalen	Ole Einar	NOR	17	10	13.4	34.9	3	2	1	6	7	9	14	15	15	2	0	0	0
4	Ustyugov	Evgeny	RUS	24	4	14.5	31.4	3	1	1	5	9	13	17	20	23	1	0	0	0
5	Fourcade	Martin	FRA	22	5	14.0	30.0	3	1	1	5	7	13	16	18	20	1	0	1	0
6	Sumann	Christoph	AUT	24	2	13.6	34.1	1	2	2	5	9	14	21	22	23	1	0	0	0
7	Landertinger	Dominik	AUT	23	6	15.0	29.2	1	2	1	4	7	9	18	21	22	1	0	0	0
8	Peiffer	Arnd	GER	24	9	18.0	27.0	1	2	0	3	7	11	15	20	23	1	0	0	0
9	Mesotitsch	Daniel	AUT	25	12	22.0	21.6	1	1	0	2	4	7	13	17	21	4	0	0	0
10	Jay	Vincent	FRA	24	11	22.2	23.5	1	0	2	3	4	8	12	18	21	3	0	0	0
11	Ferry	Bjoern	SWE	18	16	19.7	26.2	1	0	0	1	1	7	13	16	16	2	0	0	0
12	Sednev	Serguei	UKR	21	22	29.0	17.8	1	0	0	1	1	4	9	15	16	5	0	0	0
13	Burke	Tim	USA	24	14	21.7	21.0	0	2	1	3	3	6	13	18	19	5	0	0	0
14	De Lorenzi	Christian	ITA	18	32	36.3	15.3	0	2	0	2	2	4	6	8	12	6	0	0	0
15	Eder	Simon	AUT	24	8	15.9	26.2	0	1	2	3	5	9	18	20	23	1	0	0	0
16	Greis	Michael	GER	20	13	17.6	24.4	0	1	1	2	4	7	13	19	19	1	0	0	0
17	Fourcade	Simon	FRA	23	7	15.3	28.5	0	1	0	1	3	13	19	21	22	1	0	0	0
18	Tchoudov	Maxim	RUS	20	17	27.2	20.9	0	1	0	1	3	6	12	14	14	6	0	0	0
19	Kruglov	Nikolay	RUS	16	31	27.6	18.2	0	1	0	1	1	4	7	10	12	4	0	0	0
20	Schempp	Simon	GER	14	36	35.1	15.4	0	1	0	1	1	4	6	6	7	7	0	0	0
21	Novikov	Sergey	BLR	22	26	26.8	15.7	0	1	0	1	1	1	6	16	20	2	0	0	0
22	Lessing	Roland	EST	12	59	54.7	6.6	0	1	0	1	1	1	2	2	2	10	0	0	0
23	Hurajt	Pavol	SVK	22	24	29.6	16.5	0	0	1	1	3	6	8	12	16	6	0	0	0
24	Stephan	Christoph	GER	20	27	34.9	16.1	0	0	1	1	3	4	6	13	13	7	0	0	0
25	Hanevold	Halvard	NOR	18	25	26.8	18.0	0	0	1	1	2	5	8	14	14	4	0	0	0
26	Deryzemlya	Andriy	UKR	21	21	28.7	17.7	0	0	1	1	2	4	9	15	18	3	0	0	0
27	Bergman	Carl Johan	SWE	21	28	28.0	15.0	0	0	1	1	2	2	7	11	17	3	0	1	0
28	Sikora	Tomasz	POL	19	18	23.2	21.1	0	0	1	1	1	4	13	15	15	4	0	0	0
29	Os	Alexander	NOR	19	19	20.6	21.8	0	0	1	1	1	4	11	15	17	2	0	0	0
30	Fak	Jakov	CRO	17	38	37.6	12.3	0	0	1	1	1	2	5	7	9	8	0	0	0
31	Boeuf	Alexis	FRA	8	53	45.3	13.4	0	0	1	1	1	2	3	3	3	5	0	0	0
32	Frei	Thomas	SUI	16	39	38.0	12.6	0	0	1	1	1	1	5	8	10	6	0	0	0
