No	Family Name	Given Name	Nation	Races	"World CupRank"	"Rank(avg)"	"Points(avg)"	Wins	2nd	3rd	Podiums	Top5s	Top10s	Top20s	Top30s	Top40s	>40	LAP	DNF	DSQ
57	Mali	Andreja	SLO	15	53	37.8	2.1	0	0	0	0	0	0	1	5	9	4	2	0	0
58	Flatland	Ann Kristin Aafedt	NOR	14	59	46.0	2.0	0	0	0	0	0	0	1	5	7	7	0	0	0
59	Eikeland	Liv Kjersti	NOR	11	60	44.4	2.1	0	0	0	0	0	0	1	3	5	6	0	0	0
60	Rasimoviciute	Diana	LTU	8	63	51.6	1.5	0	0	0	0	0	0	1	2	2	6	0	0	0
61	Santer	Saskia	ITA	13	68	44.3	0.9	0	0	0	0	0	0	1	1	5	7	1	0	0
62	Popova	Radka	BUL	13	70	52.3	0.8	0	0	0	0	0	0	1	1	3	9	1	0	0
63	Rezlerova	Magda	CZE	12	69	52.3	1.0	0	0	0	0	0	0	1	1	3	9	0	0	0
64	Ananko	Liudmila	BLR	11	67	45.5	1.1	0	0	0	0	0	0	1	1	3	7	0	1	0
65	Kettunen	Outi	FIN	10	71	54.2	0.8	0	0	0	0	0	0	1	1	1	9	0	0	0
66	Bonnevie-Svendsen	Julie	NOR	2	64	37.5	5.3	0	0	0	0	0	0	1	1	1	1	0	0	0
67	Makarainen	Kaisa	FIN	15	62	42.5	1.1	0	0	0	0	0	0	0	5	8	7	0	0	0
68	Lebedeva	Anna	KAZ	13	58	47.3	2.5	0	0	0	0	0	0	0	4	5	7	1	0	0
69	Meguro	Kanae	JPN	15	66	49.8	1.1	0	0	0	0	0	0	0	3	4	11	0	0	0
70	Jacquin	Pauline	FRA	9	61	41.6	2.2	0	0	0	0	0	0	0	3	4	5	0	0	0
71	Kristiansen	Gro Marit Istad	NOR	8	74	44.5	1.0	0	0	0	0	0	0	0	2	5	3	0	0	0
72	Holubcova	Katerina	CZE	14	65	46.6	1.1	0	0	0	0	0	0	0	2	4	9	0	1	0
73	Tananaiko	Irina	UKR	9	77	48.2	0.5	0	0	0	0	0	0	0	2	3	6	0	0	0
74	Koblar	Andreja	SLO	10	75	46.9	0.8	0	0	0	0	0	0	0	2	3	7	0	0	0
75	Santer	Nathalie	ITA	17	78	43.4	0.3	0	0	0	0	0	0	0	1	6	11	0	0	0
76	Yin	Qiao	CHN	14	84	52.1	0.1	0	0	0	0	0	0	0	1	4	9	1	0	0
77	Zikounkova	Ksenia	BLR	10	72	57.4	0.8	0	0	0	0	0	0	0	1	3	7	0	0	0
78	Salonen	Eija	FIN	9	81	56.2	0.4	0	0	0	0	0	0	0	1	2	7	0	0	0
79	Konrad	Sarah	USA	9	86	62.3	0.1	0	0	0	0	0	0	0	1	1	7	1	0	0
80	Blondeau	Marion	FRA	2	85	38.0	0.5	0	0	0	0	0	0	0	1	1	1	0	0	0
81	Grzywa	Magdalena	POL	10	83	61.4	0.3	0	0	0	0	0	0	0	1	1	9	0	0	0
82	Cesnekova	Irena	CZE	10	82	66.2	0.4	0	0	0	0	0	0	0	1	1	9	0	0	0
83	Domeij	Sofia	SWE	11	80	62.0	0.5	0	0	0	0	0	0	0	1	1	9	1	0	0
84	Keith	Sandra	CAN	10	79	65.2	0.5	0	0	0	0	0	0	0	1	1	9	0	0	0
85	Albert	Martine	CAN	8	76	60.8	0.9	0	0	0	0	0	0	0	1	1	7	0	0	0
86	Sorokina	Anna	RUS	1	73	23.0	8.0	0	0	0	0	0	0	0	1	1	0	0	0	0
87	Murinova	Anna	SVK	12		47.8	0.0	0	0	0	0	0	0	0	0	5	6	0	1	0
88	Faltusova	Lenka	CZE	10		53.8	0.0	0	0	0	0	0	0	0	0	4	6	0	0	0
89	Steer	Rachel	USA	14		50.8	0.0	0	0	0	0	0	0	0	0	4	10	0	0	0
90	Saue	Eveli	EST	15		57.6	0.0	0	0	0	0	0	0	0	0	3	11	1	0	0
91	Moerkve	Jori	NOR	6		47.0	0.0	0	0	0	0	0	0	0	0	3	3	0	0	0
92	Plotogea	Dana	ROU	16		57.9	0.0	0	0	0	0	0	0	0	0	2	13	1	0	0
93	Tanaka	Tamami	JPN	16		52.9	0.0	0	0	0	0	0	0	0	0	2	14	0	0	0
94	Kuzmina	Anastasiya	RUS	5		45.4	0.0	0	0	0	0	0	0	0	0	2	3	0	0	0
95	Ouren	Borghild	NOR	2		39.0	0.0	0	0	0	0	0	0	0	0	2	0	0	0	0
96	Urpilainen	Pirjo	FIN	2		34.5	0.0	0	0	0	0	0	0	0	0	2	0	0	0	0
97	Daubnerova	Jana	SVK	5		65.2	0.0	0	0	0	0	0	0	0	0	1	4	0	0	0
98	Nordstad	Berit	NOR	3		57.0	0.0	0	0	0	0	0	0	0	0	1	2	0	0	0
99	Slezakova	Petra	SVK	2		57.0	0.0	0	0	0	0	0	0	0	0	1	1	0	0	0
100	Eie	Kari	NOR	6		57.0	0.0	0	0	0	0	0	0	0	0	1	4	1	0	0
101	Ertl	Barbara	ITA	4		54.0	0.0	0	0	0	0	0	0	0	0	1	3	0	0	0
102	Holma	Johanna	SWE	3		48.0	0.0	0	0	0	0	0	0	0	0	1	2	0	0	0
103	Adler	Jenny	GER	4		44.5	0.0	0	0	0	0	0	0	0	0	1	3	0	0	0
104	Makarova	Joulia	RUS	2		42.0	0.0	0	0	0	0	0	0	0	0	1	1	0	0	0
105	Denisova	Uliana	RUS	2		40.5	0.0	0	0	0	0	0	0	0	0	1	1	0	0	0
106	Cseke	Csaba	HUN	7		108.7	0.0	0	0	0	0	0	0	0	0	0	7	0	0	0
107	Slettemark	Uiloq	GRL	4		100.8	0.0	0	0	0	0	0	0	0	0	0	4	0	0	0
108	Teela	Denise	USA	1		99.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
109	Gottschall	Zsofia	HUN	7		97.4	0.0	0	0	0	0	0	0	0	0	0	7	0	0	0
110	Vucicevic	Vedrana	BIH	10		96.2	0.0	0	0	0	0	0	0	0	0	0	9	0	1	0
111	Lagun	Veronika	LTU	6		96.0	0.0	0	0	0	0	0	0	0	0	0	6	0	0	0
112	Brajdic	Anamarija	CRO	7		94.9	0.0	0	0	0	0	0	0	0	0	0	7	0	0	0
113	Krause	Jill	USA	2		90.0	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
114	Hasillova	Zuzana	SVK	1		90.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
115	Stipanicic	Andrijana	CRO	3		89.7	0.0	0	0	0	0	0	0	0	0	0	3	0	0	0
116	Gorohova	Elena	MDA	9		89.4	0.0	0	0	0	0	0	0	0	0	0	9	0	0	0
117	Starcevic	Petra	CRO	8		89.4	0.0	0	0	0	0	0	0	0	0	0	8	0	0	0
118	Hanni	Sirli	EST	3		89.3	0.0	0	0	0	0	0	0	0	0	0	3	0	0	0
119	Fiandino	Roberta	ITA	1		88.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
120	Vasiljevic	Aleksandra	BIH	13		87.3	0.0	0	0	0	0	0	0	0	0	0	12	0	1	0
121	Walker	Adele	GBR	9		86.9	0.0	0	0	0	0	0	0	0	0	0	9	0	0	0
122	Mazunina	Tatiana	KAZ	5		86.6	0.0	0	0	0	0	0	0	0	0	0	5	0	0	0
123	Hietamies	Maija	FIN	4		86.5	0.0	0	0	0	0	0	0	0	0	0	4	0	0	0
124	Markkanen	Mervi	FIN	4		83.3	0.0	0	0	0	0	0	0	0	0	0	4	0	0	0
125	Purdea	Mihaela	ROU	11		82.5	0.0	0	0	0	0	0	0	0	0	0	11	0	0	0
126	Peips	Triin	EST	1		82.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
127	Isbej	Veronica	CHI	2		82.0	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
128	Baric	Tamara	SLO	2		81.0	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
129	Szocs	Emoke	ROU	1		80.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
130	Treacy Bramante	Carolyn	USA	1		80.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
131	Barnes	Lanny	USA	7		79.9	0.0	0	0	0	0	0	0	0	0	0	7	0	0	0
132	Mun	Jihee	KOR	2		79.5	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
133	Krumina	Gerda	LAT	13		79.4	0.0	0	0	0	0	0	0	0	0	0	12	1	0	0
134	Gasparin	Selina	SUI	2		77.5	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
135	Moravcova	Klara	CZE	1		77.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
136	Barnes	Tracy	USA	8		76.8	0.0	0	0	0	0	0	0	0	0	0	8	0	0	0
137	Stoian	Alexandra	ROU	12		76.3	0.0	0	0	0	0	0	0	0	0	0	11	1	0	0
138	Kim	Seonsu	KOR	2		76.0	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
139	Savlaka	Linda	LAT	12		75.7	0.0	0	0	0	0	0	0	0	0	0	12	0	0	0
140	Parent	Marie Pierre	CAN	6		75.5	0.0	0	0	0	0	0	0	0	0	0	6	0	0	0
141	Fowler	Emma	GBR	15		74.5	0.0	0	0	0	0	0	0	0	0	0	15	0	0	0
142	Otaka	Tomomi	JPN	9		74.4	0.0	0	0	0	0	0	0	0	0	0	9	0	0	0
143	Tryznova	Zuzana	CZE	1		73.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
144	Jia	Yuping	CHN	1		72.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
145	Taehe	Tagne	EST	2		71.0	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
146	Nykiel	Magdalena	POL	7		70.3	0.0	0	0	0	0	0	0	0	0	0	6	1	0	0
147	Kalinchik	Liudmila	BLR	3		70.0	0.0	0	0	0	0	0	0	0	0	0	3	0	0	0
148	Macabies	Pauline	FRA	1		69.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
149	Buchholz	Sabrina	GER	2		67.0	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
150	Mignerey	Anne Laure	FRA	1		67.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
151	Mozhevitina	Inna	KAZ	3		67.0	0.0	0	0	0	0	0	0	0	0	0	3	0	0	0
152	Klenovska	Nina	BUL	8		66.3	0.0	0	0	0	0	0	0	0	0	0	8	0	0	0
153	Ponikwia	Katarzyna	POL	12		66.0	0.0	0	0	0	0	0	0	0	0	0	12	0	0	0
154	Kalinova	Lubomira	SVK	1		66.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
155	Ciaramidaro	Maryke	ITA	2		65.5	0.0	0	0	0	0	0	0	0	0	0	2	0	0	0
156	Haller	Katja	ITA	7		65.0	0.0	0	0	0	0	0	0	0	0	0	6	0	1	0
157	Tsukidate	Ikuyo	JPN	13		63.1	0.0	0	0	0	0	0	0	0	0	0	11	2	0	0
158	Liu	Liming	CHN	1		63.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
159	Brice	Anzela	LAT	5		62.0	0.0	0	0	0	0	0	0	0	0	0	4	1	0	0
160	Carraz-Collin	Julie	FRA	4		58.8	0.0	0	0	0	0	0	0	0	0	0	4	0	0	0
161	Lemesh	Nina	UKR	9		58.7	0.0	0	0	0	0	0	0	0	0	0	9	0	0	0
162	Frolina	Anna	RUS	1		58.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0
163	Semerenko	Valentina	UKR	4		57.8	0.0	0	0	0	0	0	0	0	0	0	4	0	0	0
164	Larisi	Lucija	SLO	15		54.5	0.0	0	0	0	0	0	0	0	0	0	13	0	2	0
