No	Family Name	Given Name	Nation	Races	"World CupRank"	"Rank(avg)"	"Points(avg)"	Wins	2nd	3rd	Podiums	Top5s	Top10s	Top20s	Top30s	Top40s	>40	LAP	DNF	DSQ
1	Eckhoff	Tiril	NOR	26	1	8.5	45.9	13	3	1	17	17	21	23	24	24	2	0	0	0
2	Roeiseland	Marte Olsbu	NOR	26	2	8.1	39.0	3	3	2	8	13	21	23	25	26	0	0	0	0
3	Oeberg	Hanna	SWE	26	4	14.6	32.4	2	4	2	8	9	15	18	23	24	2	0	0	0
4	Hauser	Lisa Theresa	AUT	26	6	13.7	31.7	2	1	4	7	9	14	20	22	24	2	0	0	0
5	Simon	Julia	FRA	26	13	23.5	22.1	2	0	1	3	5	7	14	19	20	5	0	1	0
6	Alimbekava	Dzinara	BLR	26	7	14.9	28.9	1	3	0	4	6	11	18	23	26	0	0	0	0
7	Wierer	Dorothea	ITA	26	5	11.7	33.1	1	2	2	5	10	17	21	24	26	0	0	0	0
8	Tandrevold	Ingrid Landmark	NOR	25	8	16.0	28.5	1	2	2	5	7	10	16	22	23	1	0	1	0
9	Davidova	Marketa	CZE	25	11	18.0	26.0	1	0	0	1	4	10	17	20	22	3	0	0	0
10	Herrmann	Denise	GER	25	10	15.8	27.4	0	3	0	3	6	10	17	21	25	0	0	0	0
11	Chevalier-Bouchet	Anais	FRA	26	9	15.7	26.9	0	2	2	4	7	11	16	24	26	0	0	0	0
12	Dzhima	Yuliia	UKR	21	17	23.8	20.2	0	2	0	2	3	7	10	14	17	4	0	0	0
13	Preuss	Franziska	GER	26	3	9.6	34.9	0	1	3	4	9	19	23	25	26	0	0	0	0
14	Oeberg	Elvira	SWE	25	12	18.6	25.2	0	0	2	2	4	8	16	21	22	3	0	0	0
15	Sola	Hanna	BLR	23	23	28.4	15.9	0	0	2	2	2	4	8	15	17	6	0	0	0
16	Vittozzi	Lisa	ITA	25	16	27.9	18.0	0	0	1	1	3	4	11	19	20	5	0	0	0
17	Skottheim	Johanna	SWE	12	41	31.4	13.6	0	0	1	1	3	3	4	5	7	5	0	0	0
18	Knotten	Karoline Offigstad	NOR	23	21	26.3	16.7	0	0	1	1	2	2	9	14	19	4	0	0	0
19	Mironova	Svetlana	RUS	22	19	25.5	20.0	0	0	0	0	2	6	12	15	17	5	0	0	0
20	Persson	Linn	SWE	26	14	19.0	22.5	0	0	0	0	2	5	18	22	26	0	0	0	0
21	Brorsson	Mona	SWE	22	28	32.3	14.5	0	0	0	0	2	2	9	13	14	8	0	0	0
22	Braisaz-Bouchet	Justine	FRA	26	15	23.1	19.7	0	0	0	0	1	5	16	19	21	5	0	0	0
23	Nigmatullina	Uliana	RUS	24	20	27.1	16.4	0	0	0	0	1	3	10	17	18	6	0	0	0
24	Hettich	Janina	GER	24	22	26.1	15.8	0	0	0	0	1	3	9	14	20	3	0	1	0
25	Haecki	Lena	SUI	21	27	31.0	15.3	0	0	0	0	1	3	9	11	15	6	0	0	0
26	Kalkenberg	Emilie Aagheim	NOR	10	47	35.8	13.1	0	0	0	0	1	2	3	5	6	4	0	0	0
27	Kruchinkina	Elena	BLR	23	30	34.1	12.0	0	0	0	0	0	4	5	15	15	8	0	0	0
28	Bescond	Anais	FRA	26	18	24.2	17.3	0	0	0	0	0	3	12	19	24	2	0	0	0
29	Schwaiger	Julia	AUT	19	32	34.1	12.9	0	0	0	0	0	3	6	9	13	6	0	0	0
30	Lunder	Emma	CAN	22	26	31.5	14.1	0	0	0	0	0	2	10	13	15	7	0	0	0
31	Hinz	Vanessa	GER	22	24	26.7	16.5	0	0	0	0	0	2	9	13	19	3	0	0	0
32	Egan	Clare	USA	23	36	35.2	8.9	0	0	0	0	0	2	6	9	13	10	0	0	0
33	Bilosiuk	Olena	UKR	18	39	37.3	10.7	0	0	0	0	0	2	5	7	10	8	0	0	0
34	Burtasova	Evgeniya	RUS	20	35	35.1	10.4	0	0	0	0	0	2	5	6	11	9	0	0	0
35	Dunklee	Susan	USA	19	44	49.7	8.6	0	0	0	0	0	2	4	7	8	11	0	0	0
36	Fialkova	Paulina	SVK	12	52	42.6	9.8	0	0	0	0	0	2	3	4	6	6	0	0	0
37	Zdouc	Dunja	AUT	25	25	26.7	14.4	0	0	0	0	0	1	7	17	21	4	0	0	0
38	Lien	Ida	NOR	19	29	32.5	13.8	0	0	0	0	0	1	7	12	14	5	0	0	0
39	Gasparin	Selina	SUI	19	34	32.8	11.8	0	0	0	0	0	1	7	9	13	6	0	0	0
40	Hojnisz-Starega	Monika	POL	16	33	29.2	14.8	0	0	0	0	0	1	6	10	13	3	0	0	0
41	Chevalier	Chloe	FRA	18	40	37.9	10.0	0	0	0	0	0	1	5	8	11	7	0	0	0
42	Kuklina	Larisa	RUS	16	38	31.4	12.2	0	0	0	0	0	1	5	8	10	6	0	0	0
43	Bendika	Baiba	LAT	16	42	37.9	10.6	0	0	0	0	0	1	4	8	9	7	0	0	0
44	Hammerschmidt	Maren	GER	17	43	34.8	9.6	0	0	0	0	0	1	4	7	12	5	0	0	0
45	Todorova	Milena	BUL	19	46	42.0	7.4	0	0	0	0	0	1	3	6	8	11	0	0	0
