No	Family Name	Given Name	Nation	Races	"World CupRank"	"Rank(avg)"	"Points(avg)"	Wins	2nd	3rd	Podiums	Top5s	Top10s	Top20s	Top30s	Top40s	>40	LAP	DNF	DSQ
1	Restzova	Anfisa	EUN	12	1	5.1	20.8	5	1	2	8	9	10	11	12	12	0	0	0	0
2	Harvey	Antje	GER	11		10.2	12.8	2	2	1	5	6	6	9	10	11	0	0	0	0
3	Petcherskaia	Svetlana	EUN	13	4	10.7	13.1	1	1	0	2	4	8	12	13	13	0	0	0	0
4	Kristiansen	Elin	NOR	9		9.1	14.6	1	0	2	3	4	6	8	9	9	0	0	0	0
5	Pelcova	Jirina	TCH	9		11.1	12.8	1	0	0	1	4	5	7	9	9	0	0	0	0
6	Alexieva	Nadejda	BUL	9		19.9	6.2	1	0	0	1	3	4	4	7	8	1	0	0	0
7	Linn Elvebakk	Anne	NOR	6		13.2	14.7	1	0	0	1	3	3	5	5	6	0	0	0	0
8	Disl	Uschi	GER	14	5	13.2	11.2	1	0	0	1	1	7	10	13	13	0	0	1	0
9	Mikkelsplass	Hildegunn	NOR	10		21.5	8.6	1	0	0	1	1	1	5	7	9	1	0	0	0
10	Briand	Anne	FRA	14	2	8.4	16.4	0	4	0	4	5	10	14	14	14	0	0	0	0
11	Nykelmo	Grete I.	NOR	10		11.6	14.6	0	2	1	3	3	6	9	9	10	0	0	0	0
12	Behle	Petra	GER	14	3	6.9	15.7	0	1	3	4	5	10	13	13	13	0	0	1	0
13	Belova	Elena	EUN	9		16.3	11.3	0	1	1	2	3	5	6	8	8	1	0	0	0
14	Burlet	Delphyne	FRA	13		18.8	8.8	0	1	0	1	3	5	9	10	11	2	0	0	0
15	Lehka	Gabriela	TCH	8		18.5	10.5	0	1	0	1	1	3	6	7	7	1	0	0	0
16	Karagiozova	Iva	BUL	10		12.9	13.1	0	0	2	2	3	4	9	9	10	0	0	0	0
17	Bedard	Myriam	CAN	8		14.4	7.9	0	0	1	1	2	3	6	7	8	0	0	0	0
