"Country or Area","Year","Area","Month","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Japan","1998","Total","May","Data tabulated by year of occurrence","Final figure, complete","1999","102052","1"
"Japan","1998","Total","June","Data tabulated by year of occurrence","Final figure, complete","1999","101074","1"
"Japan","1998","Total","July","Data tabulated by year of occurrence","Final figure, complete","1999","108093","1"
"Japan","1998","Total","August","Data tabulated by year of occurrence","Final figure, complete","1999","105304","1"
"Japan","1998","Total","September","Data tabulated by year of occurrence","Final figure, complete","1999","104695","1"
"Japan","1998","Total","October","Data tabulated by year of occurrence","Final figure, complete","1999","101428","1"
"Japan","1998","Total","November","Data tabulated by year of occurrence","Final figure, complete","1999","94007","1"
"Japan","1998","Total","December","Data tabulated by year of occurrence","Final figure, complete","1999","100479","1"
"Japan","1997","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1998","1191665","1"
"Japan","1997","Total","January","Data tabulated by year of occurrence","Final figure, complete","1998","100094","1"
"Japan","1997","Total","February","Data tabulated by year of occurrence","Final figure, complete","1998","88370","1"
"Japan","1997","Total","March","Data tabulated by year of occurrence","Final figure, complete","1998","96481","1"
"Japan","1997","Total","April","Data tabulated by year of occurrence","Final figure, complete","1998","95741","1"
"Japan","1997","Total","May","Data tabulated by year of occurrence","Final figure, complete","1998","104980","1"
"Japan","1997","Total","June","Data tabulated by year of occurrence","Final figure, complete","1998","100265","1"
"Japan","1997","Total","July","Data tabulated by year of occurrence","Final figure, complete","1998","106929","1"
"Japan","1997","Total","August","Data tabulated by year of occurrence","Final figure, complete","1998","103388","1"
"Japan","1997","Total","September","Data tabulated by year of occurrence","Final figure, complete","1998","99935","1"
"Japan","1997","Total","October","Data tabulated by year of occurrence","Final figure, complete","1998","100329","1"
"Japan","1997","Total","November","Data tabulated by year of occurrence","Final figure, complete","1998","94887","1"
"Japan","1997","Total","December","Data tabulated by year of occurrence","Final figure, complete","1998","100266","1"
"Japan","1996","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1997","1206555","1"
"Japan","1996","Total","January","Data tabulated by year of occurrence","Final figure, complete","1997","98837","1"
"Japan","1996","Total","February","Data tabulated by year of occurrence","Final figure, complete","1997","92664","1"
"Japan","1996","Total","March","Data tabulated by year of occurrence","Final figure, complete","1997","96686","1"
"Japan","1996","Total","April","Data tabulated by year of occurrence","Final figure, complete","1997","97939","1"
"Japan","1996","Total","May","Data tabulated by year of occurrence","Final figure, complete","1997","104037","1"
"Japan","1996","Total","June","Data tabulated by year of occurrence","Final figure, complete","1997","99621","1"
"Japan","1996","Total","July","Data tabulated by year of occurrence","Final figure, complete","1997","107672","1"
"Japan","1996","Total","August","Data tabulated by year of occurrence","Final figure, complete","1997","104832","1"
"Japan","1996","Total","September","Data tabulated by year of occurrence","Final figure, complete","1997","103442","1"
"Japan","1996","Total","October","Data tabulated by year of occurrence","Final figure, complete","1997","104634","1"
"Japan","1996","Total","November","Data tabulated by year of occurrence","Final figure, complete","1997","96903","1"
"Japan","1996","Total","December","Data tabulated by year of occurrence","Final figure, complete","1997","99288","1"
"Japan","1995","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1996","1187064","1"
"Japan","1995","Total","January","Data tabulated by year of occurrence","Final figure, complete","1996","102692","1"
"Japan","1995","Total","February","Data tabulated by year of occurrence","Final figure, complete","1996","90495","1"
"Japan","1995","Total","March","Data tabulated by year of occurrence","Final figure, complete","1996","98348","1"
"Japan","1995","Total","April","Data tabulated by year of occurrence","Final figure, complete","1996","95520","1"
"Japan","1995","Total","May","Data tabulated by year of occurrence","Final figure, complete","1996","101422","1"
"Japan","1995","Total","June","Data tabulated by year of occurrence","Final figure, complete","1996","99783","1"
"Japan","1995","Total","July","Data tabulated by year of occurrence","Final figure, complete","1996","105878","1"
"Japan","1995","Total","August","Data tabulated by year of occurrence","Final figure, complete","1996","105391","1"
"Japan","1995","Total","September","Data tabulated by year of occurrence","Final figure, complete","1996","100759","1"
"Japan","1995","Total","October","Data tabulated by year of occurrence","Final figure, complete","1996","96208","1"
"Japan","1995","Total","November","Data tabulated by year of occurrence","Final figure, complete","1996","92999","1"
"Japan","1995","Total","December","Data tabulated by year of occurrence","Final figure, complete","1996","97569","1"
"Japan","1994","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1995","1238328","1"
"Japan","1994","Total","January","Data tabulated by year of occurrence","Final figure, complete","1995","101150","1"
"Japan","1994","Total","February","Data tabulated by year of occurrence","Final figure, complete","1995","92036","1"
"Japan","1994","Total","March","Data tabulated by year of occurrence","Final figure, complete","1995","101124","1"
"Japan","1994","Total","April","Data tabulated by year of occurrence","Final figure, complete","1995","100103","1"
"Japan","1994","Total","May","Data tabulated by year of occurrence","Final figure, complete","1995","105206","1"
"Japan","1994","Total","June","Data tabulated by year of occurrence","Final figure, complete","1995","102382","1"
"Japan","1994","Total","July","Data tabulated by year of occurrence","Final figure, complete","1995","109896","1"
"Japan","1994","Total","August","Data tabulated by year of occurrence","Final figure, complete","1995","109101","1"
"Japan","1994","Total","September","Data tabulated by year of occurrence","Final figure, complete","1995","105906","1"
"Japan","1994","Total","October","Data tabulated by year of occurrence","Final figure, complete","1995","105981","1"
"Japan","1994","Total","November","Data tabulated by year of occurrence","Final figure, complete","1995","101019","1"
"Japan","1994","Total","December","Data tabulated by year of occurrence","Final figure, complete","1995","104424","1"
"Japan","1993","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1994","1188282","1"
"Japan","1993","Total","January","Data tabulated by year of occurrence","Final figure, complete","1994","99809","1"
"Japan","1993","Total","February","Data tabulated by year of occurrence","Final figure, complete","1994","89513","1"
"Japan","1993","Total","March","Data tabulated by year of occurrence","Final figure, complete","1994","98235","1"
"Japan","1993","Total","April","Data tabulated by year of occurrence","Final figure, complete","1994","96974","1"
"Japan","1993","Total","May","Data tabulated by year of occurrence","Final figure, complete","1994","101393","1"
"Japan","1993","Total","June","Data tabulated by year of occurrence","Final figure, complete","1994","99518","1"
"Japan","1993","Total","July","Data tabulated by year of occurrence","Final figure, complete","1994","105382","1"
"Japan","1993","Total","August","Data tabulated by year of occurrence","Final figure, complete","1994","104385","1"
"Japan","1993","Total","September","Data tabulated by year of occurrence","Final figure, complete","1994","101086","1"
"Japan","1993","Total","October","Data tabulated by year of occurrence","Final figure, complete","1994","97118","1"
"Japan","1993","Total","November","Data tabulated by year of occurrence","Final figure, complete","1994","94723","1"
"Japan","1993","Total","December","Data tabulated by year of occurrence","Final figure, complete","1994","100146","1"
"Japan","1992","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1993","1208989","1"
"Japan","1992","Total","January","Data tabulated by year of occurrence","Final figure, complete","1993","100287","1"
"Japan","1992","Total","February","Data tabulated by year of occurrence","Final figure, complete","1993","92589","1"
"Japan","1992","Total","March","Data tabulated by year of occurrence","Final figure, complete","1993","97330","1"
"Japan","1992","Total","April","Data tabulated by year of occurrence","Final figure, complete","1993","97678","1"
"Japan","1992","Total","May","Data tabulated by year of occurrence","Final figure, complete","1993","103125","1"
"Japan","1992","Total","June","Data tabulated by year of occurrence","Final figure, complete","1993","100783","1"
"Japan","1992","Total","July","Data tabulated by year of occurrence","Final figure, complete","1993","108168","1"
"Japan","1992","Total","August","Data tabulated by year of occurrence","Final figure, complete","1993","104600","1"
"Japan","1992","Total","September","Data tabulated by year of occurrence","Final figure, complete","1993","105409","1"
"Japan","1992","Total","October","Data tabulated by year of occurrence","Final figure, complete","1993","102734","1"
"Japan","1992","Total","November","Data tabulated by year of occurrence","Final figure, complete","1993","95337","1"
"Japan","1992","Total","December","Data tabulated by year of occurrence","Final figure, complete","1993","100949","1"
"Japan","1991","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1992","1223245","1"
"Japan","1991","Total","January","Data tabulated by year of occurrence","Final figure, complete","1992","101310","1"
"Japan","1991","Total","February","Data tabulated by year of occurrence","Final figure, complete","1992","91477","1"
"Japan","1991","Total","March","Data tabulated by year of occurrence","Final figure, complete","1992","99731","1"
"Japan","1991","Total","April","Data tabulated by year of occurrence","Final figure, complete","1992","98175","1"
"Japan","1991","Total","May","Data tabulated by year of occurrence","Final figure, complete","1992","104204","1"
"Japan","1991","Total","June","Data tabulated by year of occurrence","Final figure, complete","1992","100529","1"
"Japan","1991","Total","July","Data tabulated by year of occurrence","Final figure, complete","1992","107970","1"
"Japan","1991","Total","August","Data tabulated by year of occurrence","Final figure, complete","1992","106426","1"
"Japan","1991","Total","September","Data tabulated by year of occurrence","Final figure, complete","1992","104097","1"
"Japan","1991","Total","October","Data tabulated by year of occurrence","Final figure, complete","1992","106709","1"
"Japan","1991","Total","November","Data tabulated by year of occurrence","Final figure, complete","1992","98662","1"
"Japan","1991","Total","December","Data tabulated by year of occurrence","Final figure, complete","1992","103955","1"
"Japan","1990","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1991","1221585","1"
"Japan","1990","Total","January","Data tabulated by year of occurrence","Final figure, complete","1991","104065","1"
"Japan","1990","Total","February","Data tabulated by year of occurrence","Final figure, complete","1991","92531","1"
"Japan","1990","Total","March","Data tabulated by year of occurrence","Final figure, complete","1991","101119","1"
"Japan","1990","Total","April","Data tabulated by year of occurrence","Final figure, complete","1991","99284","1"
"Japan","1990","Total","May","Data tabulated by year of occurrence","Final figure, complete","1991","106308","1"
"Japan","1990","Total","June","Data tabulated by year of occurrence","Final figure, complete","1991","99869","1"
"Japan","1990","Total","July","Data tabulated by year of occurrence","Final figure, complete","1991","107568","1"
"Japan","1990","Total","August","Data tabulated by year of occurrence","Final figure, complete","1991","106991","1"
"Japan","1990","Total","September","Data tabulated by year of occurrence","Final figure, complete","1991","102113","1"
"Japan","1990","Total","October","Data tabulated by year of occurrence","Final figure, complete","1991","102899","1"
"Japan","1990","Total","November","Data tabulated by year of occurrence","Final figure, complete","1991","97078","1"
"Japan","1990","Total","December","Data tabulated by year of occurrence","Final figure, complete","1991","101760","1"
"Japan","1989","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1990","1246802","1"
"Japan","1989","Total","January","Data tabulated by year of occurrence","Final figure, complete","1990","105421","1"
"Japan","1989","Total","February","Data tabulated by year of occurrence","Final figure, complete","1990","94305","1"
"Japan","1989","Total","March","Data tabulated by year of occurrence","Final figure, complete","1990","103074","1"
"Japan","1989","Total","April","Data tabulated by year of occurrence","Final figure, complete","1990","101035","1"
"Japan","1989","Total","May","Data tabulated by year of occurrence","Final figure, complete","1990","106984","1"
"Japan","1989","Total","June","Data tabulated by year of occurrence","Final figure, complete","1990","101018","1"
"Japan","1989","Total","July","Data tabulated by year of occurrence","Final figure, complete","1990","108412","1"
"Japan","1989","Total","August","Data tabulated by year of occurrence","Final figure, complete","1990","109357","1"
"Japan","1989","Total","September","Data tabulated by year of occurrence","Final figure, complete","1990","103748","1"
"Japan","1989","Total","October","Data tabulated by year of occurrence","Final figure, complete","1990","104883","1"
"Japan","1989","Total","November","Data tabulated by year of occurrence","Final figure, complete","1990","101612","1"
"Japan","1989","Total","December","Data tabulated by year of occurrence","Final figure, complete","1990","106953","1"
"Japan","1988","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1989","1314006","1"
"Japan","1988","Total","January","Data tabulated by year of occurrence","Final figure, complete","1989","106395","1"
"Japan","1988","Total","February","Data tabulated by year of occurrence","Final figure, complete","1989","98756","1"
"Japan","1988","Total","March","Data tabulated by year of occurrence","Final figure, complete","1989","106419","1"
"Japan","1988","Total","April","Data tabulated by year of occurrence","Final figure, complete","1989","105059","1"
"Japan","1988","Total","May","Data tabulated by year of occurrence","Final figure, complete","1989","109922","1"
"Japan","1988","Total","June","Data tabulated by year of occurrence","Final figure, complete","1989","108663","1"
"Japan","1988","Total","July","Data tabulated by year of occurrence","Final figure, complete","1989","115287","1"
"Japan","1988","Total","August","Data tabulated by year of occurrence","Final figure, complete","1989","118994","1"
"Japan","1988","Total","September","Data tabulated by year of occurrence","Final figure, complete","1989","115611","1"
"Japan","1988","Total","October","Data tabulated by year of occurrence","Final figure, complete","1989","114451","1"
"Japan","1988","Total","November","Data tabulated by year of occurrence","Final figure, complete","1989","106814","1"
"Japan","1988","Total","December","Data tabulated by year of occurrence","Final figure, complete","1989","107635","1"
"Japan","1987","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1988","1346658","1"
"Japan","1987","Total","January","Data tabulated by year of occurrence","Final figure, complete","1988","113130","1"
"Japan","1987","Total","February","Data tabulated by year of occurrence","Final figure, complete","1988","101619","1"
"Japan","1987","Total","March","Data tabulated by year of occurrence","Final figure, complete","1988","112072","1"
"Japan","1987","Total","April","Data tabulated by year of occurrence","Final figure, complete","1988","109459","1"
"Japan","1987","Total","May","Data tabulated by year of occurrence","Final figure, complete","1988","116004","1"
"Japan","1987","Total","June","Data tabulated by year of occurrence","Final figure, complete","1988","112886","1"
"Japan","1987","Total","July","Data tabulated by year of occurrence","Final figure, complete","1988","121525","1"
"Japan","1987","Total","August","Data tabulated by year of occurrence","Final figure, complete","1988","117306","1"
"Japan","1987","Total","September","Data tabulated by year of occurrence","Final figure, complete","1988","113287","1"
"Japan","1987","Total","October","Data tabulated by year of occurrence","Final figure, complete","1988","112275","1"
"Japan","1987","Total","November","Data tabulated by year of occurrence","Final figure, complete","1988","105854","1"
"Japan","1987","Total","December","Data tabulated by year of occurrence","Final figure, complete","1988","111241","1"
"Japan","1986","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1987","1382946","1"
"Japan","1986","Total","January","Data tabulated by year of occurrence","Final figure, complete","1987","115725","1"
"Japan","1986","Total","February","Data tabulated by year of occurrence","Final figure, complete","1987","105520","1"
"Japan","1986","Total","March","Data tabulated by year of occurrence","Final figure, complete","1987","113925","1"
"Japan","1986","Total","April","Data tabulated by year of occurrence","Final figure, complete","1987","110660","1"
"Japan","1986","Total","May","Data tabulated by year of occurrence","Final figure, complete","1987","116126","1"
"Japan","1986","Total","June","Data tabulated by year of occurrence","Final figure, complete","1987","114143","1"
"Japan","1986","Total","July","Data tabulated by year of occurrence","Final figure, complete","1987","123741","1"
"Japan","1986","Total","August","Data tabulated by year of occurrence","Final figure, complete","1987","118972","1"
"Japan","1986","Total","September","Data tabulated by year of occurrence","Final figure, complete","1987","117616","1"
"Japan","1986","Total","October","Data tabulated by year of occurrence","Final figure, complete","1987","119692","1"
"Japan","1986","Total","November","Data tabulated by year of occurrence","Final figure, complete","1987","110269","1"
"Japan","1986","Total","December","Data tabulated by year of occurrence","Final figure, complete","1987","116557","1"
"Japan","1985","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1986","1431577","1"
"Japan","1985","Total","January","Data tabulated by year of occurrence","Final figure, complete","1986","120404","1"
"Japan","1985","Total","February","Data tabulated by year of occurrence","Final figure, complete","1986","110470","1"
"Japan","1985","Total","March","Data tabulated by year of occurrence","Final figure, complete","1986","115172","1"
"Japan","1985","Total","April","Data tabulated by year of occurrence","Final figure, complete","1986","114977","1"
"Japan","1985","Total","May","Data tabulated by year of occurrence","Final figure, complete","1986","120997","1"
"Japan","1985","Total","June","Data tabulated by year of occurrence","Final figure, complete","1986","116341","1"
"Japan","1985","Total","July","Data tabulated by year of occurrence","Final figure, complete","1986","130375","1"
"Japan","1985","Total","August","Data tabulated by year of occurrence","Final figure, complete","1986","126433","1"
"Japan","1985","Total","September","Data tabulated by year of occurrence","Final figure, complete","1986","122563","1"
"Japan","1985","Total","October","Data tabulated by year of occurrence","Final figure, complete","1986","123053","1"
"Japan","1985","Total","November","Data tabulated by year of occurrence","Final figure, complete","1986","111961","1"
"Japan","1985","Total","December","Data tabulated by year of occurrence","Final figure, complete","1986","118831","1"
"Japan","1984","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1985","1489780","1"
"Japan","1984","Total","January","Data tabulated by year of occurrence","Final figure, complete","1985","124743","1"
"Japan","1984","Total","February","Data tabulated by year of occurrence","Final figure, complete","1985","116152","1"
"Japan","1984","Total","March","Data tabulated by year of occurrence","Final figure, complete","1985","123614","1"
"Japan","1984","Total","April","Data tabulated by year of occurrence","Final figure, complete","1985","118265","1"
"Japan","1984","Total","May","Data tabulated by year of occurrence","Final figure, complete","1985","124664","1"
"Japan","1984","Total","June","Data tabulated by year of occurrence","Final figure, complete","1985","119351","1"
"Japan","1984","Total","July","Data tabulated by year of occurrence","Final figure, complete","1985","134464","1"
"Japan","1984","Total","August","Data tabulated by year of occurrence","Final figure, complete","1985","134734","1"
"Japan","1984","Total","September","Data tabulated by year of occurrence","Final figure, complete","1985","126899","1"
"Japan","1984","Total","October","Data tabulated by year of occurrence","Final figure, complete","1985","125459","1"
"Japan","1984","Total","November","Data tabulated by year of occurrence","Final figure, complete","1985","117753","1"
"Japan","1984","Total","December","Data tabulated by year of occurrence","Final figure, complete","1985","123682","1"
"Japan","1983","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1984","1508687","1"
"Japan","1983","Total","January","Data tabulated by year of occurrence","Final figure, complete","1984","125821","1"
"Japan","1983","Total","February","Data tabulated by year of occurrence","Final figure, complete","1984","113421","1"
"Japan","1983","Total","March","Data tabulated by year of occurrence","Final figure, complete","1984","124437","1"
"Japan","1983","Total","April","Data tabulated by year of occurrence","Final figure, complete","1984","124646","1"
"Japan","1983","Total","May","Data tabulated by year of occurrence","Final figure, complete","1984","128176","1"
"Japan","1983","Total","June","Data tabulated by year of occurrence","Final figure, complete","1984","122982","1"
"Japan","1983","Total","July","Data tabulated by year of occurrence","Final figure, complete","1984","134823","1"
"Japan","1983","Total","August","Data tabulated by year of occurrence","Final figure, complete","1984","133733","1"
"Japan","1983","Total","September","Data tabulated by year of occurrence","Final figure, complete","1984","129111","1"
"Japan","1983","Total","October","Data tabulated by year of occurrence","Final figure, complete","1984","125266","1"
"Japan","1983","Total","November","Data tabulated by year of occurrence","Final figure, complete","1984","119127","1"
"Japan","1983","Total","December","Data tabulated by year of occurrence","Final figure, complete","1984","127144","1"
"Japan","1982","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1983","1515392","1"
"Japan","1982","Total","January","Data tabulated by year of occurrence","Final figure, complete","1983","125918","1"
"Japan","1982","Total","February","Data tabulated by year of occurrence","Final figure, complete","1983","114176","1"
"Japan","1982","Total","March","Data tabulated by year of occurrence","Final figure, complete","1983","119541","1"
"Japan","1982","Total","April","Data tabulated by year of occurrence","Final figure, complete","1983","118768","1"
"Japan","1982","Total","May","Data tabulated by year of occurrence","Final figure, complete","1983","127009","1"
"Japan","1982","Total","June","Data tabulated by year of occurrence","Final figure, complete","1983","126734","1"
"Japan","1982","Total","July","Data tabulated by year of occurrence","Final figure, complete","1983","137024","1"
"Japan","1982","Total","August","Data tabulated by year of occurrence","Final figure, complete","1983","138478","1"
"Japan","1982","Total","September","Data tabulated by year of occurrence","Final figure, complete","1983","133150","1"
"Japan","1982","Total","October","Data tabulated by year of occurrence","Final figure, complete","1983","128288","1"
"Japan","1982","Total","November","Data tabulated by year of occurrence","Final figure, complete","1983","118708","1"
"Japan","1982","Total","December","Data tabulated by year of occurrence","Final figure, complete","1983","127598","1"
"Japan","1981","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1982","1529455","1"
"Japan","1981","Total","January","Data tabulated by year of occurrence","Final figure, complete","1982","127356","1"
"Japan","1981","Total","February","Data tabulated by year of occurrence","Final figure, complete","1982","117324","1"
"Japan","1981","Total","March","Data tabulated by year of occurrence","Final figure, complete","1982","124117","1"
"Japan","1981","Total","April","Data tabulated by year of occurrence","Final figure, complete","1982","125800","1"
"Japan","1981","Total","May","Data tabulated by year of occurrence","Final figure, complete","1982","130663","1"
"Japan","1981","Total","June","Data tabulated by year of occurrence","Final figure, complete","1982","125310","1"
"Japan","1981","Total","July","Data tabulated by year of occurrence","Final figure, complete","1982","135137","1"
"Japan","1981","Total","August","Data tabulated by year of occurrence","Final figure, complete","1982","134770","1"
"Japan","1981","Total","September","Data tabulated by year of occurrence","Final figure, complete","1982","133295","1"
"Japan","1981","Total","October","Data tabulated by year of occurrence","Final figure, complete","1982","130813","1"
"Japan","1981","Total","November","Data tabulated by year of occurrence","Final figure, complete","1982","118667","1"
"Japan","1981","Total","December","Data tabulated by year of occurrence","Final figure, complete","1982","126203","1"
"Japan","1980","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1991","1576889","1"
"Japan","1980","Total","January","Data tabulated by year of occurrence","Final figure, complete","1991","135848","1"
"Japan","1980","Total","February","Data tabulated by year of occurrence","Final figure, complete","1991","125070","1"
"Japan","1980","Total","March","Data tabulated by year of occurrence","Final figure, complete","1991","129692","1"
"Japan","1980","Total","April","Data tabulated by year of occurrence","Final figure, complete","1991","128240","1"
"Japan","1980","Total","May","Data tabulated by year of occurrence","Final figure, complete","1991","134367","1"
"Japan","1980","Total","June","Data tabulated by year of occurrence","Final figure, complete","1991","128227","1"
"Japan","1980","Total","July","Data tabulated by year of occurrence","Final figure, complete","1991","138952","1"
"Japan","1980","Total","August","Data tabulated by year of occurrence","Final figure, complete","1991","138266","1"
"Japan","1980","Total","September","Data tabulated by year of occurrence","Final figure, complete","1991","136886","1"
"Japan","1980","Total","October","Data tabulated by year of occurrence","Final figure, complete","1991","133342","1"
"Japan","1980","Total","November","Data tabulated by year of occurrence","Final figure, complete","1991","120455","1"
"Japan","1980","Total","December","Data tabulated by year of occurrence","Final figure, complete","1991","127544","1"
"Japan","1979","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1990","1642580","1"
"Japan","1979","Total","January","Data tabulated by year of occurrence","Final figure, complete","1990","140668","1"
"Japan","1979","Total","February","Data tabulated by year of occurrence","Final figure, complete","1990","125702","1"
"Japan","1979","Total","March","Data tabulated by year of occurrence","Final figure, complete","1990","133386","1"
"Japan","1979","Total","April","Data tabulated by year of occurrence","Final figure, complete","1990","130279","1"
"Japan","1979","Total","May","Data tabulated by year of occurrence","Final figure, complete","1990","139140","1"
"Japan","1979","Total","June","Data tabulated by year of occurrence","Final figure, complete","1990","135608","1"
"Japan","1979","Total","July","Data tabulated by year of occurrence","Final figure, complete","1990","144092","1"
"Japan","1979","Total","August","Data tabulated by year of occurrence","Final figure, complete","1990","145434","1"
"Japan","1979","Total","September","Data tabulated by year of occurrence","Final figure, complete","1990","139959","1"
"Japan","1979","Total","October","Data tabulated by year of occurrence","Final figure, complete","1990","141386","1"
"Japan","1979","Total","November","Data tabulated by year of occurrence","Final figure, complete","1990","129744","1"
"Japan","1979","Total","December","Data tabulated by year of occurrence","Final figure, complete","1990","137182","1"
"Japan","1978","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1979","1708643","1"
"Japan","1978","Total","January","Data tabulated by year of occurrence","Final figure, complete","1979","143183","1"
"Japan","1978","Total","February","Data tabulated by year of occurrence","Final figure, complete","1979","130895","1"
"Japan","1978","Total","March","Data tabulated by year of occurrence","Final figure, complete","1979","139622","1"
"Japan","1978","Total","April","Data tabulated by year of occurrence","Final figure, complete","1979","140734","1"
"Japan","1978","Total","May","Data tabulated by year of occurrence","Final figure, complete","1979","150745","1"
"Japan","1978","Total","June","Data tabulated by year of occurrence","Final figure, complete","1979","142005","1"
"Japan","1978","Total","July","Data tabulated by year of occurrence","Final figure, complete","1979","152723","1"
"Japan","1978","Total","August","Data tabulated by year of occurrence","Final figure, complete","1979","150310","1"
"Japan","1978","Total","September","Data tabulated by year of occurrence","Final figure, complete","1979","143002","1"
"Japan","1978","Total","October","Data tabulated by year of occurrence","Final figure, complete","1979","140994","1"
"Japan","1978","Total","November","Data tabulated by year of occurrence","Final figure, complete","1979","133077","1"
"Japan","1978","Total","December","Data tabulated by year of occurrence","Final figure, complete","1979","141353","1"
"Japan","1977","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1978","1755100","1"
"Japan","1977","Total","January","Data tabulated by year of occurrence","Final figure, complete","1978","145108","1"
"Japan","1977","Total","February","Data tabulated by year of occurrence","Final figure, complete","1978","132096","1"
"Japan","1977","Total","March","Data tabulated by year of occurrence","Final figure, complete","1978","142695","1"
"Japan","1977","Total","April","Data tabulated by year of occurrence","Final figure, complete","1978","147298","1"
"Japan","1977","Total","May","Data tabulated by year of occurrence","Final figure, complete","1978","152879","1"
"Japan","1977","Total","June","Data tabulated by year of occurrence","Final figure, complete","1978","146566","1"
"Japan","1977","Total","July","Data tabulated by year of occurrence","Final figure, complete","1978","157867","1"
"Japan","1977","Total","August","Data tabulated by year of occurrence","Final figure, complete","1978","155975","1"
"Japan","1977","Total","September","Data tabulated by year of occurrence","Final figure, complete","1978","150779","1"
"Japan","1977","Total","October","Data tabulated by year of occurrence","Final figure, complete","1978","147115","1"
"Japan","1977","Total","November","Data tabulated by year of occurrence","Final figure, complete","1978","134205","1"
"Japan","1977","Total","December","Data tabulated by year of occurrence","Final figure, complete","1978","142517","1"
"Japan","1976","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1977","1832617","1"
"Japan","1976","Total","January","Data tabulated by year of occurrence","Final figure, complete","1977","160111","1"
"Japan","1976","Total","February","Data tabulated by year of occurrence","Final figure, complete","1977","145117","1"
"Japan","1976","Total","March","Data tabulated by year of occurrence","Final figure, complete","1977","155238","1"
"Japan","1976","Total","April","Data tabulated by year of occurrence","Final figure, complete","1977","154005","1"
"Japan","1976","Total","May","Data tabulated by year of occurrence","Final figure, complete","1977","156144","1"
"Japan","1976","Total","June","Data tabulated by year of occurrence","Final figure, complete","1977","149372","1"
"Japan","1976","Total","July","Data tabulated by year of occurrence","Final figure, complete","1977","163417","1"
"Japan","1976","Total","August","Data tabulated by year of occurrence","Final figure, complete","1977","159305","1"
"Japan","1976","Total","September","Data tabulated by year of occurrence","Final figure, complete","1977","153928","1"
"Japan","1976","Total","October","Data tabulated by year of occurrence","Final figure, complete","1977","148886","1"
"Japan","1976","Total","November","Data tabulated by year of occurrence","Final figure, complete","1977","139184","1"
"Japan","1976","Total","December","Data tabulated by year of occurrence","Final figure, complete","1977","147910","1"
"Japan","1975","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1976","1901440","1"
"Japan","1975","Total","January","Data tabulated by year of occurrence","Final figure, complete","1976","168095","1"
"Japan","1975","Total","February","Data tabulated by year of occurrence","Final figure, complete","1976","152985","1"
"Japan","1975","Total","March","Data tabulated by year of occurrence","Final figure, complete","1976","159750","1"
"Japan","1975","Total","April","Data tabulated by year of occurrence","Final figure, complete","1976","159940","1"
"Japan","1975","Total","May","Data tabulated by year of occurrence","Final figure, complete","1976","161271","1"
"Japan","1975","Total","June","Data tabulated by year of occurrence","Final figure, complete","1976","152785","1"
"Japan","1975","Total","July","Data tabulated by year of occurrence","Final figure, complete","1976","167835","1"
"Japan","1975","Total","August","Data tabulated by year of occurrence","Final figure, complete","1976","164422","1"
"Japan","1975","Total","September","Data tabulated by year of occurrence","Final figure, complete","1976","159301","1"
"Japan","1975","Total","October","Data tabulated by year of occurrence","Final figure, complete","1976","155050","1"
"Japan","1975","Total","November","Data tabulated by year of occurrence","Final figure, complete","1976","142880","1"
"Japan","1975","Total","December","Data tabulated by year of occurrence","Final figure, complete","1976","157126","1"
"Japan","1974","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1975","2029989","1"
"Japan","1974","Total","January","Data tabulated by year of occurrence","Final figure, complete","1975","177724","1"
"Japan","1974","Total","February","Data tabulated by year of occurrence","Final figure, complete","1975","160335","1"
"Japan","1974","Total","March","Data tabulated by year of occurrence","Final figure, complete","1975","168127","1"
"Japan","1974","Total","April","Data tabulated by year of occurrence","Final figure, complete","1975","167964","1"
"Japan","1974","Total","May","Data tabulated by year of occurrence","Final figure, complete","1975","168453","1"
"Japan","1974","Total","June","Data tabulated by year of occurrence","Final figure, complete","1975","163101","1"
"Japan","1974","Total","July","Data tabulated by year of occurrence","Final figure, complete","1975","183155","1"
"Japan","1974","Total","August","Data tabulated by year of occurrence","Final figure, complete","1975","180732","1"
