"Country or Area","Year","Area","Month","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Belarus","1991","Total","January","Data tabulated by year of occurrence","Final figure, complete","1992","10724",""
"Belarus","1991","Total","February","Data tabulated by year of occurrence","Final figure, complete","1992","10737",""
"Belarus","1991","Total","March","Data tabulated by year of occurrence","Final figure, complete","1992","12035",""
"Belarus","1991","Total","April","Data tabulated by year of occurrence","Final figure, complete","1992","11048",""
"Belarus","1991","Total","May","Data tabulated by year of occurrence","Final figure, complete","1992","11776",""
"Belarus","1991","Total","June","Data tabulated by year of occurrence","Final figure, complete","1992","10794",""
"Belarus","1991","Total","July","Data tabulated by year of occurrence","Final figure, complete","1992","12297",""
"Belarus","1991","Total","August","Data tabulated by year of occurrence","Final figure, complete","1992","11209",""
"Belarus","1991","Total","September","Data tabulated by year of occurrence","Final figure, complete","1992","9802",""
"Belarus","1991","Total","October","Data tabulated by year of occurrence","Final figure, complete","1992","11340",""
"Belarus","1991","Total","November","Data tabulated by year of occurrence","Final figure, complete","1992","10061",""
"Belarus","1991","Total","December","Data tabulated by year of occurrence","Final figure, complete","1992","10222",""
"Belarus","1990","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1992","142167",""
"Belarus","1990","Total","January","Data tabulated by year of occurrence","Final figure, complete","1992","11818",""
"Belarus","1990","Total","February","Data tabulated by year of occurrence","Final figure, complete","1992","11146",""
"Belarus","1990","Total","March","Data tabulated by year of occurrence","Final figure, complete","1992","12255",""
"Belarus","1990","Total","April","Data tabulated by year of occurrence","Final figure, complete","1992","11447",""
"Belarus","1990","Total","May","Data tabulated by year of occurrence","Final figure, complete","1992","13384",""
"Belarus","1990","Total","June","Data tabulated by year of occurrence","Final figure, complete","1992","12299",""
"Belarus","1990","Total","July","Data tabulated by year of occurrence","Final figure, complete","1992","12548",""
"Belarus","1990","Total","August","Data tabulated by year of occurrence","Final figure, complete","1992","12506",""
"Belarus","1990","Total","September","Data tabulated by year of occurrence","Final figure, complete","1992","10658",""
"Belarus","1990","Total","October","Data tabulated by year of occurrence","Final figure, complete","1992","12152",""
"Belarus","1990","Total","November","Data tabulated by year of occurrence","Final figure, complete","1992","11067",""
"Belarus","1990","Total","December","Data tabulated by year of occurrence","Final figure, complete","1992","10887",""
"Belarus","1989","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1992","153449",""
"Belarus","1989","Total","January","Data tabulated by year of occurrence","Final figure, complete","1992","13918",""
"Belarus","1989","Total","February","Data tabulated by year of occurrence","Final figure, complete","1992","12428",""
"Belarus","1989","Total","March","Data tabulated by year of occurrence","Final figure, complete","1992","13398",""
